num,t,word,value,success,error_type,test
5,0,!vERvEtR!,830.3896956443787,,None,1
0,0,!doRZER!,3000,,None,1
1,0,!doRZER!,0.9795295656888916,False,None,1
2,0,!doRZER!,0.9476376598329129,False,None,1
3,0,!doRZER!,!doRZER!,True,None,1
4,0,!doRZER!,!derrière!~,False,None,1
5,0,!doRZER!,648.2877805233002,,None,1
0,0,!nugR!,3000,,None,1
1,0,!nugR!,0.934625673612547,False,None,1
2,0,!nugR!,0.5408561671499271,True,None,1
3,0,!nugR!,!nugR!,True,None,1
4,0,!nugR!,!nougat!~~~,False,None,1
5,0,!nugR!,329.2104287147522,,None,1
0,0,!buk2R!,3000,,None,1
1,0,!buk2R!,0.9502160000577882,False,None,1
2,0,!buk2R!,0.8792030558646259,False,None,1
3,0,!buk2R!,!buk2R!,True,None,1
4,0,!buk2R!,!boucler!~~,False,None,1
5,0,!buk2R!,689.2377407550812,,None,1
0,0,!foRni!,3000,,None,1
1,0,!foRni!,0.9522424177739636,False,None,1
2,0,!foRni!,0.9540716095829046,False,None,1
3,0,!foRni!,!foRni!,True,None,1
4,0,!foRni!,!fournil!~~,False,None,1
5,0,!foRni!,612.5105757713318,,None,1
0,0,!any!,3000,,None,1
1,0,!any!,0.943735394066636,False,None,1
2,0,!any!,0.594034487510144,True,None,1
3,0,!any!,!any!,True,None,1
4,0,!any!,!année!~~,False,None,1
5,0,!any!,186.90394401550293,,None,1
0,0,!sigi!,3000,,None,1
1,0,!sigi!,0.9550527089561307,False,None,1
2,0,!sigi!,0.44579393488241825,True,None,1
3,0,!sigi!,!sigi!,True,None,1
4,0,!sigi!,!scierie~~~,False,None,1
5,0,!sigi!,361.1323125362396,,None,1
0,0,!vwal&!,3000,,None,1
1,0,!vwal&!,0.9558733282655701,False,None,1
2,0,!vwal&!,0.6161592504794129,True,None,1
3,0,!vwal&!,!vwal&!,True,None,1
4,0,!vwal&!,!moellon!~~,False,None,1
5,0,!vwal&!,758.9934129714966,,None,1
0,0,!loRti&!,3000,,None,1
1,0,!loRti&!,0.9039333565167536,False,None,1
2,0,!loRti&!,0.6890228915385057,True,None,1
3,0,!loRti&!,!loRti&!,True,None,1
4,0,!loRti&!,!~ortir!~~~,False,None,1
5,0,!loRti&!,789.3528332710266,,None,1
0,0,!sEltide!,3000,,None,1
1,0,!sEltide!,0.979308159141606,False,None,1
2,0,!sEltide!,0.6221758106169362,True,None,1
3,0,!sEltide!,!sEltide!,True,None,1
4,0,!sEltide!,!celtique!~,False,None,1
5,0,!sEltide!,873.3617830276489,,None,1
0,0,!ukokup!,3000,,None,1
1,0,!ukokup!,0.6567996617527858,False,None,1
2,0,!ukokup!,0.1404955282531682,True,None,1
3,0,!ukokup!,!ukokup!,True,None,1
4,0,!ukokup!,!co~~e!~~~~,False,None,1
5,0,!ukokup!,737.9842422008514,,None,1
0,0,!oRv!,3000,,None,1
1,0,!oRv!,0.9056741819451853,False,None,1
2,0,!oRv!,0.25910566861768247,True,None,1
3,0,!oRv!,!oRv!,True,None,1
4,0,!oRv!,!aura!~~~,False,None,1
5,0,!oRv!,178.3873999118805,,None,1
0,0,!Rup&t!,3000,,None,1
1,0,!Rup&t!,0.9710343129447506,False,None,1
2,0,!Rup&t!,0.8105333120484086,False,None,1
3,0,!Rup&t!,!Rup&t!,True,None,1
4,0,!Rup&t!,!roulette!~,False,None,1
5,0,!Rup&t!,703.1988821029663,,None,1
0,0,!sEts@te!,3000,,None,1
1,0,!sEts@te!,0.9972461956021007,False,None,1
2,0,!sEts@te!,0.94455966803063,False,None,1
3,0,!sEts@te!,!sEts@te!,True,None,1
4,0,!sEts@te!,!serpenter!,False,None,1
5,0,!sEts@te!,924.7568583488464,,None,1
0,0,!sitiv@!,3000,,None,1
1,0,!sitiv@!,0.9953357582654191,False,None,1
2,0,!sitiv@!,0.9445822443711424,False,None,1
3,0,!sitiv@!,!sitiv@!,True,None,1
4,0,!sitiv@!,!sentiment!,False,None,1
5,0,!sitiv@!,712.939080953598,,None,1
0,0,!kEst!,3000,,None,1
1,0,!kEst!,0.8471430343467274,False,None,1
2,0,!kEst!,0.6913550637116932,True,None,1
3,0,!kEst!,!kEst!,True,None,1
4,0,!kEst!,!ceste!~~~~,False,None,1
5,0,!kEst!,357.4582185745239,,None,1
0,0,!@t°lEs!,3000,,None,1
1,0,!@t°lEs!,0.9747740799486984,False,None,1
2,0,!@t°lEs!,0.33834143709744907,True,None,1
3,0,!@t°lEs!,!@t°lEs!,True,None,1
4,0,!@t°lEs!,!antilope!~,False,None,1
5,0,!@t°lEs!,1157.7782249450684,,None,1
0,0,!kaRbile!,3000,,None,1
1,0,!kaRbile!,0.9794482389400259,False,None,1
2,0,!kaRbile!,0.8604150568104266,False,None,1
3,0,!kaRbile!,!kaRbile!,True,None,1
4,0,!kaRbile!,!carburer!~,False,None,1
5,0,!kaRbile!,1108.5790579319,,None,1
0,0,!tESe!,3000,,None,1
1,0,!tESe!,0.9083828780161767,False,None,1
2,0,!tESe!,0.847697186152027,False,None,1
3,0,!tESe!,!tESe!,True,None,1
4,0,!tESe!,!touche!~~~,False,None,1
5,0,!tESe!,430.4273056983948,,None,1
0,0,!ese!,3000,,None,1
1,0,!ese!,0.6998887676973747,False,None,1
2,0,!ese!,0.34897408982422584,True,None,1
3,0,!ese!,!ese!,True,None,1
4,0,!ese!,!aise!~~~,False,None,1
5,0,!ese!,188.38571643829346,,None,1
