num,t,word,value,success,error_type,test
0,0,!gitre!,1036,,None,1
1,0,!gitre!,0.1267899952590048,True,None,1
2,0,!gitre!,0.1218158026636924,True,None,1
3,0,!gitre!,!ZitR!~~~~,False,None,1
4,0,!gitre!,!gitre!,True,None,1
5,0,!gitre!,48.81274223327637,,None,1
0,0,!suinci!,2007,,None,1
1,0,!suinci!,0.027919616870948245,True,None,1
2,0,!suinci!,0.836815621834476,False,None,1
3,0,!suinci!,!syis!~~~~,False,None,1
4,0,!suinci!,!suinci!,True,None,1
5,0,!suinci!,158.24398636817932,,None,1
0,0,!olle!,1798,,None,1
1,0,!olle!,0.017500866599905587,True,None,1
2,0,!olle!,0.31263357253352664,True,None,1
3,0,!olle!,!Oll!~~~~~,False,None,1
4,0,!olle!,!olle!,True,None,1
5,0,!olle!,52.68411874771118,,None,1
0,0,!paprines!,2942,,None,1
1,0,!paprines!,0.02579581817124606,True,None,1
2,0,!paprines!,0.037174362630940316,True,None,1
3,0,!paprines!,!papRin!!~~,False,None,1
4,0,!paprines!,!paprines!,True,None,1
5,0,!paprines!,419.94738125801086,,None,1
0,0,!merriser!,2064,,None,1
1,0,!merriser!,0.027908308914775373,True,None,1
2,0,!merriser!,0.021303021300343082,True,None,1
3,0,!merriser!,!mERRize!~~,False,None,1
4,0,!merriser!,!merriser!,True,None,1
5,0,!merriser!,332.3343098163605,,None,1
0,0,!ésez!,2167,,None,1
1,0,!ésez!,0.015075045310957989,True,None,1
2,0,!ésez!,0.7277713909731619,False,None,1
3,0,!ésez!,!eze!~~~~~,False,None,1
4,0,!ésez!,!ésez!,True,None,1
5,0,!ésez!,64.45902705192566,,None,1
0,0,!faidider!,3000,,None,1
1,0,!faidider!,0.021585770812038333,True,None,1
2,0,!faidider!,0.02814395863161736,True,None,1
3,0,!faidider!,!f@dii!e!~~,False,None,1
4,0,!faidider!,!faidider!,True,None,1
5,0,!faidider!,420.16686844825745,,None,1
0,0,!acito!,1698,,None,1
1,0,!acito!,0.018557579684116702,True,None,1
2,0,!acito!,0.8452466134205455,False,None,1
3,0,!acito!,!asi~!~~~~,False,None,1
4,0,!acito!,!acito!,True,None,1
5,0,!acito!,75.98101234436035,,None,1
0,0,!salcits!,3000,,None,1
1,0,!salcits!,0.01752428070627695,True,None,1
2,0,!salcits!,0.07173140139946814,True,None,1
3,0,!salcits!,!salsine!~,False,None,1
4,0,!salcits!,!salcits!,True,None,1
5,0,!salcits!,337.15289306640625,,None,1
0,0,!défuna!,1598,,None,1
1,0,!défuna!,0.04590951156806864,True,None,1
2,0,!défuna!,0.8331383647784343,False,None,1
3,0,!défuna!,!def5!~~~~,False,None,1
4,0,!défuna!,!défuna!,True,None,1
5,0,!défuna!,114.6953296661377,,None,1
0,0,!bâilme!,2625,,None,1
1,0,!bâilme!,0.01947304435280904,True,None,1
2,0,!bâilme!,0.13280960465885056,True,None,1
3,0,!bâilme!,!baj!m!~~~,False,None,1
4,0,!bâilme!,!bâilme!,True,None,1
5,0,!bâilme!,193.58898973464966,,None,1
0,0,!refonve!,3000,,None,1
1,0,!refonve!,0.0436547287057024,True,None,1
2,0,!refonve!,0.03992824740986288,True,None,1
3,0,!refonve!,!R°ful!!~~,False,None,1
4,0,!refonve!,!refonve!,True,None,1
5,0,!refonve!,274.62693667411804,,None,1
0,0,!serque!,1560,,None,1
1,0,!serque!,0.021346589305699805,True,None,1
2,0,!serque!,0.6582910634314315,True,None,1
3,0,!serque!,!sER~!~~~~,False,None,1
4,0,!serque!,!serque!,True,None,1
