word,freq
frenetiquement,"2,97"
frenetiques,"2,16"
frequemment,"8,24"
frequence,"2,23"
frequences,"0,2"
frequent,"3,78"
frequentaient,"2,3"
frequentais,"1,22"
frequentait,"5,54"
frequentation,"2,97"
frequentations,"2,77"
frequente,"10,27"
frequenter,"6,76"
frequentes,"6,29"
frequents,"3,11"
frere,"142,36"
freres,"73,99"
frerot,"0,68"
fresque,"3,24"
fresques,"3,51"
fretillants,"0,54"
fretillement,"0,27"
friabilite,"0,14"
friable,"1,82"
friables,"1,08"
friand,"1,49"
friandes,"0,27"
friandise,"1,49"
friandises,"2,57"
fric,"26,35"
fricassee,"0,47"
fricotais,"0,07"
friction,"0,54"
frictions,"1,82"
frigidaire,"3,18"
frigide,"0,82"
frigo,"7,5"
frileuse,"1,62"
frileusement,"1,96"
frileux,"3,79"
frilosite,"0,07"
frima,"0,07"
frimas,"1,15"
frime,"8,79"
frimer,"1,62"
frimerais,"0,07"
frimeur,"0,54"
frimousse,"1,49"
fringale,"2,23"
fringant,"1,96"
fringue,"0,34"
fringues,"11,69"
fripe,"2,03"
fripee,"2,02"
fripees,"1,21"
fripes,"1,69"
fripon,"0,75"
friponne,"0,14"
fripouille,"1,15"
fripouilles,"1,08"
frique,"0,2"
frise,"8,31"
frisee,"1,82"
frisent,"0,27"
friser,"1,42"
frises,"6,36"
frisettes,"0,54"
frisottaient,"0,14"
frisottee,"0,48"
frisquet,"0,68"
frisson,"14,26"
frissonna,"4,39"
frissonnaient,"1,01"
frissonnait,"3,38"
frissonnant,"3,04"
frissonnante,"1,82"
frissonne,"3,18"
frissonner,"4,12"
frissons,"7,43"
frit,"1,82"
frite,"1,08"
frites,"6,75"
frits,"1,08"
friture,"3,24"
frivole,"4,26"
frivoles,"1,55"
frivolite,"2,3"
froid,"166,82"
froide,"49,59"
froidement,"9,05"
froides,10
froideur,"7,57"
froids,"11,35"
froissais,"0,14"
froissait,"1,55"
froissant,"1,08"
froisse,"7,63"
froissee,"3,24"
froissees,"1,56"
froissement,"8,38"
froissements,"2,16"
froisser,"1,96"
froisserais,"0,07"
froisserent,"0,07"
froisses,"2,57"
frola,"2,3"
frolai,"0,34"
frolaient,"1,49"
frolait,"3,18"
frolant,"3,72"
frole,"6,14"
frolement,"3,85"
frolements,"2,16"
frolent,"1,62"
froler,"4,19"
fromage,"20,81"
fromagers,"0,21"
fromages,"6,15"
froment,"1,35"
fronca,"5,61"
froncait,"1,01"
froncant,"3,58"
fronce,"4,46"
froncement,"1,08"
froncements,"0,61"
fronces,"4,8"
frondaisons,"3,31"
front,"152,57"
frontiere,"26,42"
frontieres,"14,05"
fronton,"4,39"
frontons,"1,08"
fronts,"6,55"
frotta,"7,7"
frottaient,"1,42"
frottais,"1,01"
frottait,"8,38"
frottant,"7,23"
frotte,"11,29"
frottement,"3,72"
frottements,"1,35"
frottent,"1,01"
frotter,"8,99"
froussard,"0,68"
frousse,"2,16"
fructifier,"1,08"
fructueuse,"1,28"
fructueux,"1,35"
fruit,"21,96"
fruitiers,"2,23"
fruits,"42,09"
frusques,"3,24"
frustra,"0,07"
frustrait,"0,27"
frustration,"3,24"
frustre,"2,43"
frustree,"1,56"
fugace,"3,18"
fugaces,"1,22"
fugitif,"4,93"
fugitifs,"2,43"
fugitive,"4,25"
fugitivement,"2,57"
fugitives,"1,69"
fuguait,"0,14"
fugue,"5,82"
fugues,"1,49"
fugueuse,"0,47"
fui,"8,44"
fuient,"2,43"
fuir,"35,88"
fuis,"2,56"
fuit,"4,86"
fuite,"31,82"
fuites,"2,43"
fulgurant,"2,91"
fulgurante,"3,31"
fulgurantes,"1,15"
fulgurants,"0,81"
fulminait,"0,74"
fulminant,"0,41"
fuma,"1,55"
fumaient,"5,2"
fumais,"1,28"
fumait,"15,07"
fumant,"13,51"
fumante,"2,91"
fumantes,"2,36"
fumants,"1,96"
fume,"21,69"
fumee,"61,02"
fumees,"13,31"
fument,"3,72"
fumer,"20,88"
fumeraient,"0,14"
fumerais,"0,2"
fumerent,"1,01"
fumes,"10,13"
fumet,"3,51"
fumeur,"1,96"
fumeurs,"0,88"
fumeux,"1,49"
fumez,"1,28"
fumier,"13,11"
fumiers,"3,45"
fumiez,"0,14"
fumoir,"1,49"
funambule,"1,35"
funebre,"11,69"
funebres,"4,66"
funerailles,"4,53"
funeraire,"2,84"
funeraires,"1,76"
funeste,"3,11"
funestes,"1,76"
furax,"0,81"
furent,"76,08"
fureter,"1,08"
fureur,"30,61"
fureurs,"3,31"
furibard,"1,01"
furie,"5,54"
furies,"0,2"
furieuse,"12,3"
furieusement,"7,3"
furieuses,"2,77"
furieux,"32,77"
furtif,"5,54"
furtifs,"4,46"
furtive,"3,04"
furtivement,"5,07"
furtives,"1,55"
fus,"47,1"
fusaient,"2,03"
fusain,"1,76"
fusains,"1,96"
fusait,"1,28"
fusants,"1,42"
fuse,"0,61"
fuseaux,"1,55"
fusee,"4,59"
fusees,"4,73"
fusele,"0,2"
fuser,"1,22"
fuserent,"1,35"
fusible,"0,14"
fusibles,"0,41"
fusil,"39,32"
fusiliers,"0,95"
fusillade,"8,18"
fusillades,"1,22"
fusille,"5,95"
fusiller,"6,49"
fusilles,"3,85"
fusils,"16,35"
fusion,"5,74"
fusse,"4,8"
fussent,"35,27"
fut,"634,32"
futaie,"2,5"
futaies,"2,77"
fute,"1,42"
futee,"0,47"
futes,"0,27"
futile,"4,86"
futiles,"3,45"
futilite,"2,23"
futilites,"1,28"
futs,"3,24"
futur,"24,53"
future,"9,86"
futures,"5,81"
futurs,"8,04"
fuyaient,"4,73"
fuyais,"1,22"
fuyait,"8,65"
fuyant,"10,27"
fuyante,"2,91"
fuyants,"1,08"
fuyard,"1,35"
fuyards,"3,59"
fuyez,"0,47"
fuyons,"0,74"
gabardine,"3,11"
gabarit,"1,62"
gabonais,"0,54"
gachait,"1,49"
gache,"7,3"
gachee,"1,28"
gacher,"6,49"
gaches,"0,55"
gachette,"1,82"
gachez,"0,41"
gachis,"3,85"
gadget,"0,41"
gadgets,"1,22"
gadoue,"2,36"
gaffe,"20,07"
gaffer,"1,55"
gaffes,"2,91"
gag,"1,08"
gage,"4,66"
gagerais,"0,2"
gages,"2,77"
gageure,"1,28"
gagna,"12,77"
gagnai,"2,23"
gagnaient,"3,99"
gagnais,"1,76"
gagnait,"14,12"
gagnant,"5,21"
gagnante,"0,55"
gagnants,"0,74"
gagne,"56,68"
gagnee,"5,27"
gagnent,"4,05"
gagner,"64,59"
gagnera,"1,49"
gagnerai,"0,41"
gagnerais,"0,61"
gagnerait,"1,69"
gagneras,"0,74"
gagnerent,"3,11"
gagnerez,"0,68"
gagnerons,"0,27"
gagnes,"3,86"
gagnez,"0,41"
gagnons,"0,88"
gai,"22,64"
gaie,"12,7"
gaiement,"16,22"
gaies,"2,3"
gaiete,"27,09"
gaillard,"8,72"
gaillardise,"0,14"
gaillards,"3,25"
gain,"4,32"
gaine,"3,11"
gaines,"0,74"
gains,"1,55"
gais,"4,12"
gaite,"6,28"
gala,"2,97"
galactique,"0,07"
galamment,"1,22"
galant,"4,12"
galante,"1,35"
galanterie,"1,82"
galantes,"1,15"
galaxie,"2,16"
galaxies,"1,96"
galbee,"0,34"
galere,"6,35"
galeres,"4,39"
galerie,"21,22"
galeries,"10,95"
galet,"2,7"
galets,"13,04"
galette,"4,26"
galettes,"2,16"
galeuse,"1,29"
galeux,"1,75"
galipette,"0,34"
galipettes,"1,22"
galoche,"1,69"
galoches,"4,93"
galon,"4,12"
galons,"10,61"
galop,"12,77"
galopade,"2,03"
galopades,"1,62"
galopaient,"1,49"
galopait,"1,55"
galopant,"2,16"
galopante,"1,15"
galope,"2,71"
galopent,"1,42"
galoper,"3,78"
galoperaient,"0,07"
galoperent,"0,07"
galopin,"1,69"
galopins,"1,89"
galvanisant,"0,14"
galvanise,"0,74"
galvaudant,"0,07"
galvauder,"0,14"
gambaderent,"0,07"
gambades,"0,47"
gambettes,"0,54"
gamelle,"8,45"
gamelles,"5,27"
gamin,"23,04"
gamine,"9,05"
gaminerie,"0,2"
gamines,"3,04"
gamins,"9,73"
gamme,"5,74"
gammes,"2,16"
gang,"3,04"
gangrene,"2,23"
gangs,"0,81"
gangster,"3,11"
gangsters,"3,24"
gangue,"1,89"
gant,"7,97"
gantee,"3,17"
gants,"28,04"
gara,"1,15"
garage,"22,23"
garages,"1,89"
garagiste,5
garant,"2,3"
garanti,"4,52"
garantie,"8,58"
garanties,"3,78"
garantir,"4,59"
garantis,"4,12"
garantit,"1,22"
garce,"7,36"
garces,"1,42"
garcon,"186,96"
garconnet,"2,5"
garconnets,"1,15"
garconniere,"1,89"
garcons,"75,54"
garda,"11,89"
gardai,"3,65"
gardaient,"8,45"
gardais,"5,74"
gardait,"37,3"
gardant,"9,46"
garde,"165,67"
gardee,"5,94"
gardees,"1,96"
gardent,"6,35"
garder,"68,31"
gardera,"2,3"
garderai,"1,89"
garderais,"0,95"
garderait,"2,97"
garderas,"0,61"
garderez,"0,74"
gardes,"27,23"
gardez,"5,2"
gardien,"22,91"
gardienne,"4,12"
gardiens,"11,08"
gardiez,"0,61"
gardons,"2,71"
gare,"87,64"
garee,"3,72"
garer,"3,24"
gares,"6,29"
garez,"0,27"
gargouille,"1,89"
gargouilles,"0,74"
gargouillis,"2,5"
garnement,"1,22"
garnements,"1,42"
garni,"7,63"
garnie,"5,34"
garnies,"2,84"
garnir,"1,89"
garnis,"3,38"
garnison,"8,38"
garnisons,"2,97"
garniture,"1,28"
garnitures,"1,01"
garrigue,"1,49"
garrigues,"0,47"
garrot,"2,3"
gars,"59,26"
gaspillage,"2,16"
gaspille,"1,35"
gaspiller,"2,43"
gaspilles,"0,14"
gaspillez,"0,2"
gastronomiques,"1,08"
gate,"7,56"
gateau,"13,92"
gateaux,"18,24"
gatee,"2,7"
gater,"3,45"
gaterie,"0,81"
gateries,"2,09"
gateront,"0,14"
gateux,"4,12"
gauche,"221,82"
gauchement,"3,45"
gaucher,"0,34"
gauches,"2,36"
gauchistes,"1,69"
gaufres,"1,28"
gaufrier,"0,27"
gaule,"1,89"
gauler,"0,95"
gaules,"1,02"
gaullisme,"1,49"
gaulliste,"2,09"
gaullistes,"4,39"
gaulois,"3,92"
gauloise,"4,12"
gauloises,"3,85"
gaussaient,"0,68"
gave,"3,18"
gavee,"1,08"
gaver,"1,55"
gaves,"1,08"
gay,"0,41"
gays,"0,07"
gaz,"28,65"
gazelle,"2,77"
gazelles,"1,15"
gazette,"1,01"
gazettes,"1,42"
gazeuse,"1,35"
gaziniere,"0,14"
gazoline,"0,14"
gazon,"6,96"
gazouillis,"1,62"
geant,"22,5"
geante,"11,15"
geantes,"3,51"
geants,"7,16"
geignaient,"0,07"
geignait,"1,35"
geignant,"2,03"
geignante,"0,34"
geignarde,"1,15"
geignit,"0,27"
geindre,"2,3"
geint,"1,35"
geisha,"0,34"
gel,"6,22"
gelait,"1,69"
gelatine,"1,22"
gele,"8,24"
gelee,"9,87"
gelees,"3,24"
geler,"2,09"
geles,"3,32"
gelification,"0,07"
gelures,"0,07"
gemi,"1,96"
gemir,"8,18"
gemissaient,"1,28"
gemissait,"6,01"
gemissant,"5,61"
gemissante,"1,15"
gemissement,"9,32"
gemissements,"7,43"
gemit,"12,3"
gena,"1,22"
genaient,"2,84"
genais,"0,61"
genait,"11,96"
genant,"7,5"
genante,"2,43"
genants,"0,81"
gencive,"0,81"
gencives,"3,45"
gendarme,"16,15"
gendarmerie,"8,78"
gendarmes,"27,57"
gendre,"7,5"
gene,"41,15"
genealogie,"1,62"
genealogies,"0,34"
genealogique,"1,89"
genee,"7,03"
genent,"2,16"
gener,"9,8"
genera,"0,68"
generait,"1,15"
general,"272,91"
generale,"36,08"
generalement,"16,89"
generales,"4,12"
generalisable,"0,07"
generalisee,"1,63"
generalissime,"1,82"
generalites,"1,49"
generateur,"0,55"
generateurs,"0,07"
generation,"21,01"
generations,"16,76"
generaux,"19,19"
genereuse,"8,04"
genereusement,"4,53"
genereuses,"1,69"
genereux,"13,99"
generique,"0,88"
generosite,"10,95"
genes,"1,56"
genese,"1,01"
genetique,"1,15"
genetiquement,"0,2"
genetiques,"0,34"
geneur,"0,54"
genevois,"0,41"
genez,"1,28"
genial,"5,95"
geniale,"3,31"
geniales,"0,27"
geniaux,"0,68"
genie,"47,43"
genies,"4,19"
genievre,"2,16"
genisse,"1,42"
geniteur,"1,01"
geniteurs,"1,08"
genocide,"0,81"
genou,"23,92"
genoux,"103,99"
genre,"155,2"
genres,"2,7"
gens,"409,39"
gent,"1,15"
gente,"0,41"
gentil,"38,51"
gentilhomme,"2,43"
gentille,"18,31"
gentilles,"2,77"
gentillesse,"15,27"
gentillesses,"2,23"
gentils,"7,91"
gentilshommes,"1,08"
gentiment,"21,76"
gentleman,"2,97"
gentlemen,"1,22"
geographie,"8,11"
geographique,"2,36"
geographiques,"1,15"
geole,"1,89"
geolier,"2,97"
geoliers,"1,55"
geometre,"0,27"
geometres,"0,27"
geometrie,"4,8"
geometrique,"2,57"
geometriques,"2,23"
geostrategie,"0,07"
gerait,"0,41"
gerance,"1,15"
geraniums,"3,18"
gerant,"8,11"
gerbe,"7,03"
gerbes,"7,7"
gere,"0,88"
gerer,"1,22"
gerez,"0,07"
germanique,"3,45"
germaniques,"1,42"
germe,"2,64"
germer,"1,01"
germes,"1,76"
gesiers,"0,14"
gestapo,"1,69"
gestation,"1,76"
gestations,"0,07"
geste,"172,03"
gestes,"99,05"
gesticulait,"1,62"
gesticulant,"1,96"
gesticuler,"1,35"
gestion,"2,3"
ghetto,"2,77"
ghettos,"0,47"
gibet,"1,35"
gibier,"10,88"
giclait,"1,76"
gicle,"1,76"
giclee,"2,84"
giclements,"0,07"
gicler,"2,16"
gifla,"2,7"
giflait,"1,35"
giflat,"0,2"
gifle,"14,04"
giflee,"1,08"
gifler,"4,05"
giflerais,"0,14"
gifles,"6,15"
gigantesque,"15,81"
gigantesques,"5,88"
gigognes,"0,27"
gigolo,"1,69"
gigot,"3,18"
gigoter,"0,88"
gilet,"13,72"
gilets,"1,42"
gin,"4,32"
gingembre,"0,88"
girafe,"1,89"
girafes,"1,28"
giron,"2,03"
girouette,"1,76"
gisaient,"2,5"
gisait,"7,3"
gisant,"4,05"
gisants,"1,22"
gisent,"1,42"
git,"2,64"
gitan,"2,97"
gitane,"3,99"
gitanes,"2,1"
gitans,"2,43"
gite,"6,15"
givrait,"0,2"
givre,"5,88"
givree,"1,35"
glaca,"1,49"
glacait,"2,97"
glacant,"0,07"
glace,"103,91"
glacee,"18,78"
glacees,"5,94"
glaces,"21,28"
glacial,"8,18"
glaciale,"4,46"
glaciales,"1,01"
glacier,"2,16"
glaciere,"2,64"
glaciers,"1,55"
glacon,"0,95"
glacons,"4,53"
gladiateur,"0,74"
gladiateurs,"0,88"
glaieuls,"1,89"
glaires,"1,01"
glaise,"8,72"
glaive,"3,85"
gland,"3,04"
glander,"1,15"
glandes,"4,32"
glandez,"0,07"
glandouilleur,"0,07"
glands,"2,23"
glaner,"1,69"
glapir,"1,22"
glapissaient,"0,2"
glapit,"3,11"
glas,"4,05"
glaucome,"0,2"
glauque,"6,82"
glauques,"2,5"
glissa,"30,61"
glissade,"2,5"
glissades,"1,76"
glissai,"2,43"
glissaient,"10,14"
glissais,"2,3"
glissait,"27,97"
glissant,"16,69"
glissante,"2,64"
glissantes,"1,49"
glisse,"56,48"
glissement,"6,62"
glissent,"8,65"
glisser,"61,62"
glisserent,"2,5"
glissez,"0,27"
glissiere,"1,69"
glissions,"1,01"
global,"1,15"
globale,"1,42"
globe,"8,58"
globes,"3,31"
globules,"1,01"
globuleux,"4,66"
gloire,"48,51"
gloires,"2,36"
gloria,"0,81"
glorieuse,"5,95"
glorieusement,"1,82"
glorieuses,"2,1"
glorieux,"10,81"
glorification,"0,2"
glorifier,"1,22"
glotte,"2,03"
gloussa,"1,08"
gloussaient,"0,41"
gloussement,"1,22"
gloussements,"2,5"
glousser,"1,42"
glousserait,"0,07"
gloutonne,"0,88"
gloutonnerie,"0,74"
glu,"2,43"
gluant,"5,74"
gluante,"5,81"
gluantes,"2,09"
gluants,"2,57"
glycerine,"0,14"
glycine,"1,96"
glycines,"2,3"
gnocchis,"0,07"
gnole,"2,56"
gnome,"1,01"
gnomes,"1,01"
gnons,"1,28"
goal,"1,49"
gobe,"0,74"
gobelet,"2,16"
gobelets,"2,3"
gobent,"0,34"
gober,"2,09"
godasse,"1,55"
godasses,"7,36"
godet,"4,32"
godets,"3,18"
godiche,"0,68"
godillot,"0,47"
godillots,"2,77"
goelands,"2,09"
gogo,"1,42"
goinfraient,"0,07"
golden,"0,61"
golf,"7,16"
golfe,"5,95"
golfeur,"0,07"
gomina,"1,01"
gominees,"0,07"
gomme,"9,8"
gommees,"0,28"
gommer,"1,69"
gondolaient,"0,47"
gondole,"3,78"
gondolera,"0,07"
gondolerent,"0,07"
gondoles,"1,62"
gonds,"2,84"
gonfla,"2,36"
gonflaient,"1,96"
gonflait,"7,91"
gonflant,"2,03"
gonfle,"17,85"
gonflee,"6,49"
gonflees,"6,01"
gonflent,"2,09"
gonfler,"5,68"
gonfles,"7,91"
gonflez,"0,07"
gong,"3,51"
gonzesse,"7,57"
gonzesses,"8,04"
gore,"0,14"
gorge,"84,81"
gorgea,"0,14"
gorgeant,"0,2"
gorgee,"14,86"
gorgees,"8,18"
gorgerent,"0,07"
gorges,"5,81"
gorille,"2,03"
gorilles,"0,74"
gosier,"4,26"
gosse,"34,12"
gosses,"27,64"
gothique,"5,2"
gothiques,"2,84"
gouache,"1,22"
gouaille,"1,56"
goudron,"7,5"
goudronne,"1,63"
goudronnee,"1,35"
gouffre,"11,35"
gouffres,"2,03"
gougnafiers,"1,35"
goujat,"1,69"
goulee,"1,55"
goulees,"1,08"
goulot,"10,14"
goulots,"0,68"
goulument,"2,7"
goupillon,"1,55"
gouraient,"0,07"
gourde,"5,47"
gourdin,"1,82"
gourdins,"1,01"
gourds,"2,03"
goure,"1,22"
gourer,"1,35"
gourmand,"5,07"
gourmande,"5,01"
gourmandes,"1,28"
gourmandise,"5,54"
gourmette,"2,09"
gourou,"1,28"
gousse,"0,81"
gousset,"1,69"
gout,"124,8"
gouta,"1,89"
goutais,"1,49"
goutait,"3,85"
goute,"10,81"
gouter,"20,94"
gouters,"2,09"
goutes,"0,27"
gouteux,"0,14"
goutez,"0,88"
gouts,"17,03"
goutte,"31,83"
gouttelettes,"5,47"
gouttes,"33,99"
gouttiere,"6,82"
gouttieres,"4,12"
gouvernail,"1,62"
gouvernait,"1,69"
gouvernante,"3,85"
gouvernantes,"0,88"
gouvernants,"2,1"
gouverne,"2,97"
gouvernement,"119,73"
gouvernementale,"0,74"
gouvernements,"12,3"
gouverner,"3,24"
gouvernerait,"0,14"
gouverneur,"16,35"
gouverneurs,"2,03"
graal,"0,34"
grabataire,"0,68"
grabataires,"0,07"
grabuge,"0,54"
grace,"128,78"
graces,"8,04"
gracieuse,"6,08"
gracieusement,"2,7"
gracieuses,"2,09"
gracieusete,"0,14"
gracieusetes,"0,27"
gracieux,"7,64"
gracile,"1,69"
gradation,"0,34"
grade,"9,67"
grades,"8,11"
gradin,"0,41"
gradins,"4,66"
graduation,"0,27"
graffiti,"3,45"
graille,"0,95"
graillon,"1,01"
grain,"24,26"
graine,"8,04"
graines,"5,47"
grains,"11,69"
graisse,"18,05"
graisser,"1,49"
graisseuse,"1,42"
graisseuses,"0,88"
graisseux,"2,77"
graminees,"1,35"
grammaire,"5,47"
gramme,"1,22"
grammes,"3,72"
gramophone,"1,01"
grand,"629,79"
grande,"395,81"
grandement,"2,84"
grandes,"130,48"
grandeur,"26,49"
grandeurs,"1,89"
grandi,"13,45"
grandiloquente,"0,74"
grandiose,"8,24"
grandioses,"1,76"
grandir,"11,22"
grandiraient,"0,07"
grandirait,"0,27"
grandis,"1,15"
grandissaient,"1,22"
grandissait,"5,61"
grandissant,"4,32"
grandissante,"3,11"
grandisse,"0,27"
grandissent,"1,76"
grandissions,"0,07"
grandit,"6,89"
grands,"222,02"
grange,"40,74"
granges,"5,27"
granit,"9,8"
granuleuses,"0,07"
grappe,"4,39"
grappes,"7,91"
grappin,"0,68"
gras,"31,69"
grasse,"14,12"
grasses,"9,19"
grassouillets,"0,14"
gratifiant,"0,28"
gratifie,"1,15"
gratin,"2,09"
gratis,"3,11"
gratitude,"8,24"
gratos,"0,68"
gratouillis,"0,07"
gratta,"5,81"
grattages,"0,07"
grattait,"5,14"
grattant,"3,92"
gratte,"9,93"
grattement,"1,22"
grattent,"1,15"
gratter,"8,85"
gratterai,"0,07"
gratteraient,"0,07"
gratterez,"0,07"
gratteurs,"0,27"
grattoir,"1,15"
grattouillent,"0,07"
gratuit,"5,81"
gratuite,"6,42"
gratuitement,"2,91"
gratuites,"1,15"
gratuits,"1,42"
gravats,"4,12"
grave,"87,23"
gravee,"3,11"
gravees,"2,37"
graveleuse,"0,2"
gravement,"19,73"
graver,"1,76"
graves,"23,04"
gravi,"2,16"
gravier,"11,35"
graviers,"4,05"
gravillons,"1,01"
gravir,"5,41"
gravis,"1,15"
gravit,"3,92"
gravitation,"1,22"
gravite,"17,3"
gravure,"3,85"
gravures,"6,15"
gre,"28,04"
grec,"26,08"
grecque,"11,69"
grecques,"3,59"
grecs,"14,32"
gredin,"0,34"
greements,"0,14"
greffe,"5,54"
greffier,"3,18"
gregaire,"0,47"
grele,"10,94"
grelent,"0,2"
greleraient,"0,07"
grelot,"1,82"
grelots,"2,84"
grelottait,"1,76"
grelottant,"3,31"
grelottantes,"0,34"
grelotte,"1,76"
grelotter,"2,03"
grenade,"6,49"
grenades,"6,49"
grenadier,"1,42"
grenadiers,"2,64"
grenadine,"4,19"
grenat,"4,19"
grenier,"19,53"
greniers,"4,86"
grenouille,"4,59"
grenouilles,"5,88"
gres,"4,05"
gresillait,"1,28"
gresillant,"1,42"
gresillement,"3,38"
gresillements,"0,47"
gresiller,"1,01"
greve,"22,43"
greves,"4,19"
grevistes,"2,03"
gribouille,"0,14"
gribouillee,"0,07"
gribouillent,"0,07"
gribouillis,"1,01"
grief,"2,91"
griefs,"4,53"
grievement,"1,55"
griffe,"4,25"
griffer,"2,57"
griffes,"11,56"
griffon,"1,01"
griffonne,"2,23"
griffonner,"1,55"
griffures,"0,61"
grignotait,"1,69"
grignotant,"1,22"
grignote,"1,28"
grignotement,"0,88"
grignoter,"2,57"
grignotions,"0,14"
gril,"1,49"
grillage,"9,59"
grillagee,"1,42"
grillages,"2,43"
grillait,"1,35"
grille,"51,08"
grillee,"1,62"
grillees,"2,16"
griller,"4,05"
grilles,"16,29"
grillon,"2,09"
grillons,"2,5"
grimaca,"1,62"
grimacait,"2,09"
grimacant,"4,8"
grimace,"23,99"
grimacer,"1,96"
grimaces,"8,92"
grimait,"0,14"
grimer,"0,07"
grimpa,"5,81"
grimpaient,"2,03"
grimpais,"1,01"
grimpait,"5,47"
grimpant,"3,17"
grimpants,"0,34"
grimpe,"13,11"
grimpent,"2,03"
grimper,"14,05"
grimperent,"1,49"
grimpez,"0,14"
grinca,"2,64"
grincaient,"1,35"
grincait,"2,97"
grincant,"3,51"
grincante,"1,49"
grince,"3,31"
grincement,"6,49"
grincements,"3,11"
grincent,"0,95"
grincer,"4,46"
grincerent,"0,47"
grincheux,"1,96"
gringue,"1,15"
griottes,"3,11"
grippe,"5,2"
grippes,"0,21"
gris,"114,05"
grisaille,"7,36"
grisait,"1,35"
grisant,"1,69"
grisante,"1,28"
grisatre,"9,53"
grisatres,"3,51"
grise,"54,39"
grisees,"0,14"
griser,"1,55"
griserie,"2,16"
griseries,"0,07"
grises,"17,91"
grisonnants,"1,28"
grives,"1,08"
grog,"1,15"
grogna,"11,96"
grognait,"4,19"
grognant,"4,26"
grogne,"8,51"
grognement,"4,46"
grognements,"5,07"
grogner,"2,3"
grognions,"0,14"
grognon,"0,88"
grogs,"0,27"
groin,"1,76"
grolles,"1,08"
grommela,"5,61"
grommelait,"1,96"
grommelant,"2,36"
grommelle,"1,76"
gronda,"4,66"
grondait,"4,66"
grondant,"2,83"
gronde,"3,51"
grondement,"12,36"
grondements,"2,43"
gronder,"3,58"
gros,"246,96"
groseilles,"1,35"
grosse,"91,08"
grosses,"52,97"
grossesse,"3,92"
grossesses,"1,01"
grosseur,"2,57"
grossi,"3,04"
grossier,"9,4"
grossiere,"6,28"
grossierement,"5,41"
grossieres,"3,24"
grossierete,"4,8"
grossieretes,"1,35"
grossiers,"4,25"
grossir,"4,93"
grossis,"0,67"
grossissait,"1,62"
grossissant,"1,48"
grossit,"1,82"
grotesque,"11,01"
grotesques,"3,99"
grotte,"17,84"
grottes,"4,12"
grouillaient,"2,23"
grouillait,"2,64"
grouillant,"2,02"
grouillante,"2,09"
grouillants,"1,01"
grouille,"4,73"
grouillement,"4,53"
grouillements,"0,2"
grouillent,"1,35"
grouiller,"1,62"
grouillerent,"0,07"
grouillez,"0,95"
groupaient,"1,08"
groupe,"87,44"
groupee,"0,88"
groupement,"4,19"
groupements,"2,03"
grouper,"2,03"
groupes,"42,23"
groupies,"0,41"
grue,"2,84"
grues,"3,38"
grumeleuse,"1,15"
grutiers,"1,89"
gruyere,"4,8"
gue,"2,03"
guenille,"1,08"
guenilles,"3,38"
guenon,"1,55"
guenons,"0,34"
guepe,"2,84"
guepes,"3,58"
guere,"110,68"
gueri,"8,38"
gueridon,"8,31"
gueridons,"3,11"
guerie,"4,73"
guerilla,"1,35"
guerillas,"0,2"
guerillero,"0,14"
guerir,"11,49"
guerira,"0,81"
gueris,"1,35"
guerison,"4,93"
guerisons,"0,27"
guerisse,"0,27"
guerissent,"0,41"
guerisseur,"1,42"
guerit,"3,24"
guerite,"4,12"
guerites,"0,95"
guerre,"338,65"
guerres,"15,95"
guerrier,"5,94"
guerriere,"2,3"
guerrieres,"1,62"
guerriers,"8,99"
guet,"7,43"
guetres,"4,39"
guettaient,"2,5"
guettais,"2,5"
guettait,"9,53"
guettant,"6,82"
guette,"11,82"
guettent,"3,04"
guetter,10
guetteur,"2,5"
guetteurs,"1,55"
guettions,"1,01"
gueula,"1,28"
gueulait,"4,26"
gueulant,"1,69"
gueulante,"1,01"
gueule,"106,22"
gueulent,"1,42"
gueuler,"6,62"
gueules,"10,68"
gueux,"3,65"
gui,"2,5"
guibolles,"4,19"
guichet,"6,42"
guichetiere,"0,34"
guichets,"2,03"
guida,"2,03"
guidaient,"1,08"
guidait,"2,3"
guidant,"1,96"
guide,"23,25"
guidee,"1,82"
guider,"6,76"
guidera,"0,14"
guides,"7,51"
guidez,"0,14"
guidon,"6,15"
guigne,"1,69"
guignol,"3,58"
guignols,"2,57"
guillemets,"1,55"
guilleret,"2,09"
guillotine,"5,61"
guillotineurs,"0,07"
guimauve,"2,23"
guindes,"0,48"
guinguette,"2,36"
guirlande,"2,3"
guirlandes,"6,76"
guise,"20,61"
guitare,"11,55"
guitares,"3,24"
guitariste,"3,38"
guitaristes,"1,01"
guttural,"1,08"
gym,"2,23"
gymnase,"2,09"
gymnastique,"9,39"
gyneco,"0,54"
gynecologue,"3,65"
gyrophare,"0,81"
gyrophares,"0,61"
habile,"13,11"
habilement,"5,2"
habiles,"4,05"
habilete,"10,54"
habilla,"3,78"
habillait,"6,08"
habille,"27,03"
habillee,"13,38"
habillees,"3,44"
habillement,"2,5"
habillent,"1,35"
habiller,"15,27"
habilles,"8,71"
habilleuse,"0,2"
habillez,"0,2"
habit,"11,08"
habita,"1,08"
habitable,"1,69"
habitacle,"1,62"
habitaient,"8,24"
habitais,"4,39"
habitait,"31,01"
habitant,"6,14"
habitants,25
habitat,"0,88"
habitation,"3,58"
habitations,"2,03"
habite,"33,04"
habitee,"4,53"
habitent,"4,8"
