,word,pron,freq
3464,###bla,##blabl,8.17
3466,###blais,##blE,1.37
3467,###blait,##blE,26.99
3469,###blant,##bl@,33.53
3477,###ble,###bl°,1.25
3480,###bler,##ble,13.719999999999999
3481,###bles,##blEs,11.32
3484,###bleu,###bl2,2.08
3486,###blez,##ble,15.6
3487,###bli,###bli,9.51
3488,###blie,###bli,2.58
3493,###blir,###bliR,10.53
3494,###blis,###bli,1.54
3495,###blit,###bli,1.85
3501,###blu,##blyR,3.8400000000000003
3503,###blè,###blEm,520.0699999999999
3504,###blé,##ble,15.04
3505,###blée,##ble,2.3799999999999994
3507,###blés,##ble,1.28
3509,###bo,##bOl,15.07
3515,###bons,##b§,18.1
3517,###bord,###bOR,3.79
3521,###bou,##bu,3.21
3526,###bour,##buR,10.58
3527,###bourg,##buR,1.69
3528,###bours,##buR,2.4
3530,###boutz,##buts,1.85
3532,###bra,##bRan,1.23
3539,###brer,##bRe,2.96
3542,###breux,##bR2,29.89
3547,###bril,##bRil,4.26
3549,###brio,##bRi,2.69
3558,###bré,##bRe,3.35
3562,###bu,###by,61.02999999999999
3571,###bur,#buR,4.1
3572,###bus,###by,4.08
3575,###by,#bi,2.5
3579,###bè,###bEt,2.26
3580,###bé,##be,65.3
3581,###bée,##be,36.37
3582,###bées,##be,2.53
3585,###bés,##be,10.190000000000001
3587,###ca,###ka,33.0
3588,###cai,##kER,3.94
3589,###cail,###kaj,2.5500000000000003
3591,###cal,###kal,6.31
3592,###cals,##kal,1.8800000000000001
3593,###can,###k@,5.3
3594,###cans,###k@,1.02
3595,###car,##kaRt,3.8899999999999997
3596,###card,###kaR,23.130000000000003
3600,###cas,###ka,11.559999999999999
3601,###cat,###ka,89.64
3602,###cats,###ka,15.76
3603,###caux,###ko,2.1100000000000003
3605,###ce,##s°,127.12000000000008
3606,###ceau,###so,47.89
3607,###ceaux,###so,24.58
3608,###cel,###sEl,3.01
3609,###cen,##s@dR,65.28
3610,###cend,##s@,88.4
3611,###cep,###sEpt,1.5499999999999998
3612,###ceps,###sEps,1.06
3613,###cept,##sEpt,7.63
3614,###cepts,##sEpt,1.02
3615,###cer,###se,37.79
3617,###cert,##sER,26.51
3618,###certs,##sER,5.14
3619,###ces,###se,10.86
3620,###cet,##sEt,1.01
3622,###ceu,###s2z,3.1599999999999993
3623,###ceul,##s9l,1.94
3625,###ceur,##s9R,18.66
3626,###ceurs,##s9R,1.4
3628,###cez,##se,9.61
3630,###ch,##kRo,1.97
3631,###cha,##SaZ,2.89
3634,###chai,###SEn,113.81
3637,###chain,###S5,67.08
3638,###chains,###S5,4.18
3639,###chais,##SE,4.21
3640,###chait,###SE,15.04
3641,###chan,###S@s,5.68
3642,###chand,###S@,15.530000000000001
3643,###chant,##S@,13.48
3644,###chants,##S@,1.07
3645,###char,###SaRZ,1.79
3646,###chard,##SaR,6.2
3648,###chat,###Sa,1.08
3650,###che,##S°,46.9
3651,###cher,##Se,171.54000000000002
3652,###chers,##Se,2.12
3653,###chet,###SE,8.760000000000002
3654,###chets,###SE,2.49
3655,###cheu,##S2z,1.1300000000000001
3656,###cheur,###S9R,4.96
3657,###cheurs,###S9R,1.08
3659,###chez,##Se,36.77
3660,###chi,###Sik,1.75
3672,###chis,##Sist,1.3
3675,###cho,##So,2.6999999999999993
3677,###choir,##SwaR,9.84
3678,###choirs,##SwaR,1.69
3681,###chon,##S§,6.35
3682,###chons,###S§,4.999999999999999
3684,###chot,##So,2.32
3688,###chu,###SyR,2.8899999999999997
3692,###chup,###S9p,4.45
3697,###ché,###Se,139.48999999999995
3698,###chée,##Se,31.189999999999998
3699,###chées,##Se,2.96
3700,###chés,##Se,11.48
3701,###ci,###si,1652.7699999999998
3702,###cia,###sjal,2.6
3706,###cial,###sjal,4.8100000000000005
3709,###cias,###sja,1.79
3711,###cie,##si,7.429999999999999
3713,###cier,###sje,15.19
3714,###ciers,###sje,3.64
3715,###cies,##si,2.19
3716,###cieu,###sj2z,8.98
3717,###cieux,###sj2,18.549999999999997
3718,###ciez,##sje,2.14
3721,###cin,###s5,5.6499999999999995
3724,###cing,##siG,1.14
3725,###cins,###s5,1.85
3729,###cir,###siR,1.97
3730,###cis,##si,25.6
3734,###ciè,###sjER,48.809999999999995
3735,###cié,##sje,1.39
3739,###cka,###kaZ,1.33
3741,###cker,###ke,1.22
3742,###ckers,###k9R,1.5
3743,###cket,###kEt,2.92
3752,###cla,###kla,2.9799999999999995
3758,###cler,##kle,6.91
3761,###clez,##kle,3.88
3762,###clier,##kli,10.47
3763,###cliers,##kli,3.98
3766,###clu,##kly,12.4
3770,###clue,##kly,1.82
3775,###clus,##kly,1.88
3776,###clut,##kly,1.65
3779,###clé,##kle,3.83
3780,###clée,##kle,1.83
3782,###clés,##kle,1.3
3786,###co,##ko,35.00999999999999
3788,###coeur,##k9R,1.09
3791,###com,##k§bR,1.82
3792,###con,##k§,84.03999999999999
3793,###cons,###k§,3.9499999999999997
3794,###cor,##kORd,1.81
3795,###cord,##kOR,1.02
3797,###cot,###kOt,4.43
3800,###cou,##ku,13.64
3801,###cour,##kuR,5.250000000000001
3802,###cours,###kuR,51.50000000000001
3803,###court,###kuR,2.4099999999999997
3804,###cous,###kus,1.43
3808,###cre,###kR°,21.49
3810,###cret,###kRE,9.52
3811,###crets,###kRE,2.96
3812,###cri,##kRiR,7.84
3813,###cris,##kRi,2.63
3814,###crit,##kRi,7.8500000000000005
3815,###crits,##kRi,2.5700000000000003
3816,###cro,##kROS,10.59
3820,###croît,###kRwa,1.21
3824,###crè,###kREt,3.13
3828,###créas,##kRe,1.13
3831,###créer,###kRe,1.01
3835,###cu,###ky,147.64999999999998
3841,###cue,###ky,2.09
3842,###cueil,###k9j,18.9
3843,###cueils,###k9j,3.24
3845,###cuer,###k8e,9.66
3846,###cuez,###ky,1.1
3848,###cuit,###k8i,11.75
3849,###cuits,###k8i,11.2
3850,###cul,###kyl,5.95
3851,###culs,###kyl,5.52
3852,###cun,##k1,93.61
3854,###cus,###kys,1.47
3855,###cué,###k8e,2.19
3858,###cués,###k8e,1.34
3862,###cè,##sER,20.2
3863,###cès,###sE,84.99
3864,###cé,###se,117.42
3866,###cée,###se,24.369999999999994
3867,###cées,###se,4.99
3870,###cés,###se,10.499999999999998
3871,###da,##dam,58.03
3872,###dai,##dEn,5.21
3873,###daient,##dE,2.8600000000000003
3874,###dain,##d5,32.269999999999996
3876,###dais,###dE,7.27
3877,###dait,##dE,16.73
3879,###dam,##da,40.77
3880,###dan,##d@s,12.979999999999999
3882,###dant,##d@,326.44
3883,###dants,###d@,2.69
3884,###dar,##daRm,13.670000000000002
3887,###dat,###da,52.78
3888,###dats,###da,54.96
3892,###de,##d°,10.919999999999998
3893,###deau,###do,7.16
3894,###deaux,###do,2.01
3896,###del,###dEl,97.84
3899,###den,###d@s,16.509999999999998
3901,###dent,###d@,52.94
3902,###dents,###d@,8.02
3903,###der,###de,27.32
3904,###ders,##d9R,2.44
3905,###des,###d°,1.43
3906,###det,##dE,1.36
3908,###deu,##d2z,5.0
3909,###deur,##d9R,16.82
3910,###deurs,##d9R,3.14
3912,###deux,###d2,7.949999999999999
3913,###dez,##de,59.49000000000001
3914,###di,##di,128.53000000000003
3915,###dia,###djak,18.46
3917,###diais,###djE,1.23
3918,###diait,###djE,1.86
3919,###dial,##djal,4.27
3920,###dian,###dj@t,6.2700000000000005
3922,###diant,###dj@,17.099999999999998
3923,###diants,###dj@,22.65
3927,###dict,###dikt,8.57
3929,###die,###di,13.07
3930,###dien,###dj5,26.72
3931,###diens,###dj5,11.82
3932,###dient,###di,1.93
3934,###dier,###dje,32.19
3936,###dies,###di,2.58
3938,###diez,###dje,3.96
3941,###din,###d5,55.65
3942,###ding,##diG,1.05
3943,###dins,###d5,8.05
3945,###dions,###dj§,1.77
3947,###dir,##diR,2.2899999999999996
3948,###dis,##di,11.669999999999998
3949,###dit,##di,36.73
3950,###dits,##di,18.44
3952,###dié,###dje,17.37
3956,###do,###do,4.929999999999999
3957,###doi,###dwaz,3.22
3960,###doir,##dwaR,1.04
3962,###dois,###dwa,5.22
3963,###don,###d§,269.81
3964,###dons,###d§,16.7
3966,###dor,##dOR,3.91
3967,###dors,##dOR,2.06
3972,###dou,##du,5.18
3978,###douer,###dwe,1.01
3999,###dra,##dRa,130.11
4000,###drai,##dRE,19.29
4001,###drais,##dRE,198.93
4002,###drait,##dRE,140.99
4005,###dras,##dRa,29.48
4006,###dre,##dR°,32.5
4010,###dres,##dREs,15.66
4014,###drez,##dRe,23.18
4016,###drier,##dRi,4.32
4018,###driez,##dRi,20.45
4022,###drions,##dRi,5.159999999999999
4023,###drix,###dRi,2.83
4024,###dro,##dRom,5.47
4029,###dron,##dR§,3.4499999999999997
4030,###drons,##dR§,2.31
4031,###dront,##dR§,10.870000000000001
4043,###du,###dy,254.12
4044,###duc,###dyk,1.23
4045,###due,###dy,38.12
4048,###dues,###dy,7.48
4049,###dui,##d8iR,60.56
4050,###duis,##d8i,29.82
4051,###duit,###d8i,39.66
4052,###duits,###d8i,17.53
4053,###dus,###dy,19.81
4058,###dy,##di,4.9399999999999995
4062,###dè,###dEm,1.5299999999999998
4063,###dé,###de,68.00999999999999
4064,###dée,###de,6.429999999999998
4067,###dées,###de,2.34
4068,###dés,###de,5.859999999999999
4074,###fa,###fas,23.110000000000003
4075,###fai,###fEt,34.82000000000001
4078,###fait,###fE,86.82
4079,###faits,###fE,5.5
4086,###fas,##fa,4.57
4092,###fe,###f°,1.79
4096,###fer,###fe,5.29
4098,###fes,##fe,10.729999999999999
4099,###fet,###fE,7.42
4104,###feur,###f9R,1.23
4105,###feurs,###f9R,1.28
4107,###fi,##fi,198.71000000000004
4112,###fian,##fj@s,162.88
4114,###fiant,##fj@,3.4
4116,###fias,##fjas,1.5
4119,###fic,###fik,13.24
4121,###fie,##fi,8.979999999999999
4123,###fier,##fje,11.61
4125,###fiez,##fje,1.15
4127,###fil,###fil,13.38
4128,###fils,###fil,1.06
4130,###fins,##f5,1.68
4136,###fir,##fiR,22.519999999999996
4137,###fis,##fis,2.79
4138,###fit,##fi,188.64
4139,###fits,###fi,2.04
4145,###fié,##fje,10.71
4146,###fiée,##fje,3.38
4152,###flait,##flE,1.44
4155,###flant,##fl@,1.03
4159,###fler,##fle,7.33
4160,###flet,##flE,3.9299999999999997
4161,###flets,##flE,1.08
4166,###flez,##fle,1.9
4168,###flit,##fli,9.63
4169,###flits,##fli,4.16
4179,###flu,###flyR,1.75
4186,###flé,##fle,7.240000000000001
4187,###flée,##fle,1.36
4189,###flés,##fle,1.79
4190,###fo,##fOl,2.82
4191,###fois,###fwa,152.86
4192,###fon,###f§d,15.52
4193,###fond,###f§,39.91
4195,###for,###fORm,32.42
4196,###fort,##fOR,13.68
4197,###forts,##fOR,13.96
4203,###fra,##fRaZ,3.65
4208,###frer,##fRe,3.33
4209,###fret,##fRE,1.77
4215,###fron,##fR§,2.7799999999999994
4217,###frè,##fRER,3.9799999999999995
4218,###fré,##fRe,4.319999999999999
4222,###fu,##fy,15.279999999999998
4223,###fum,###f1,29.990000000000002
4224,###fus,##fy,7.65
4225,###fut,##fy,1.56
4227,###fè,###fER,118.13000000000001
4228,###fé,###fe,80.32000000000001
4232,###ga,##gaZ,16.909999999999997
4233,###gae,##ge,1.79
4235,###gai,###gER,12.24
4238,###gan,###g@t,4.77
4239,###gand,###g@,5.140000000000001
4240,###gant,###g@,5.25
4243,###gard,##gaR,4.5
4244,###gas,##gas,2.54
4251,###ge,##Z°,23.440000000000005
4252,###gea,##Za,1.1400000000000001
4254,###geais,##ZE,4.510000000000001
4255,###geait,##ZE,10.15
4256,###gean,##Z@s,27.85
4257,###geant,##Z@,5.300000000000001
4263,###gem,##Z@bR,1.5
4265,###gent,###Z@,26.48
4267,###geo,##ZOl,1.27
4274,###geons,##Z§,6.6499999999999995
4275,###geot,##ZOt,1.04
4279,###ger,##Ze,89.53
4280,###gers,###Ze,2.53
4282,###get,###ZE,10.54
4283,###gets,###ZEt,1.5
4284,###geu,##Z2z,1.2300000000000002
4285,###geur,##Z9R,5.119999999999999
4286,###geurs,##Z9R,2.86
4287,###geux,###Z2,1.06
4288,###gez,##Ze,73.17
4291,###ghet,#####ti,3.73
4297,###gi,###Zi,128.98000000000002
4304,###gie,##Zi,7.57
4309,###gies,##Zi,11.02
4312,###giez,##Zje,1.4800000000000002
4314,###ging,###giG,2.21
4318,###gir,##ZiR,2.51
4319,###gis,##Zi,2.21
4320,###git,###Zi,2.96
4326,###glan,##gl@t,1.9
4328,###glant,##gl@,3.9
4332,###gler,##gle,1.2
4338,###glier,##gli,4.59
4339,###gliers,##gli,1.47
4342,###glo,##glOt,1.06
4346,###glots,##glo,3.49
4347,###glé,##gle,24.12
4348,###glée,##gle,6.79
4350,###glés,##gle,6.48
4351,###gna,##Nad,1.1
4353,###gnais,##NE,1.52
4354,###gnait,##NE,4.35
4357,###gnant,##N@,4.28
4358,###gnants,##N@,1.25
4359,###gnar,###NaR,5.93
4360,###gnard,###NaR,9.92
4365,###gne,###N°,1.95
4366,###gner,###Ne,25.740000000000002
4367,###gnet,###NE,6.38
4368,###gnets,##NE,6.17
4371,###gneur,##N9R,148.07
4372,###gneurs,##N9R,6.13
4373,###gneux,##N2,1.6
4374,###gnez,###Ne,6.43
4379,###gno,###No,2.4099999999999997
4380,###gnoi,##NwaR,11.9
4381,###gnoir,##NwaR,5.94
4383,###gnol,##NOl,2.14
4384,###gnols,##NOl,1.16
4385,###gnon,###N§,2.13
4386,###gnons,###N§,1.28
4390,###gné,###Ne,7.300000000000001
4391,###gnée,###Ne,13.61
4392,###gnées,###Ne,2.93
4393,###gnés,###Ne,1.97
4396,###go,###go,29.730000000000004
4399,###gon,###g§,12.43
4400,###gons,###g§,3.4
4402,###gos,###go,3.36
4403,###got,###go,1.18
4404,###gots,##go,1.11
4405,###gou,##gu,1.42
4406,###gouin,##gw5,2.29
4407,###gouins,##gw5,1.23
4410,###gous,##gust,2.32
4416,###gram,###gRam,45.81999999999999
4418,###grant,###gR@,3.21
4421,###grer,###gRe,1.02
4422,###gres,###gREs,3.74
4424,###gri,##gRi,3.16
4427,###grin,##gR5,22.060000000000002
4428,###grins,##gR5,1.23
4430,###grir,##gRiR,2.1
4434,###groi,##Rwaz,1.71
4436,###grâ,###gRas,1.76
4437,###grè,##gREn,1.75
4438,###grès,###gRE,18.52
4439,###gré,###gRe,48.58
4447,###gu,###gyl,4.69
4449,###guais,###gE,3.1699999999999995
4450,###guait,###gE,2.94
4455,###guer,###ge,18.519999999999996
4456,###guet,###gEt,3.85
4459,###gueur,##g9R,8.719999999999999
4460,###gueurs,##g9R,1.06
4461,###gueux,##g2,1.41
4462,###guez,###ge,2.4699999999999993
4463,###gui,##gin,2.0999999999999996
4466,###guin,##g5,4.34
4467,###guins,##g5,2.4499999999999997
4468,###guir,##giR,1.45
4469,###guis,##gi,1.8
4470,###guit,##gi,1.1
4475,###gué,###ge,12.63
4476,###guée,###ge,6.15
4478,###gués,###ge,3.47
4483,###gè,###ZER,20.560000000000002
4484,###gé,##Ze,109.42999999999999
4485,###gée,###Ze,10.89
4486,###gées,###Ze,2.9099999999999997
4487,###gés,##Ze,6.300000000000001
4490,###hai,###te,22.349999999999998
4492,###hi,###i,40.74999999999999
4493,###hie,###i,2.8899999999999997
4495,###hir,###iR,10.18
4496,###his,###i,7.21
4497,###hit,###i,3.87
4498,###hom,##nOm,14.81
4502,###hut,##y,1.27
4508,###jat,##Za,1.23
4510,###je,###Z°,6.36
4512,###jet,###ZE,51.45
4513,###jets,###ZE,25.92
4518,###jo,###Zo,5.65
4522,###jon,##Z§,3.44
4528,###jou,##Zu,1.63
4529,###jour,##ZuR,569.88
4530,###jours,##ZuR,1073.05
4533,###ju,###Zy,7.74
4536,###ka,###ka,19.11
4540,###ke,###ke,1.88
4541,###kee,##ki,3.71
4543,###kels,##kEl,1.03
4545,###ker,###kER,3.91
4547,###ket,###kEt,10.91
4548,###kets,###kEt,5.56
4550,###kho,###koz,1.11
4552,###kie,###ki,3.39
4555,###kies,###ki,2.09
4557,###king,###kiG,18.22
4567,###ky,###ki,1.8199999999999998
4570,###la,##laZ,102.85
4575,###lai,###lER,3.4299999999999997
4577,###laient,##lE,30.89
4580,###lain,##l5,3.2
4582,###lais,##lE,418.23
4583,###lait,##lE,313.52
4586,###lan,###l@t,6.56
4589,###lant,###l@,28.28
4590,###lants,##l@,4.74
4592,###lar,##laR,13.91
4593,###lard,##jaR,9.01
4594,###lars,##laR,120.22
4595,###las,###la,1.32
4597,###lasts,##last,1.04
4605,###le,##l°,303.28000000000003
4606,###leau,##lo,4.45
4607,###leaux,##lo,2.56
4608,###lec,##lEk,7.079999999999999
4611,###len,###l@s,41.989999999999995
4613,###lent,###l@,12.85
4614,###lents,###l@,5.180000000000001
4615,###lep,###lEp,1.89
4616,###ler,###le,794.03
4617,###lers,##l9R,4.75
4619,###let,###lEt,76.5
4620,###lets,##jE,42.4
4622,###leul,##j9l,3.45
4623,###leur,##l9R,162.38000000000002
4624,###leurs,#j9R,128.74
4630,###lez,##le,562.12
4631,###li,###li,149.55
4638,###liard,##ljaR,17.509999999999998
4640,###lie,##li,1.75
4641,###lien,###lj5,24.32
4642,###liens,###lj5,13.61
4643,###lier,##lje,27.970000000000006
4644,###liers,##lje,45.07000000000001
4646,###lieue,##lj2,6.96
4648,###liez,##lje,44.6
4650,###lin,##l5,6.8
4651,###ling,##liG,1.67
4653,###lio,###ljo,15.249999999999998
4654,###lion,##lj§,36.97
4655,###lions,##lj§,97.53
4657,###lir,###liR,1.35
4658,###lis,##lis,4.6499999999999995
4665,###liè,###ljER,1.4400000000000002
4670,###lo,###lOg,19.279999999999998
4672,###loir,##lwaR,129.71
4673,###loirs,##lwaR,4.41
4674,###lois,##lwa,4.04
4676,###lon,##l§,31.020000000000003
4677,###lons,###l§,51.900000000000006
4679,###lot,##lo,209.44000000000003
4682,###lots,##lo,4.7299999999999995
4683,###lou,##lu,1.47
4687,###lu,##ly,185.45
4694,###lue,###ly,3.58
4695,###luent,###ly,1.2
4696,###luer,###l8e,5.65
4704,###lut,##ly,3.81
4707,###lué,###l8e,4.890000000000001
4708,###luée,###l8e,1.0899999999999999
4711,###ly,###liz,26.87
4713,###lys,###list,2.44
4714,###là,###la,726.44
4717,###lè,##lEg,38.94
4718,###lé,###le,306.52
4719,###lée,###le,25.229999999999997
4720,###lées,###le,5.059999999999999
4722,###lés,###le,11.049999999999999
4725,###ma,##maZ,104.22
4728,###mai,###mER,7.4399999999999995
4730,###maient,###mE,3.32
4733,###main,##m5,3.77
4735,###mais,###mE,16.380000000000003
4736,###mait,###mE,14.879999999999999
4737,###mal,###mal,138.61
4739,###man,##m@d,53.69
4740,###mand,###m@,2.3899999999999992
4742,###mant,###m@,19.53000000000001
4743,###mants,###m@,17.9
4747,###mas,##ma,4.87
4748,###mat,###ma,8.53
4750,###mau,##mov,1.49
4752,###maux,###mo,53.76
4754,###me,###m°,50.21999999999999
4755,###meau,##mo,7.43
4756,###meaux,##mo,3.34
4757,###meil,##mEj,45.4
4759,###mel,###mEl,4.21
4761,###men,##m@s,159.60999999999999
4762,###mens,##za,17.4
4763,###ment,##m@,1649.29
4764,###ments,###m@,21.48
4765,###mer,###me,111.41000000000001
4766,###mes,###mEs,33.17
4767,###met,###mE,93.21
4768,###mets,###mE,85.51
4770,###meur,###m9R,3.94
4771,###meurs,##m9R,2.02
4773,###meux,###m2,1.33
4774,###mez,###me,83.17000000000002
4775,###mi,###mi,318.7900000000001
4779,###mie,##mi,5.28
4780,###mier,###mje,247.99
4781,###miers,###mje,37.67
4783,###miez,###mje,3.4599999999999995
4785,###min,##m5,114.34
4787,###mins,##m5,10.85
4790,###mir,###miR,162.29
4791,###mis,###mi,170.61999999999998
4792,###mit,###mi,2.94
4794,###miè,###mjER,253.29999999999998
4799,###mo,###mo,26.659999999999997
4805,###mois,###mwa,2.25
4807,###mon,###m§,12.67
4808,###mons,##m§,13.07
4811,###mos,###mOs,1.69
4812,###mot,###mOt,3.3999999999999995
4814,###mou,##mut,2.2399999999999998
4817,###mour,###muR,1.49
4818,###mous,###mus,1.17
4824,###mu,###myl,13.350000000000001
4833,###mun,##m1,26.39
4834,###muns,##m1,3.97
4842,###mè,###mEn,9.94
4844,###mé,###me,76.17999999999999
4845,###mée,###me,27.610000000000003
4847,###mées,###me,6.909999999999999
4848,###més,###me,19.439999999999998
4851,###na,####Rjo,19.14
4853,###nai,###nER,1.26
4854,###naie,##nE,27.2
4855,###naient,###nE,4.02
4859,###nais,##nE,423.44
4860,###nait,###nE,22.33
4864,###nant,###n@,10.850000000000001
4866,###nap,###na,11.16
4867,###nar,##naRd,1.55
4868,###nard,##naR,92.17999999999999
4869,###nas,##nas,7.88
4881,###naî,##nEtR,88.63
4882,###naît,##nE,103.42
4883,###ne,##n°,195.89999999999998
4884,###neau,##no,12.969999999999999
4885,###neaux,##no,4.2299999999999995
4886,###nec,##nEk,6.609999999999999
4890,###nel,##nEl,18.28
4891,###nels,##nEl,3.36
4892,###nen,###n@s,1.19
4893,###nent,###n@,1.66
4895,###ner,##ne,248.4
4897,###nes,##nEs,28.71
4898,###ness,###nEs,2.41
4899,###net,###nE,12.52
4900,###nets,###nE,2.56
4902,###neur,#n9R,126.78
4903,###neurs,#n9R,3.92
4907,###nexion,##nEk,3.71
4908,###nez,###ne,197.69
4909,###ni,###nik,25.450000000000003
4914,###nie,###ni,11.6
4915,###nien,###nj5,1.84
4917,###nier,###nje,186.92000000000002
4918,###niers,###nje,48.220000000000006
4919,###nies,##y,2.35
4921,###niez,###nje,3.8800000000000003
4922,###nil,##nij,2.55
4927,###nion,##y,49.17
4928,###nions,##y,7.66
4930,###nir,###niR,73.72999999999999
4932,###nis,##y,16.22
4933,###nit,##y,3.39
4935,###nium,###njOm,1.6
4938,###niè,###njER,287.46999999999997
4939,###no,###no,60.14999999999999
4941,###noi,##nwaz,9.57
4944,###nois,##nwa,37.06999999999999
4946,###nom,###n§,34.470000000000006
4947,###non,###n§,15.969999999999999
4948,###nons,###n§,21.88
4950,###nos,###no,3.8099999999999996
4951,###not,##no,1.38
4953,###nou,##nu,3.87
4954,###noui,###nwi,6.420000000000001
4955,###nouie,###nwi,6.32
4957,###nouir,###nu,4.4
4958,###nouis,###nwi,1.6300000000000001
4959,###nouit,###nwi,2.16
4960,###nours,##nuRs,3.71
4963,###nu,##ny,78.75
4964,###nue,##ny,16.63
4965,###nues,##ny,3.04
4967,###num,###nOm,3.7199999999999998
4968,###nus,##ny,11.91
4971,###ny,###nim,12.65
4974,###nè,###nEt,61.11
4975,###né,##ne,265.21999999999997
4978,###néant,##ne,2.81
4979,###néants,##ne,2.08
4981,###née,##ne,22.860000000000007
4984,###nées,##ne,26.440000000000005
4985,###nés,##ne,9.999999999999998
4986,###nê,#nEt,61.09
4989,###oc,###o,11.44
4991,###pa,###pa,256.14000000000004
4992,###pac,##pakt,1.05
4999,###pais,##pE,1.1700000000000002
5000,###pait,##pE,2.78
5001,###pan,##p@t,1.12
5004,###pant,##p@,3.51
5007,###pard,##o,3.18
5008,###part,##paR,1.56
5009,###parts,##paR,1.39
5010,###pas,##pa,7.7
5012,###paud,###po,11.299999999999999
5016,###pe,##p°,11.999999999999993
5017,###peau,##po,48.62
5018,###peaux,##po,6.29
5019,###pec,###pEk,33.72
5020,###pel,##pEl,166.49
5022,###pen,###p@,12.620000000000001
5023,###pend,###p@,1.51
5024,###pens,###p@,1.45
5025,###pent,###p@,20.91
5026,###pents,###p@,11.29
5028,###per,##pe,73.51
5030,###pet,##pE,2.08
5033,###peur,##p9R,1.27
5036,###pez,##pe,29.500000000000004
5037,###ph,##flE,2.84
5040,###phant,###f@,10.17
5041,###phants,###f@,5.17
5043,###phi,###fin,7.37
5046,###phin,##f5,1.76
5048,###phins,##f5,2.63
5050,###pho,##fo,1.99
5054,###phè,###fEt,11.32
5055,###phé,###fe,3.69
5058,###phée,###fe,4.85
5059,###phées,###fe,2.17
5060,###pi,##piR,45.28
5061,###pie,##pi,3.46
5062,###pied,###pje,1.15
5064,###pier,##pje,4.46
5065,###piers,##pje,10.91
5066,###pies,#pi,2.73
5069,###pil,###pij,9.22
5071,###pin,##p5,1.4500000000000002
5072,###ping,##piG,4.55
5076,###pions,###pj§,1.68
5079,###pir,##piR,4.75
5080,###pirs,##piR,3.1
5081,###pis,##pist,2.1999999999999997
5083,###piè,##pjER,4.89
5084,###pla,##plas,12.43
5094,###ples,##plEs,1.28
5095,###plet,##plE,24.179999999999996
5096,###plets,##plE,2.2199999999999998
5100,###plexe,##plEks,11.33
5102,###plexes,##plEks,3.34
5107,###pli,##pli,49.44
5113,###plie,##pli,44.53
5115,###plier,##pli,5.78
5117,###plies,##pli,2.37
5120,###plir,##pliR,18.92
5121,###plis,##pli,9.65
5122,###plit,##pli,5.2
5123,###plié,##pli,4.33
5124,###pliée,##pli,1.89
5126,###plo,##plo,1.8699999999999999
5134,###plot,##plo,9.82
5138,###plus,###ply,1.25
5140,###plè,##plEt,10.909999999999998
5141,###plé,##ple,4.75
5148,###plés,###ple,1.15
5151,###po,##poz,94.21999999999998
5153,###pon,##p§,6.7
5154,###pons,##p§,6.519999999999999
5155,###por,##pORt,66.2
5156,###port,##pOR,118.27999999999999
5157,###ports,##pOR,24.73
5158,###pos,###po,117.14999999999999
5160,###pot,###po,1.25
5169,###pre,##pR°,68.86
5170,###pren,##pREn,5.98
5171,###prend,##pR@,409.91999999999996
5176,###pri,###pRiz,100.74000000000001
5177,###prio,###pRi,3.08
5180,###pris,##pRi,280.28
5181,###prit,##pRi,1.74
5183,###prié,###pRi,19.18
5184,###pro,##pRo,11.739999999999998
5197,###pu,###py,30.829999999999995
5198,###pue,##py,1.17
5206,###pè,##pER,2.2699999999999996
5208,###pé,##pe,53.829999999999984
5209,###pée,##pe,34.26
5210,###pées,##pe,8.68
5213,###pés,##pe,5.249999999999999
5214,###pê,##pEt,20.17
5218,###qua,###kaZ,9.229999999999999
5220,###quais,##kE,2.85
5221,###quait,##kE,18.48
5224,###quan,##k@t,13.83
5225,###quant,###k@,5.680000000000001
5226,###quants,##k@,1.1500000000000001
5230,###quat,###kwa,1.35
5232,###que,##k°,13.719999999999999
5234,###quels,##kEl,11.21
5235,###quen,###k@s,8.91
5236,###quent,###k@,3.2
5238,###quer,###ke,62.61000000000001
5240,###quet,###kEt,16.74
5241,###quets,###kE,2.17
5243,###queur,###k9R,4.049999999999999
5244,###queurs,###k9R,2.2699999999999996
5246,###quez,###ke,16.660000000000004
5247,###qui,###kiz,1.85
5251,###quier,##kje,6.42
5252,###quiers,##kje,1.55
5256,###quin,##k5,9.65
5257,###quins,##k5,5.869999999999999
5259,###quis,###ki,17.61
5261,###quiè,##kjEm,11.29
5265,###quons,###k§,2.24
5269,###qué,###ke,79.64999999999999
5270,###quée,###ke,18.849999999999994
5271,###quées,###ke,4.49
5272,###qués,###ke,10.37
5273,###quê,##kEt,5.95
5275,###ra,##Ra,175.48000000000002
5279,###rai,##RE,71.53
5281,###raient,##RE,5.5
5283,###rail,##Raj,4.2299999999999995
5285,###rain,##R5,58.879999999999995
5286,###rains,##R5,4.07
5287,###rais,##RE,45.92
5288,###rait,##RE,35.78
5291,###ral,###Ral,10.509999999999998
5293,###ran,##R@t,20.179999999999996
5294,###rant,##R@,175.43
5295,###rants,##R@,6.79
5296,###raon,##Ra,2.5
5297,###raons,##Ra,1.12
5298,###ras,##Ra,72.72
5299,###rat,###Ra,1.28
5301,###rau,###Rod,3.04
5302,###raud,###Ro,1.0599999999999998
5305,###rax,##Raks,3.62
5307,###re,###R°,14.899999999999997
5308,###reau,##Ro,15.04
