word,ortho,pron,freq,
in-ven-tai-re,inventaire,5-v@-te-R°,7.5,
sam-ba,samba,s@-ba,7.5,
en-dui-re,enduire,@-d8i-R°,7.5,
ru-gir,rugir,Ry-ZiR,7.5,
bo-cal,bocal,bo-kal,7.5,
a-ven-tu-rier,aventurier,a-v@-ty-Rje,7.5,
tro-tti-ner,trottiner,tRo-ti-ne,7.5,
mé-ca-ni-cien,mécanicien,me-ka-ni-sj5,7.5,
su-per-po-ser,superposer,sy-peR-po-ze,7.5,
dé-sin-vol-te,désinvolte,de-z5-vol-t°,7.5,
tri-co-lo-re,tricolore,tRi-ko-lo-R°,7.5,
a-fflu-er,affluer,a-fly-e,7.5,
con-vier,convier,k&-vje,7.5,
lé-gen-dai-re,légendaire,le-Z@-de-R°,7.5,
bu-lle-tin,bulletin,by-l°-t5,7.5,
chan-ce-ler,chanceler,S@-s°-le,7.5,
go-det,godet,go-de,7.5,
dis-tant,distant,dis-t@,7.5,
pa-ye,paye,pe-j°,7.5,
or-ga-ni-sé,organisé,oR-ga-ni-ze,7.5,
en-cer-cler,encercler,@-seR-kle,7.5,
hur-lant,hurlant,yR-l@,7.5,
bé-ga-yer,bégayer,be-ge-je,7.5,
sculp-teur,sculpteur,skyl-t2R,7.5,
al-té-rer,altérer,al-te-Re,7.5,
su-pplé-ment,supplément,sy-ple-m@,7.5,
gli-sse-ment,glissement,gli-s°-m@,7.5,
croi-ssant,croissant,kRwa-s@,7.43,
ex-clu-sif,exclusif,eks-kly-zif,7.43,
gé-me-llai-re,gémellaire,Ze-me-le-R°,7.43,
a-ccou-cher,accoucher,a-ku-Se,7.43,
lu-xu-eux,luxueux,ly-ksy-2,7.43,
al-gé-rien,algérien,al-Ze-Rj5,7.43,
la-men-ter,lamenter,la-m@-te,7.43,
sa-ge,sage,sa-Z°,7.43,
a-brupt,abrupt,a-bRypt,7.43,
ve-lu,velu,v°-ly,7.43,
cri-ti-quer,critiquer,kRi-ti-ke,7.43,
sus-pens,suspens,sys-p@,7.43,
dé-si-reux,désireux,de-zi-R2,7.43,
dé-com-po-ser,décomposer,de-k&-po-ze,7.43,
dé-ten-du,détendu,de-t@-dy,7.43,
fi-bre,fibre,fi-bR°,7.43,
ra-dia-teur,radiateur,Ra-dja-t2R,7.43,
a-do-les-cent,adolescent,a-do-le-s@,7.43,
gri-ef,grief,gRi-ef,7.43,
fra-ter-ni-té,fraternité,fRa-teR-ni-te,7.43,
per-che,perche,peR-S°,7.43,
cru-ci-fix,crucifix,kRy-si-fi,7.43,
pa-que-bot,paquebot,pa-k°-bo,7.43,
so-lai-re,solaire,so-le-R°,7.43,
ser-vi-tu-de,servitude,seR-vi-ty-d°,7.43,
tra-ver-se,traverse,tRa-veR-s°,7.43,
suie,suie,s8i,7.43,
o-ccu-rren-ce,occurrence,o-ky-R@-s°,7.43,
a-na-ly-ser,analyser,a-na-li-ze,7.43,
bi-be-lot,bibelot,bi-b°-lo,7.43,
prê-cher,prêcher,pRe-Se,7.43,
ba-zar,bazar,ba-zaR,7.43,
vis-queux,visqueux,vis-k2,7.43,
in-fir-me-rie,infirmerie,5-fiR-m°-Ri,7.43,
mu-let,mulet,my-le,7.43,
sal-ve,salve,sal-v°,7.43,
re-lan-cer,relancer,R°-l@-se,7.43,
su-a-ve,suave,sy-a-v°,7.43,
co-to-yer,cotoyer,ko-twa-je,7.43,
a-dieu,adieu,a-dj2,7.36,
sur-sis,sursis,syR-si,7.36,
va-nne,vanne,va-n°,7.36,
bou-ffe,bouffe,bu-f°,7.36,
par-se-mer,parsemer,paR-s°-me,7.36,
em-ba-rra-ssé,embarrassé,@-ba-Ra-se,7.36,
ré-col-ter,récolter,Re-kol-te,7.36,
ché-tif,chétif,Se-tif,7.36,
pa-na-che,panache,pa-na-S°,7.36,
ai-gui-ser,aiguiser,e-gi-ze,7.36,
chan-tant,chantant,S@-t@,7.36,
a-gri-co-le,agricole,a-gRi-ko-l°,7.36,
ra-yu-re,rayure,Re-jy-R°,7.36,
chaux,chaux,So,7.36,
di-plo-me,diplome,di-plo-m°,7.36,
vo-lup-tu-eux,voluptueux,vo-lyp-ty-2,7.36,
fla-grant,flagrant,fla-gR@,7.36,
pré-pa-ra-tif,préparatif,pRe-pa-Ra-tif,7.36,
im-pré-cis,imprécis,5-pRe-si,7.36,
i-ni-tia-le,initiale,i-ni-sja-l°,7.36,
im-bi-ber,imbiber,5-bi-be,7.36,
plo-yer,ployer,plwa-je,7.36,
re-fou-ler,refouler,R°-fu-le,7.36,
no-yé,noyé,nwa-je,7.36,
lo-yal,loyal,lwa-jal,7.36,
bi-lan,bilan,bi-l@,7.36,
ca-geot,cageot,ka-Zo,7.36,
meu-te,meute,m2-t°,7.36,
ex-ci-tant,excitant,ek-si-t@,7.36,
ma-rron,marron,ma-R&,7.36,
kid,kid,kid,7.36,
a-mu-se-ment,amusement,a-my-z°-m@,7.3,
mar-qué,marqué,maR-ke,7.3,
sé-pa-ré,séparé,se-pa-Re,7.3,
mo-ra-le-ment,moralement,mo-Ra-l°-m@,7.3,
phar-ma-cien,pharmacien,faR-ma-sj5,7.3,
bran-card,brancard,bR@-kaR,7.3,
ar-bus-te,arbuste,aR-bys-t°,7.3,
in-ter-ne,interne,5-teR-n°,7.3,
sce-ller,sceller,se-le,7.3,
sur-char-ger,surcharger,syR-SaR-Ze,7.3,
in-ter-view,interview,5-teR-vju,7.3,
scan-der,scander,sk@-de,7.3,
cru,cru,kRy,7.3,
ex-ta-sier,extasier,ek-sta-zje,7.3,
con-fins,confins,k&-f5,7.3,
com-pa-ssion,compassion,k&-pa-sj&,7.3,
plan-que,planque,pl@-k°,7.3,
i-mi-ta-tion,imitation,i-mi-ta-sj&,7.3,
bou-cli-er,bouclier,bu-kli-e,7.3,
é-nu-mé-rer,énumérer,e-ny-me-Re,7.3,
golf,golf,golf,7.3,
dan-di-ner,dandiner,d@-di-ne,7.3,
re-co-pier,recopier,R°-ko-pje,7.3,
ac-ce-ssoi-re,accessoire,ak-se-swa-R°,7.3,
stri-dent,strident,stRi-d@,7.3,
fou-lée,foulée,fu-le,7.3,
cé-les-te,céleste,se-les-t°,7.3,
tur-ban,turban,tyR-b@,7.3,
cla-mer,clamer,kla-me,7.3,
pi-ton,piton,pi-t&,7.3,
eu-ro-p-éen,européen,2-Ro-pe-5,7.3,
vo-le-ter,voleter,vo-l°-te,7.23,
é-coeu-rant,écoeurant,e-k2-R@,7.23,
ex-près,exprès,eks-pRe,7.23,
cein-tu-ron,ceinturon,s5-ty-R&,7.23,
pa-ssif,passif,pa-sif,7.23,
re-con-dui-re,reconduire,R°-k&-d8i-R°,7.23,
pif,pif,pif,7.23,
la-van-de,lavande,la-v@-d°,7.23,
ré-fé-ren-ce,référence,Re-fe-R@-s°,7.23,
a-pai-se-ment,apaisement,a-pe-z°-m@,7.23,
sculp-té,sculpté,skyl-te,7.23,
dé-li-rer,délirer,de-li-Re,7.23,
na-tio-na-le,nationale,na-sjo-na-l°,7.23,
i-ni-tial,initial,i-ni-sjal,7.23,
sau-gre-nu,saugrenu,so-gR°-ny,7.23,
stra-té-gie,stratégie,stRa-te-Zi,7.23,
blan-cha-tre,blanchatre,bl@-Sa-tR°,7.23,
li-bé-ral,libéral,li-be-Ral,7.23,
dra-per,draper,dRa-pe,7.23,
bleu-a-tre,bleuatre,bl2-a-tR°,7.23,
a-tta-ché,attaché,a-ta-Se,7.23,
si-xiè-me,sixième,si-zje-m°,7.23,
as-per-ger,asperger,as-peR-Ze,7.23,
cu-lot,culot,ky-lo,7.23,
dé-fi-ni-tion,définition,de-fi-ni-sj&,7.23,
ab-so-lu,absolu,ab-so-ly,7.23,
buis,buis,b8i,7.23,
a-tten-du,attendu,a-t@-dy,7.23,
cloî-tre,cloître,klwa-tR°,7.23,
es-car-got,escargot,es-kaR-go,7.23,
in-cor-po-rer,incorporer,5-koR-po-Re,7.23,
re-por-ta-ge,reportage,R°-poR-ta-Z°,7.16,
in-dien,indien,5-dj5,7.16,
i-lli-co,illico,i-li-ko,7.16,
la-vé,lavé,la-ve,7.16,
per-sie-nne,persienne,peR-sje-n°,7.16,
dé-bu-ter,débuter,de-by-te,7.16,
la-bo-rieux,laborieux,la-bo-Rj2,7.16,
cou-chant,couchant,ku-S@,7.16,
sa-laud,salaud,sa-lo,7.16,
ar-tis-te,artiste,aR-tis-t°,7.16,
cha-ro-gne,charogne,Sa-Ro-N°,7.16,
ma-que-reau,maquereau,ma-k°-Ro,7.16,
ca-ta-lo-gue,catalogue,ka-ta-lo-g°,7.16,
ca-ni-veau,caniveau,ka-ni-vo,7.16,
em-bra-su-re,embrasure,@-bRa-zy-R°,7.16,
a-tta-che,attache,a-ta-S°,7.16,
ma-me-lon,mamelon,ma-m°-l&,7.16,
sé-vé-ri-té,sévérité,se-ve-Ri-te,7.16,
fu-gue,fugue,fy-g°,7.16,
fa-ço-nner,façonner,fa-so-ne,7.16,
bou-clé,bouclé,bu-kle,7.16,
ri-dé,ridé,Ri-de,7.16,
fou-illis,fouillis,fu-ji,7.16,
doux,doux,du,7.16,
plan-té,planté,pl@-te,7.16,
nu-lle,nulle,ny-l°,7.16,
fé-bri-le,fébrile,fe-bRi-l°,7.16,
ré-si-gné,résigné,Re-zi-Ne,7.16,
i-nha-bi-tu-el,inhabituel,i-na-bi-ty-el,7.16,
ar-che,arche,aR-S°,7.16,
zut,zut,zyt,7.16,
a-gré-ment,agrément,a-gRe-m@,7.16,
co-ïn-ci-der,coïncider,ko-5-si-de,7.09,
chau-me,chaume,So-m°,7.09,
con-cret,concret,k&-kRe,7.09,
store,store,stoR°,7.09,
trim-ba-ler,trimbaler,tR5-ba-le,7.09,
in-dul-gent,indulgent,5-dyl-Z@,7.09,
plom-be,plombe,pl&-b°,7.09,
bri-o-che,brioche,bRi-o-S°,7.09,
pi-que,pique,pi-k°,7.09,
u-ti-li-té,utilité,y-ti-li-te,7.09,
cai-ssier,caissier,ke-sje,7.09,
toc,toc,tok,7.09,
a-va-re,avare,a-va-R°,7.09,
jonc,jonc,Z&,7.09,
ca-chot,cachot,ka-So,7.09,
hé-ré-ti-que,hérétique,e-Re-ti-k°,7.09,
i-na-che-vé,inachevé,i-na-S°-ve,7.09,
pié-ger,piéger,pje-Ze,7.09,
di-sant,disant,di-z@,7.09,
flam-beau,flambeau,fl@-bo,7.09,
su-per,super,sy-peR,7.09,
lor-gner,lorgner,loR-Ne,7.09,
su-ppli-ant,suppliant,sy-pli-@,7.09,
car-go,cargo,kaR-go,7.09,
u-ni-for-me,uniforme,y-ni-foR-m°,7.09,
ar-tè-re,artère,aR-te-R°,7.09,
f,f,f,7.09,
em-bau-mer,embaumer,@-bo-me,7.09,
mu-sul-man,musulman,my-zyl-m@,7.09,
a-ba-ttu,abattu,a-ba-ty,7.09,
to-me,tome,to-m°,7.09,
tour-nant,tournant,tuR-n@,7.09,
li-ta-nie,litanie,li-ta-ni,7.09,
bleu-té,bleuté,bl2-te,7.09,
sul-tan,sultan,syl-t@,7.09,
har-mo-nieux,harmonieux,aR-mo-nj2,7.09,
ta-illé,taillé,ta-je,7.03,
fa-bri-que,fabrique,fa-bRi-k°,7.03,
pré-vi-sion,prévision,pRe-vi-zj&,7.03,
mu-er,muer,my-e,7.03,
mi-nu-tieux,minutieux,mi-ny-sj2,7.03,
vi-cieux,vicieux,vi-sj2,7.03,
gui-don,guidon,gi-d&,7.03,
per-mis,permis,peR-mi,7.03,
a-ssem-bler,assembler,a-s@-ble,7.03,
rai-deur,raideur,Re-d2R,7.03,
dé-chi-ru-re,déchirure,de-Si-Ry-R°,7.03,
mus-clé,musclé,mys-kle,7.03,
lo-ver,lover,lo-ve,7.03,
fai-blir,faiblir,fe-bliR,7.03,
hor-de,horde,oR-d°,7.03,
au-da-cieux,audacieux,o-da-sj2,7.03,
or-ne-ment,ornement,oR-n°-m@,7.03,
ouf,ouf,uf,7.03,
ché-rir,chérir,Se-RiR,7.03,
la-bou-rer,labourer,la-bu-Re,7.03,
es-cor-te,escorte,es-koR-t°,7.03,
faî-te,faîte,fe-t°,7.03,
nou-rri,nourri,nu-Ri,7.03,
for-ma-li-té,formalité,foR-ma-li-te,7.03,
pé-da-ler,pédaler,pe-da-le,7.03,
é-cor-cher,écorcher,e-koR-Se,7.03,
je-tée,jetée,Z°-te,7.03,
é-cla-te-ment,éclatement,e-kla-t°-m@,7.03,
liè-vre,lièvre,lje-vR°,7.03,
é-cra-sant,écrasant,e-kRa-z@,7.03,
bu-tte,butte,by-t°,7.03,
mor-gue,morgue,moR-g°,7.03,
cor-ni-che,corniche,koR-ni-S°,7.03,
a-bon-dant,abondant,a-b&-d@,7.03,
bre-bis,brebis,bR°-bi,7.03,
an-ti-quai-re,antiquaire,@-ti-ke-R°,7.03,
sou-bre-saut,soubresaut,su-bR°-so,6.96,
mes-quin,mesquin,mes-k5,6.96,
ma-te-lot,matelot,ma-t°-lo,6.96,
fe-rrer,ferrer,fe-Re,6.96,
mu-rer,murer,my-Re,6.96,
pe-san-teur,pesanteur,p2-z@-t2R,6.96,
re-pein-dre,repeindre,R°-p5-dR°,6.96,
me-lon,melon,m°-l&,6.96,
al-ti-tu-de,altitude,al-ti-ty-d°,6.96,
a-mi-rau-té,amirauté,a-mi-Ro-te,6.96,
sé-jour-ner,séjourner,se-ZuR-ne,6.96,
ob-sti-né,obstiné,ob-sti-ne,6.96,
en-voi,envoi,@-vwa,6.96,
spec-tre,spectre,spek-tR°,6.96,
e-xci-té,excité,e-ksi-te,6.96,
es-cla-va-ge,esclavage,es-kla-va-Z°,6.96,
suc-ce-sseur,successeur,syk-se-s2R,6.96,
ges-ti-cu-ler,gesticuler,Zes-ti-ky-le,6.96,
plé-ni-tu-de,plénitude,ple-ni-ty-d°,6.96,
ré-gu-la-ri-té,régularité,Re-gy-la-Ri-te,6.96,
vé-ni-tien,vénitien,ve-ni-sj5,6.96,
ba-nniè-re,bannière,ba-nje-R°,6.96,
char-mer,charmer,SaR-me,6.96,
plas-ti-que,plastique,plas-ti-k°,6.96,
slo-gan,slogan,slo-g@,6.96,
hos-pi-ce,hospice,os-pi-s°,6.96,
pa-rent,parent,pa-R@,6.96,
bour-bon,bourbon,buR-b&,6.96,
dé-ca-pi-ter,décapiter,de-ka-pi-te,6.96,
gar-dien,gardien,gaR-dj5,6.96,
dou-illet,douillet,du-je,6.96,
ad-mi-ra-tif,admiratif,ad-mi-Ra-tif,6.96,
a-vé-rer,avérer,a-ve-Re,6.96,
a-voi-ne,avoine,a-vwa-n°,6.96,
dé-ba-rras,débarras,de-ba-Ra,6.96,
cro-yant,croyant,kRwa-j@,6.96,
lar-guer,larguer,laR-ge,6.89,
pou-rri-tu-re,pourriture,pu-Ri-ty-R°,6.89,
cul-ti-vé,cultivé,kyl-ti-ve,6.89,
mu-fle,mufle,my-fl°,6.89,
re-ven-dre,revendre,R°-v@-dR°,6.89,
dan-sant,dansant,d@-s@,6.89,
so-mmei-ller,sommeiller,so-me-je,6.89,
so-nnant,sonnant,so-n@,6.89,
a-ler-te,alerte,a-leR-t°,6.89,
au-vent,auvent,o-v@,6.89,
vain-queur,vainqueur,v5-k2R,6.89,
do-nnée,donnée,do-ne,6.89,
nef,nef,nef,6.89,
ju-vé-ni-le,juvénile,Zy-ve-ni-l°,6.89,
va-llon,vallon,va-l&,6.89,
pu-pi-tre,pupitre,py-pi-tR°,6.89,
o-ffran-de,offrande,o-fR@-d°,6.89,
la-yon,layon,le-j&,6.89,
a-llé-ger,alléger,a-le-Ze,6.89,
flas-que,flasque,flas-k°,6.89,
su-é-dois,suédois,sy-e-dwa,6.89,
en-tê-ter,entêter,@-te-te,6.89,
dé-ri-ve,dérive,de-Ri-v°,6.89,
mé-chant,méchant,me-S@,6.89,
in-té-grer,intégrer,5-te-gRe,6.89,
mu-tis-me,mutisme,my-tiz-m°,6.89,
mo-tard,motard,mo-taR,6.89,
do-ré-na-vant,dorénavant,do-Re-na-v@,6.89,
pi-nard,pinard,pi-naR,6.89,
sa-vou-reux,savoureux,sa-vu-R2,6.89,
poi-vre,poivre,pwa-vR°,6.89,
vi-brant,vibrant,vi-bR@,6.89,
ju-pon,jupon,Zy-p&,6.89,
vio-le-tte,violette,vjo-le-t°,6.89,
as-phal-te,asphalte,as-fal-t°,6.89,
gon-ze,gonze,g&-z°,6.89,
sou-ta-ne,soutane,su-ta-n°,6.89,
fra-yeur,frayeur,fRe-j2R,6.89,
bru-meux,brumeux,bRy-m2,6.89,
a-na-lo-gue,analogue,a-na-lo-g°,6.82,
ré-chaud,réchaud,Re-So,6.82,
em-bra-ser,embraser,@-bRa-ze,6.82,
ac-qui-tter,acquitter,a-ki-te,6.82,
a-li-bi,alibi,a-li-bi,6.82,
pal-pi-tant,palpitant,pal-pi-t@,6.82,
co-mman-do,commando,ko-m@-do,6.82,
pré-di-re,prédire,pRe-di-R°,6.82,
mee-ting,meeting,mi-ting,6.82,
plain-tif,plaintif,pl5-tif,6.82,
pi-quant,piquant,pi-k@,6.82,
rou-pi-ller,roupiller,Ru-pi-je,6.82,
dé-so-la-tion,désolation,de-zo-la-sj&,6.82,
ra-yé,rayé,Re-je,6.82,
ba-daud,badaud,ba-do,6.82,
pa-ssa-ger,passager,pa-sa-Ze,6.82,
par-te-rre,parterre,paR-te-R°,6.82,
tu,tu,ty,6.82,
sa-co-che,sacoche,sa-ko-S°,6.82,
cos-tard,costard,kos-taR,6.82,
o-do-rant,odorant,o-do-R@,6.82,
pe-lli-cu-le,pellicule,pe-li-ky-l°,6.82,
ré-si-der,résider,Re-zi-de,6.82,
du,du,dy,6.82,
co-lo-sse,colosse,ko-lo-s°,6.82,
pon-dre,pondre,p&-dR°,6.82,
é-pa-tant,épatant,e-pa-t@,6.82,
rai-de,raide,Re-d°,6.82,
po-li-cier,policier,po-li-sje,6.82,
bou-le-ver-sé,bouleversé,bu-l°-veR-se,6.82,
o-ppre-ssion,oppression,o-pRe-sj&,6.82,
jais,jais,Ze,6.82,
sy-rien,syrien,si-Rj5,6.82,
rui-sse-lant,ruisselant,R8i-s°-l@,6.82,
cour-ti-san,courtisan,kuR-ti-z@,6.82,
tro-quet,troquet,tRo-ke,6.82,
trac-teur,tracteur,tRak-t2R,6.82,
or-tie,ortie,oR-ti,6.82,
man,man,m@,6.82,
pour-pre,pourpre,puR-pR°,6.82,
é-pin-gler,épingler,e-p5-gle,6.82,
al-ter-ner,alterner,al-teR-ne,6.82,
du,du,dy,6.82,
re-brou-sser,rebrousser,R°-bRu-se,6.76,
do-yen,doyen,dwa-j5,6.76,
en-jam-bée,enjambée,@-Z@-be,6.76,
ma-çon,maçon,ma-s&,6.76,
bes-tio-le,bestiole,bes-tjo-l°,6.76,
mar-tyr,martyr,maR-tiR,6.76,
fres-que,fresque,fRes-k°,6.76,
pé-ri-lleux,périlleux,pe-Ri-j2,6.76,
fa-scis-me,fascisme,fa-Siz-m°,6.76,
gla-pir,glapir,gla-piR,6.76,
spas-me,spasme,spas-m°,6.76,
sen-su-a-li-té,sensualité,s@-sy-a-li-te,6.76,
so-cia-lis-me,socialisme,so-sja-liz-m°,6.76,
stop,stop,stop,6.76,
a-man-te,amante,a-m@-t°,6.76,
i-lli-si-ble,illisible,i-li-zi-bl°,6.76,
ca-pri-cieux,capricieux,ka-pRi-sj2,6.76,
e-xal-tant,exaltant,e-gzal-t@,6.76,
fa-mi-ne,famine,fa-mi-n°,6.76,
ver-bal,verbal,veR-bal,6.76,
lou-fiat,loufiat,lu-fja,6.76,
brou-ette,brouette,bRu-et°,6.76,
é-pi-ce,épice,e-pi-s°,6.76,
dé-gou-tant,dégoutant,de-gu-t@,6.76,
ca-ra-va-ne,caravane,ka-Ra-va-n°,6.76,
do-nneur,donneur,do-n2R,6.76,
dou-dou,doudou,du-du,6.76,
fe-rré,ferré,fe-Re,6.76,
é-clair,éclair,e-kleR,6.76,
a-tteint,atteint,a-t5,6.76,
ga-ge,gage,ga-Z°,6.76,
lam-pa-dai-re,lampadaire,l@-pa-de-R°,6.76,
é-chau-ffer,échauffer,e-So-fe,6.76,
con-ti-nu-el,continuel,k&-ti-ny-el,6.76,
in-ter-po-ser,interposer,5-teR-po-ze,6.76,
fi-ce-ler,ficeler,fi-s°-le,6.76,
cro-tte,crotte,kRo-t°,6.76,
mi-lli-mè-tre,millimètre,mi-li-me-tR°,6.76,
ryth-mer,rythmer,Rit-me,6.76,
pé-ri-pé-tie,péripétie,pe-Ri-pe-si,6.69,
ru-bri-que,rubrique,Ry-bRi-k°,6.69,
ché-rif,chérif,Se-Rif,6.69,
cre-vé,crevé,kR°-ve,6.69,
a-che-vé,achevé,a-S°-ve,6.69,
ré-flé-chi,réfléchi,Re-fle-Si,6.69,
no-ël,noël,no-el,6.69,
cri-bler,cribler,kRi-ble,6.69,
pro-jec-tion,projection,pRo-Zek-sj&,6.69,
pul-vé-ri-ser,pulvériser,pyl-ve-Ri-ze,6.69,
vo-lu-te,volute,vo-ly-t°,6.69,
é-ché-an-ce,échéance,e-Se-@-s°,6.69,
bron-zé,bronzé,bR&-ze,6.69,
ob-scur-cir,obscurcir,ob-skyR-siR,6.69,
la-niè-re,lanière,la-nje-R°,6.69,
a-bru-ti,abruti,a-bRy-ti,6.69,
ca-ba-ret,cabaret,ka-ba-Re,6.69,
re-lè-ve,relève,R°-le-v°,6.69,
tac-ti-que,tactique,tak-ti-k°,6.69,
cas-quer,casquer,kas-ke,6.69,
ca-le-çon,caleçon,ka-l°-s&,6.69,
co-nni-ven-ce,connivence,ko-ni-v@-s°,6.69,
dé-ba-ller,déballer,de-ba-le,6.69,
vi-ri-li-té,virilité,vi-Ri-li-te,6.69,
dé-croî-tre,décroître,de-kRwa-tR°,6.69,
bra-gue-tte,braguette,bRa-ge-t°,6.69,
sa-cca-ger,saccager,sa-ka-Ze,6.69,
heu,heu,2,6.69,
pa-ra-sol,parasol,pa-Ra-sol,6.69,
cou-pant,coupant,ku-p@,6.69,
a-ma-rrer,amarrer,a-ma-Re,6.69,
gel,gel,Zel,6.69,
en-co-lu-re,encolure,@-ko-ly-R°,6.69,
dé-ba-cle,débacle,de-ba-kl°,6.69,
la-bour,labour,la-buR,6.62,
ga-lo-che,galoche,ga-lo-S°,6.62,
jar-di-net,jardinet,ZaR-di-ne,6.62,
é-co-no-mi-ser,économiser,e-ko-no-mi-ze,6.62,
i-ner-tie,inertie,i-neR-si,6.62,
dé-pou-ille,dépouille,de-pu-j°,6.62,
sud,sud,syd,6.62,
croi-sée,croisée,kRwa-ze,6.62,
mi-neur,mineur,mi-n2R,6.62,
fan-ta-ssin,fantassin,f@-ta-s5,6.62,
ré-el,réel,Re-el,6.62,
a-li-ment,aliment,a-li-m@,6.62,
can-ti-que,cantique,k@-ti-k°,6.62,
ca-ne-tte,canette,ka-ne-t°,6.62,
dé-lé-guer,déléguer,de-le-ge,6.62,
fou-dro-yant,foudroyant,fu-dRwa-j@,6.62,
ac-ti-ver,activer,ak-ti-ve,6.62,
se-rre,serre,se-R°,6.62,
ver-ni,verni,veR-ni,6.62,
bud-get,budget,byd-Ze,6.62,
pro-mis,promis,pRo-mi,6.62,
pa-roi-sse,paroisse,pa-Rwa-s°,6.62,
a-pai-sant,apaisant,a-pe-z@,6.62,
ma-lle-tte,mallette,ma-le-t°,6.62,
co-mmu-nier,communier,ko-my-nje,6.62,
car-di-nal,cardinal,kaR-di-nal,6.62,
pro-fi-ler,profiler,pRo-fi-le,6.62,
qua-si-ment,quasiment,ka-zi-m@,6.62,
pair,pair,peR,6.62,
joint,joint,Zw5,6.62,
tro-pi-cal,tropical,tRo-pi-kal,6.62,
su-jet,sujet,sy-Ze,6.62,
nou-é,noué,nu-e,6.62,
chut,chut,Syt,6.62,
as,as,as,6.62,
u-ri-ne,urine,y-Ri-n°,6.62,
brin-di-lle,brindille,bR5-di-j°,6.55,
ca-rrer,carrer,ka-Re,6.55,
go-thi-que,gothique,go-ti-k°,6.55,
bar-der,barder,baR-de,6.55,
nar-guer,narguer,naR-ge,6.55,
ta-ci-tur-ne,taciturne,ta-si-tyR-n°,6.55,
bou-ille,bouille,bu-j°,6.55,
ju-bi-la-tion,jubilation,Zy-bi-la-sj&,6.55,
khan,khan,kan,6.55,
ca-brer,cabrer,ka-bRe,6.55,
cro-yan-ce,croyance,kRwa-j@-s°,6.55,
no-ta-ble,notable,no-ta-bl°,6.55,
plon-gée,plongée,pl&-Ze,6.55,
in-sou-ciant,insouciant,5-su-sj@,6.55,
a-ffu-bler,affubler,a-fy-ble,6.55,
mou-cher,moucher,mu-Se,6.55,
rhu-bar-be,rhubarbe,Ry-baR-b°,6.55,
mon-té,monté,m&-te,6.55,
a-gglu-ti-ner,agglutiner,a-gly-ti-ne,6.55,
im-pot,impot,5-po,6.55,
for-ti-fier,fortifier,foR-ti-fje,6.55,
op-ti-mis-me,optimisme,op-ti-miz-m°,6.55,
in-ju-rier,injurier,5-Zy-Rje,6.55,
é-co-ssais,écossais,e-ko-se,6.55,
co-quet,coquet,ko-ke,6.55,
dé-dai-gneux,dédaigneux,de-de-N2,6.55,
a-ttes-ter,attester,a-tes-te,6.55,
sur-no-mmer,surnommer,syR-no-me,6.55,
an-ti-qui-té,antiquité,@-ti-ki-te,6.55,
a-dhé-sion,adhésion,a-de-zj&,6.55,
sour-de-ment,sourdement,suR-d°-m@,6.55,
re-trou-ssé,retroussé,R°-tRu-se,6.49,
vi-ta-li-té,vitalité,vi-ta-li-te,6.49,
lé-gal,légal,le-gal,6.49,
lo-yer,loyer,lwa-je,6.49,
cam-pe-ment,campement,k@-p°-m@,6.49,
ski,ski,ski,6.49,
con-tre-bas,contrebas,k&-tR°-ba,6.49,
vo-la-ille,volaille,vo-la-j°,6.49,
o-ri-gi-nel,originel,o-Ri-Zi-nel,6.49,
ré-vé-ren-ce,révérence,Re-ve-R@-s°,6.49,
ré-pé-té,répété,Re-pe-te,6.49,
sour-di-ne,sourdine,suR-di-n°,6.49,
ron-deur,rondeur,R&-d2R,6.49,
con-vi-ve,convive,k&-vi-v°,6.49,
tru-and,truand,tRy-@,6.49,
pro-lon-gé,prolongé,pRo-l&-Ze,6.49,
zo-o,zoo,zo-o,6.49,
ban-deau,bandeau,b@-do,6.49,
pion,pion,pj&,6.49,
di-lu-er,diluer,di-ly-e,6.49,
ob-jec-ter,objecter,ob-Zek-te,6.49,
e-fflu-ve,effluve,e-fly-v°,6.49,
com-plot,complot,k&-plo,6.49,
cri-ard,criard,kRi-aR,6.49,
fau-ne,faune,fo-n°,6.49,
cy-nis-me,cynisme,si-niz-m°,6.49,
pros-pec-tus,prospectus,pRos-pek-tys,6.49,
ca-ri-ca-tu-re,caricature,ka-Ri-ka-ty-R°,6.49,
men-dier,mendier,m@-dje,6.49,
stu-pé-fiant,stupéfiant,sty-pe-fj@,6.49,
fla-tteur,flatteur,fla-t2R,6.49,
san-gler,sangler,s@-gle,6.49,
hé-ler,héler,e-le,6.49,
sur-nom,surnom,syR-n&,6.49,
re-for-mer,reformer,R°-foR-me,6.49,
ti-ra-illeur,tirailleur,ti-Ra-j2R,6.49,
au-di-teur,auditeur,o-di-t2R,6.49,
gol-fe,golfe,gol-f°,6.49,
hy-po-cri-te,hypocrite,i-po-kRi-t°,6.49,
gî-te,gîte,Zi-t°,6.49,
cy-clis-te,cycliste,si-klis-t°,6.49,
tra-ppe,trappe,tRa-p°,6.49,
en-four-cher,enfourcher,@-fuR-Se,6.49,
con-dé,condé,k&-de,6.49,
dé-sas-treux,désastreux,de-zas-tR2,6.49,
bou-rre,bourre,bu-R°,6.49,
hé-ber-ger,héberger,e-beR-Ze,6.49,
fo-res-tier,forestier,fo-Res-tje,6.42,
ca-sse-tte,cassette,ka-se-t°,6.42,
