item,ntrials,err,rt,sd,rtz,nused
sometrais,22,0.136363636363636,817.21052631579,260.370586098475,0.130669827461259,19
vetucoution,23,0.043478260869565,846.333333333333,265.216012588481,-0.034069048633923,21
heusenreil,24,0.041666666666667,716.608695652174,254.072061919884,-0.46098189931115,23
lanmin,21,0.047619047619048,697.65,146.597291207831,-0.594705034658741,20
peités,20,0,771.5,205.824017830256,-0.119617809414091,20
fatichée,24,0.125,971.047619047619,201.076969389952,0.922771005789059,21
ainrir,22,0,734.909090909091,177.475124773642,-0.404113794967304,22
guevillors,23,0,768,232.330485613607,-0.205276210309995,23
injourment,24,0.083333333333333,916.772727272727,214.537582858749,0.372640709409865,22
ancotemps,23,0,807.652173913043,197.854539933589,-0.043342915657013,23
osatrome,22,0,750.590909090909,269.589928293379,-0.420820002948488,22
tengeur,24,0.208333333333333,797.105263157895,184.519163333858,0.058385337138842,19
trouliré,24,0.041666666666667,845.565217391304,215.757402925128,0.151069548508795,23
ruitreste,23,0,726.217391304348,194.006081563941,-0.279208355207137,23
cettirait,23,0.043478260869565,809.727272727273,192.219909235473,0.056231223118301,22
lacupatraidais,24,0,803.625,203.660589878271,-0.011237203187234,24
marbruns,24,0.083333333333333,810.40909090909,223.809795753726,-0.199630067669174,22
decicrirains,25,0.08,1014.82608695652,324.148065518594,0.982481708877361,23
tuntourcarse,23,0.043478260869565,692.545454545455,117.713424113184,-0.434782735428596,22
facrétrer,21,0.047619047619048,811.5,242.508274411194,0.105097434302336,20
étontribles,22,0.090909090909091,856.9,344.842740665182,0.38500557627415,20
fidiencote,21,0,817.190476190476,244.502069326135,-0.24925602018593,21
avero,22,0,726,215.708868128952,-0.274500252661574,20
chasertion,23,0,810.478260869565,176.446198229277,0.072357699507689,23
choroqueux,23,0,915,195.745218271585,0.275488105744126,22
oumisjorivre,23,0,666.136363636364,136.8479501924,-0.748923213630657,22
arreutuce,22,0.090909090909091,710.15,156.727478865638,-0.499138226729303,20
letron,23,0.043478260869565,673.636363636364,188.514126148615,-0.696381221329463,22
repole,22,0,690.47619047619,136.703189080438,-0.516889533491387,21
dannonser,24,0,736.375,138.67880076857,-0.379359731373664,24
tiléle,23,0,739.260869565217,164.736764509407,-0.394766159388883,23
seutrevait,22,0,936.727272727273,210.661358089726,0.385104193229349,22
deterserpas,22,0,804.772727272727,212.641870136304,0.26730848651175,22
fortervailtrée,22,0,867.454545454545,230.433489479271,0.233228704311691,22
grillevicter,24,0,851.125,273.245917667106,0.035756776565482,24
phriable,22,0.045454545454545,771.47619047619,238.789367235566,0.047338263748529,21
reure,24,0,689.541666666667,120.163287154231,-0.709459604482435,24
jaché,23,0.217391304347826,828.111111111111,254.967100274177,0.122926198296844,18
insnité,25,0.08,810.04347826087,228.793769436159,0.102897612077855,23
goscepolors,23,0.086956521739131,722.952380952381,189.692244488402,-0.494637093971769,21
cailtitaient,22,0.045454545454545,859.842105263158,249.103562389866,0.258425465276461,19
beaufitete,20,0,849.4,228.172464780943,0.202036146842524,20
pépontes,23,0,758,151.661704880542,-0.129671036419728,23
oturbangarme,23,0,809.217391304348,254.209283236853,-0.092155892591984,23
épite,22,0.090909090909091,736.157894736842,168.868542941904,-0.325320067076025,19
rutier,21,0.047619047619048,775.5,241.46032435018,-0.161348139671857,18
jeutodroits,21,0.047619047619048,749.65,189.969325778774,-0.233290966256946,20
berrovanais,22,0,774.954545454545,193.350281015651,-0.086527356741278,22
exulpatolors,24,0,824.217391304348,216.711151813095,0.188191288542632,23
astatiens,23,0.086956521739131,797.761904761905,225.109951970566,-0.017454164648799,21
favernais,22,0,831.454545454545,193.648362532938,0.038219013971275,22
ivangé,23,0.043478260869565,837.90909090909,269.845971778065,0.011378737301056,22
lettupes,20,0,749.25,188.516054042034,-0.188908553194607,20
chotire,21,0,693.666666666667,164.562855266106,-0.568878896850639,21
sacouvoyer,25,0.04,855.434782608696,278.213591277532,0.154028913596496,23
prélentin,21,0.095238095238095,850.78947368421,237.088961022222,0.102013921525561,19
sounister,24,0.083333333333333,782.714285714286,188.220387540017,0.13070971820321,21
sotercachetase,23,0.043478260869565,879.75,319.455107627776,0.104805830634794,20
soucoulias,23,0,844.695652173913,228.334371000595,-0.109623836843507,23
parcoution,20,0,858.1,262.619576774587,0.700841140505585,20
heucodre,23,0,660.565217391304,134.795746522776,-0.703230472351781,23
tupaireux,23,0.043478260869565,691.045454545455,146.51035304641,-0.511213910950732,22
pourpreme,26,0,779.692307692308,178.582366258434,-0.277005269286936,26
coucierleurs,25,0,845.64,213.656437612662,0.262594726068491,25
afirait,19,0.052631578947369,861.388888888889,213.901059835366,0.450204312469524,18
gerecce,21,0,760.285714285714,194.510190698879,-0.191279209777855,21
reba,22,0.045454545454545,658.47619047619,132.533248299292,-0.677596307195688,21
asacienlite,25,0,798.083333333333,207.967371325965,-0.083347675910523,24
queltés,20,0,684.65,138.159433074142,-0.633810229802139,20
jourtaildait,24,0,740.695652173913,160.632962422414,-0.100398281422633,23
bonglivitiles,21,0,836.761904761905,197.686596602275,0.021617028017656,21
famaiterla,21,0,741.761904761905,185.895106111459,-0.383584473858996,21
pacivrit,24,0.041666666666667,752.130434782609,171.791179884667,-0.425784351995491,23
tencousait,21,0,723.714285714286,167.776083771538,-0.299033457192287,21
prositre,22,0,842.954545454545,204.255786715888,0.296317060426685,22
jourgnapeur,25,0.04,749.541666666667,172.680398214552,-0.213903484954583,24
esticonché,24,0,748.541666666667,192.275838805623,-0.275129204044191,24
cetterser,19,0,723.842105263158,239.978995182193,-0.480468910104822,19
pudédaient,24,0,979.416666666667,259.200932074724,0.884133080834848,24
mistilivere,20,0.1,976.333333333333,308.427701510133,0.714578810299194,18
dischoirer,23,0.043478260869565,757.727272727273,172.715340212121,-0.171078710663177,22
faisasonvers,22,0.090909090909091,828.6,266.709066804617,-0.030935401170021,20
oudin,21,0,772.857142857143,203.377060091419,-0.330467494064181,21
forporsé,23,0,702.347826086957,138.60132778311,-0.510162826725901,23
soural,25,0.04,760.25,237.643000427477,-0.204307935095987,24
écendis,22,0,865.681818181818,290.353542519597,0.266783717766154,22
cisissers,23,0.043478260869565,924.95,217.319671161366,0.90134909457608,20
jeuvamiève,22,0.045454545454545,709.571428571429,159.594351851365,-0.401491432788041,21
trounsion,20,0,700.1,114.362259140809,-0.492683198915211,20
bres,24,0,805.625,233.934181100062,-0.006593310378769,24
vasonges,22,0.045454545454545,827.047619047619,259.353711404035,0.077062056276048,21
faitotes,23,0,772.478260869565,235.73730941746,-0.091619178358989,23
ciciéra,20,0,853.05,292.321105887632,0.159997297910537,20
libriver,24,0.083333333333333,761.227272727273,117.842886452454,-0.210382639493171,22
traplisi,21,0,695.952380952381,108.616516327157,-0.656264954772394,21
détemire,22,0.090909090909091,925.6,231.403361664159,0.759127936633026,20
lecterte,23,0,759.826086956522,243.846011799159,-0.168960127031947,23
hiperer,25,0,711,153.367206403455,-0.488110838993894,25
scrondre,22,0.045454545454545,676.47619047619,125.575721796699,-0.628173547910722,21
mourotte,24,0,761.541666666667,194.466266028811,-0.3528768299581,24
heuprivrit,20,0,809.1,238.342720953628,-0.190957990482164,20
forsire,23,0,650.521739130435,95.4581629278776,-0.82633910566838,23
timentalsait,21,0.047619047619048,873.9,337.049566868607,0.327812305242561,20
laistroude,24,0.041666666666667,762.782608695652,174.089046316622,-0.307790680681407,23
courseaux,20,0.15,852.117647058824,217.790863660801,0.416834259239491,17
repéfois,21,0,888.619047619048,254.749381979717,0.495857924579327,21
icires,23,0.043478260869565,723.681818181818,232.410020758395,-0.428000350658278,22
laismique,22,0,816.818181818182,214.296776049264,0.072249855388475,22
capiers,24,0.166666666666667,890.45,202.208718381463,0.555051744169918,20
dertoitivant,23,0,849.095238095238,173.334331498957,0.309008613574291,21
blouer,24,0.125,894.47619047619,209.35845314857,0.318033775716993,21
miléle,22,0,717.909090909091,159.473511486393,-0.364492829539602,22
vicouvres,24,0,786.333333333333,233.955340715435,-0.05895643414985,24
filmantion,24,0.083333333333333,868.363636363636,253.62599864002,0.36735429515988,22
misparseil,23,0,710.608695652174,191.255359789527,-0.516412930262133,23
paltoilélée,22,0,827.818181818182,219.905312169457,-0.034173608873003,22
aimencatait,22,0,819.809523809524,284.789328986818,0.550341323191397,21
tersitit,25,0,735.72,268.5449248574,-0.456131369498943,25
ausitemps,20,0,748.578947368421,278.055613100344,-0.286811720587345,19
sesenrige,22,0,737.909090909091,226.324863245167,-0.38847682310224,22
ofavec,22,0.045454545454545,698.666666666667,207.21518605868,-0.669344471231746,21
froce,22,0.227272727272727,743.176470588235,141.573847909014,-0.273726235433192,17
sogatait,22,0,779.380952380952,230.837708399316,-0.210353545208258,21
infences,24,0.041666666666667,804.363636363636,179.686379019654,0.119100813799066,22
laneloment,22,0,792.090909090909,256.334400101361,-0.289938007336195,22
vilmiche,22,0,722.909090909091,153.320985762956,-0.383269982383489,22
peudait,25,0.04,796.625,209.008386039371,0.158457373041381,24
voconral,23,0,675.391304347826,93.9486025492057,-0.848437644849391,23
autames,25,0,703.52,166.849013582141,-0.449912944034255,25
garmation,24,0,731.826086956522,137.785951313792,-0.185954088589426,23
aupomet,24,0.041666666666667,720.130434782609,131.085435134296,-0.448539116096905,23
pautigneux,25,0,861.76,240.740745754986,0.183331915952268,25
prelése,20,0,762.894736842105,260.681562817516,-0.120032226455549,19
enretiendis,21,0,963.25,263.702957890123,0.576531527182411,20
inschebinion,23,0,765.130434782609,205.58968499678,-0.257991694046101,23
vitin,22,0,741.909090909091,256.218268017331,-0.383926952875952,22
probarral,23,0,803.608695652174,257.276246850882,0.042181892461906,23
mamonre,21,0,668.571428571429,107.827905214082,-0.403964761798653,21
atessorson,22,0,726.681818181818,207.676347637292,-0.21583151457371,22
disforte,23,0.043478260869565,843.59090909091,350.866228625113,0.093548276050374,22
brion,21,0.047619047619048,803.21052631579,164.01171331726,0.015812279101343,19
sariosent,23,0.086956521739131,786.190476190476,211.951319657986,-0.204384917580049,21
retatites,25,0,770.32,189.074658975408,-0.092372222134993,25
ferfime,22,0,764.181818181818,270.87523685157,-0.407004046320691,22
effil,22,0,737,181.200231262335,-0.491697311401702,22
schuille,21,0,675.47619047619,112.787241764137,-0.751601239138513,21
buniment,23,0.043478260869565,783.666666666667,258.36976087254,-0.07866230361782,21
frintrova,22,0,753.318181818182,201.729046557773,-0.354696902172092,22
vesciable,24,0.125,774.952380952381,147.253684568664,-0.318693131954229,21
gafice,21,0,755.666666666667,139.783523111035,-0.266582995169176,21
monconjuste,22,0,869.636363636364,187.981900206362,0.170795557132227,22
têtisi,25,0.04,736.291666666667,223.565082279172,-0.300818469978403,24
obterle,20,0.05,732.842105263158,162.060778433379,-0.017329864483125,19
glac,19,0.157894736842105,665.875,91.373865702034,-0.629659572805235,16
racriprès,23,0.086956521739131,801.095238095238,181.504243686451,-0.094124723019911,21
rérassasmatrage,23,0.043478260869565,1010.27272727273,338.167073644034,1.04035499526886,22
forailais,21,0,814.52380952381,192.395067256835,0.072287296896695,21
fairitente,21,0.047619047619048,858.4,274.89240000216,0.248136481440363,20
blestatontarment,22,0.045454545454545,911.904761904762,273.930630773907,0.737940981729841,21
acirais,21,0.047619047619048,829.65,244.609952674392,-0.097375030388649,20
peudiment,25,0,770.833333333333,167.683881330231,-0.092370081846906,24
bapsait,22,0.045454545454545,780.380952380952,245.065598603818,-0.013536893527044,21
sénes,24,0.166666666666667,785.8,213.810196202146,-0.083824501348408,20
détiner,22,0.090909090909091,835.15,194.957559484109,0.293537432220121,20
pleutismes,24,0.041666666666667,792.695652173913,196.073834604724,0.154242824208051,23
letrititains,23,0,738.304347826087,154.093075410052,-0.094006858151746,23
chertrante,25,0,748.76,149.483075965141,-0.30500990544753,25
aptenvec,25,0,680.44,177.02096862613,-0.542353651076737,25
sacontintres,20,0,869,298.955902398577,0.269312774126937,20
nonirs,21,0,737.190476190476,194.979901284112,-0.105154589773019,21
fése,23,0.086956521739131,808.571428571429,286.480989147373,0.178064493802251,21
gordulme,21,0,753.809523809524,254.337299476034,-0.494761502820515,21
arsenses,21,0.047619047619048,739.15,168.951651445956,-0.23710687905355,20
parcite,25,0.04,803.318181818182,265.015971911063,0.049514447724187,22
alirait,21,0.047619047619048,901,289.814641306801,0.458507378508895,20
discometemps,23,0,877.434782608696,282.19735616424,0.171852396208075,23
découterdir,22,0.045454545454545,920.315789473684,270.93050618431,0.607849555300715,19
préconvait,24,0.041666666666667,1005.95238095238,331.705513398628,0.953389718175462,21
réhaimoigues,21,0,823.380952380952,204.898871688078,0.149972291331468,21
enchique,22,0,830.761904761905,214.498229540923,-0.079615402191468,21
épornir,22,0.045454545454545,811.714285714286,214.60082545441,0.03538910846665,21
ensendies,22,0,791.727272727273,221.238759589247,-0.07524293821171,22
distilmionde,23,0.043478260869565,766.090909090909,265.255116927604,-0.05195868136577,22
criscomarfaité,25,0.08,826.304347826087,265.432654492898,0.168220390694757,23
gorcouprit,23,0,809.818181818182,196.858091591654,-0.166793072977402,22
gonels,20,0,715.05,195.928148752761,-0.543088495799143,20
fouveilser,24,0.041666666666667,774.434782608696,283.493438450114,-0.373696531892204,23
heuver,23,0.043478260869565,719,143.417804566472,-0.386869091842935,22
demantat,22,0,899.818181818182,234.573094783986,0.578705485752318,22
nomsa,22,0.045454545454545,735.8,162.14113410366,-0.396621962559043,20
pasporsons,23,0,828.869565217391,219.74247413896,0.055862790130526,23
achargéser,23,0,874.434782608696,209.005181772857,0.10354498071392,23
serlait,24,0.041666666666667,775.347826086957,200.068762882722,-0.203215227002058,23
voumolent,19,0,772.105263157895,167.587090041381,-0.093155844908398,19
pisèchais,23,0.043478260869565,755.272727272727,172.043234272303,-0.175929389334145,22
procipreçon,23,0,749.260869565217,242.523704069464,-0.156345487643915,23
raster,22,0,841.238095238095,226.45416859972,0.252169587766701,21
malére,23,0.043478260869565,760.590909090909,211.796996042124,-0.35751583383594,22
camilderait,23,0,863.782608695652,205.29977118212,0.13056126594064,23
somoutit,23,0,743.130434782609,166.502335322914,-0.280781350686505,23
prenner,21,0.571428571428571,916.444444444444,207.22156687415,0.808244290486778,9
sauploi,21,0,713.047619047619,159.579596499827,-0.368234933621952,21
posparge,24,0,814.333333333333,323.769599596979,-0.145987819769684,24
violenvre,24,0.041666666666667,886.130434782609,291.776736618293,0.399909561648873,23
forpé,24,0,718.958333333333,140.749385408085,-0.224704666679661,24
duphamarre,21,0,694.47619047619,151.916957265349,-0.35153391998612,21
nible,23,0.086956521739131,799.190476190476,220.385484786911,0.203890218391985,21
hômettes,25,0,842.72,158.585549993266,0.129490289067306,25
roudarlon,24,0,762.666666666667,134.397744114953,-0.241713172363252,24
failoperté,24,0,708.791666666667,156.141791516464,-0.335168796345056,24
rouchants,23,0.043478260869565,786.590909090909,159.195494998149,-0.081987220396413,22
vertétion,25,0,777.434782608696,249.075166837599,-0.031566190312106,23
pludameuraispéte,20,0,934.263157894737,261.99699788468,0.629916021118698,19
derisme,24,0,787.25,210.188166216348,-0.134046628749632,24
gausotion,22,0,683.863636363636,175.238964859973,-0.366699730789308,22
névale,24,0.125,768.428571428571,115.178805093894,0.003983451705441,21
consessayant,25,0.04,1032.5,273.157681655887,1.1841752385785,22
cabode,23,0.043478260869565,769.181818181818,152.749292372653,-0.024113508660705,22
sonnousait,24,0,792.833333333333,159.358405643616,0.000887318882923,24
commément,24,0.208333333333333,1005.875,292.937735136098,0.910240148254019,16
malaud,19,0.105263157894737,817.529411764706,238.2341594018,0.150311831363995,17
hisfatones,21,0,731.857142857143,232.953704781505,-0.513547300620607,21
renelse,24,0,700.375,163.31692649037,-0.646321356571056,24
hochannes,23,0,701.608695652174,188.67546430323,-0.490240137261468,23
voulénaient,24,0.041666666666667,966.09090909091,221.521773430731,0.624557852206587,22
laisplobre,21,0,723.857142857143,190.034019510793,-0.261168217110701,21
aufite,22,0,678.227272727273,169.261682952809,-0.609911058088628,22
voutontriel,21,0,744.6,177.538253846734,-0.022891213126259,20
trounilors,23,0.043478260869565,712.904761904762,157.504572873903,-0.379180463026964,21
prendestion,21,0,956.238095238095,263.208264452677,1.07590242527683,21
lanteupier,22,0,726.681818181818,170.957077978136,-0.410873262114157,22
proser,22,0.363636363636364,862.071428571429,206.87620389079,0.185852385403147,14
saitoudre,23,0,712.086956521739,160.479370819112,-0.473216747633684,23
verect,22,0,745.363636363636,166.698914629124,-0.330850114363198,22
lanétion,20,0,771.5,235.118671044399,0.026742116191036,20
biencroule,20,0,852.75,317.086718173602,0.159719292277791,20
alterpirait,19,0.052631578947369,865.411764705882,221.291961790168,0.514802154405259,17
remoté,23,0.304347826086957,882.1875,175.441241350677,0.572241131497801,16
demade,25,0.08,882.391304347826,271.497152024312,0.390455379836774,23
tenlait,23,0,771,169.90906658884,-0.320710469984664,23
rusileron,23,0.086956521739131,667.619047619048,173.410056280043,-0.628749008972182,21
textane,22,0.363636363636364,896.642857142857,300.209313426702,0.447598063883015,14
apectemprend,23,0,766.608695652174,190.898292561161,-0.201022812093652,23
sièveux,22,0.090909090909091,852,220.2491412254,0.1278998404643,20
cennir,25,0.04,702.391304347826,193.064694557511,-0.4976664188302,23
contaire,19,0.421052631578947,1034.90909090909,280.01837602038,0.805390336155618,11
struinte,23,0,735.173913043478,156.735925038354,-0.248877970664628,23
bousannis,24,0,694.583333333333,158.804752055354,-0.447098559103606,24
cuilinait,22,0.181818181818182,932.4,266.677386689289,0.895149207520225,15
atertre,23,0.086956521739131,783.619047619048,204.419782846591,-0.156473152178051,21
relévesaient,23,0.086956521739131,1005.42105263158,312.781662539626,1.00375834188732,19
atanait,23,0.086956521739131,804.809523809524,258.225021840955,-0.108454248387911,21
pacounait,21,0,883.904761904762,298.578449450376,0.237853490411222,21
séromigue,23,0.043478260869565,804.045454545455,253.448309235918,0.006940667991331,22
choloir,22,0.045454545454545,797,218.185242397372,0.057005563330296,21
sadaient,21,0.095238095238095,796.57894736842,183.509102344475,-0.115747318427362,19
malivions,22,0,754.545454545455,142.654002755494,-0.169402477259851,22
paroulétrête,23,0,797.304347826087,231.409600410301,0.087325194214065,23
raptoures,22,0,899.09090909091,308.876752904534,0.25782157918027,22
exalmières,22,0,876.818181818182,206.164667510876,0.421253483866799,22
acconser,23,0,847.08695652174,209.577911970157,0.076552816822222,23
fairotion,22,0,764.136363636364,193.144233165774,-0.310249600631402,22
austaprece,21,0,828,291.985273601255,-0.139401776497998,21
faimain,20,0.05,796.736842105263,258.356094073721,-0.070112230916227,19
atisant,23,0.347826086956522,883.4,271.563936170787,0.436809226135553,15
mococesse,23,0,836.714285714286,208.230915777927,-0.047721997855605,21
douna,24,0.041666666666667,773.347826086957,221.538137224856,-0.172652771168297,23
lamairaient,24,0.041666666666667,958.130434782609,291.894330872076,0.660110331921063,23
enninume,24,0.041666666666667,829.391304347826,246.755443732976,-0.05600573295196,23
aptrounouit,21,0,787.809523809524,139.736043685092,-0.271563107831479,21
bontu,24,0.041666666666667,761.913043478261,147.279546516597,-0.244831259922391,23
semplexe,23,0,775.913043478261,141.496518763305,-0.196950071809754,23
macheux,24,0.375,974.066666666667,252.795644929334,0.787314107114394,15
sproinfre,22,0,670.454545454545,130.620397762709,-0.587519277315148,22
plarimansatrie,21,0.095238095238095,817.35294117647,251.69349941359,0.179322569078823,17
nourtiser,23,0,836.217391304348,205.99469466287,0.223170404631262,23
survant,24,0.25,938.388888888889,217.930139612753,0.901368831203183,18
poulmant,21,0.047619047619048,802.95,204.279600702463,-0.090819588656621,20
latace,24,0.041666666666667,729.608695652174,182.02415901853,-0.224600043194119,23
fortreva,21,0,885.714285714286,229.931107694706,0.167010592713617,21
pourbres,24,0.083333333333333,880,264.133804475434,0.450267479610405,22
tensagate,21,0,803.714285714286,246.728827431483,-0.078606337956151,21
tourtelègne,23,0.043478260869565,711.636363636364,147.912633625891,-0.353772925584489,22
cait,22,0.045454545454545,724.571428571429,137.285312917505,-0.483792555003617,21
prien,24,0.041666666666667,771.869565217391,167.393196437127,-0.223895626877185,23
lucoufanéses,22,0,905.857142857143,282.32326962443,0.422640873457264,21
contonses,21,0,865.714285714286,253.302614052272,0.200856695971271,21
éclatre,24,0.208333333333333,1004.26315789474,266.66580043719,0.959361312880522,19
porser,22,0.045454545454545,762,242.126000256065,-0.155737674964683,21
ponondin,24,0,695.636363636364,135.443028070159,-0.502250867849246,22
nouquilmeutrés,23,0,778.086956521739,215.90863241058,-0.01089728696985,23
juvere,23,0.086956521739131,686.6,174.302338662331,-0.56629398486177,20
conchici,19,0,819.684210526316,261.301880044174,-0.188880946071216,19
ormet,24,0.125,794.666666666667,233.066800152517,-0.063570464150721,21
loirasé,20,0,750.65,235.645423867033,-0.247024963392335,20
perfordetivaient,23,0,874.272727272727,233.826794223779,0.58455882110793,22
malannait,23,0.043478260869565,849.181818181818,195.256519033573,0.332929061106234,22
genduits,23,0.043478260869565,813.09090909091,289.592802641902,-0.07805630696893,22
baloncamais,20,0.05,911.684210526316,225.250984122053,0.498549591358248,19
coupormisait,23,0,1015.90909090909,289.363819288832,0.865433255686464,22
porfilile,25,0.04,828.652173913043,217.221003650378,0.054595925469076,23
voivre,23,0.043478260869565,776.090909090909,162.958045752042,-0.116266552928393,22
dorgue,25,0.08,854.130434782609,191.558987911824,0.322603795109415,23
indouber,22,0.090909090909091,705.6,113.551935717817,-0.425306087644822,20
déraver,21,0.238095238095238,883.733333333333,237.153797796965,0.625450632318417,15
pagritant,22,0.045454545454545,778.142857142857,282.622236512679,0.027890529156885,21
maments,24,0.041666666666667,838.260869565217,194.057446366066,0.0729902950884,23
prérel,21,0.047619047619048,723.7,191.912288079189,-0.468670409482168,20
sulanté,22,0.045454545454545,783.904761904762,212.51468296612,0.013151546527809,21
sisiss,23,0.043478260869565,802.045454545455,260.090914008513,-0.20533494366903,22
déri,23,0.086956521739131,793.285714285714,193.498098920156,-0.116354314828352,21
orve,22,0.090909090909091,738.1,168.951223107362,-0.35291842465506,20
diguerinie,20,0.1,902.611111111111,235.174313045324,0.479497750512802,18
avas,23,0.086956521739131,810.380952380952,257.587941524924,-0.188649932846735,21
regaser,21,0.047619047619048,830.947368421053,224.614849040211,0.167382141322341,19
asura,23,0.347826086956522,795.866666666667,262.42355803076,-0.030118269876137,15
hidées,23,0.347826086956522,977.6,246.317101082556,1.12337239404993,15
tousue,23,0,790.478260869565,199.97337767477,-0.119166447172347,23
tylinu,23,0,673.217391304348,177.774616380542,-0.69699642500492,23
momant,20,0.15,906.470588235294,255.693448695664,0.615036323072215,17
rine,23,0.086956521739131,755.2,153.112823898279,-0.268359369235111,20
côtruité,23,0,849.772727272727,249.419312617314,0.251925675877857,22
chogire,23,0,736,258.87571605625,-0.555455041800163,23
lapongite,24,0,764.416666666667,220.58064022162,0.033393429537858,24
armiltes,21,0.047619047619048,778.25,219.971260084489,-0.270942152615754,20
depléve,24,0,724.458333333333,173.303448162255,-0.408129780579348,24
adrestion,23,0,758.391304347826,172.059645876453,-0.250419868135457,23
aspotalcouse,21,0,810.904761904762,234.984021746566,0.055554439517149,21
senlenres,22,0.045454545454545,681.285714285714,108.332886445965,-0.389500606641615,21
fricririnait,20,0,823.65,208.303239229937,0.247745871226561,20
caie,24,0.125,803.45,211.630132915648,0.304980600405548,20
voulé,19,0.157894736842105,825.1875,277.572145276383,0.267120879220557,16
coupaistait,24,0.125,965.35,274.66827360712,0.633350648064196,20
saucerde,22,0,798.681818181818,227.69306540743,-0.221090302036171,22
saulenconve,22,0,800.727272727273,207.438156433643,-0.252203491474034,22
toumileurs,22,0,772.904761904762,180.964058520443,-0.089895641999176,21
cidépontre,21,0,918.190476190476,323.967840849616,0.096617738473232,21
buleteuil,24,0,795.083333333333,252.949370542745,-0.162422565033782,24
apourivrit,21,0.095238095238095,887.111111111111,281.870827505602,0.765604881345156,18
têlà,20,0,855.45,265.261236678506,0.288371248702239,20
valtrégitrote,24,0,896.91304347826,311.635117790528,0.528588906694579,23
garades,24,0.125,951.809523809524,212.795822103635,0.779652854152864,21
faimué,20,0,747.526315789474,140.770249548314,-0.382272243174122,19
comnaux,23,0,830.478260869565,262.047682955397,0.148431996660139,23
convermanfrayé,24,0.041666666666667,987.681818181818,293.994717536547,0.82573691465529,22
queltela,22,0,657.272727272727,96.1002362705494,-0.671261182228388,22
aporniers,21,0,750,178.093234009605,-0.155719703255528,21
sataitait,23,0.043478260869565,1048.1,299.387954614779,0.960993177932353,20
togue,22,0.181818181818182,787.611111111111,225.995871614789,-0.070323225524843,18
porlément,23,0,807.652173913043,210.449218382456,-0.152874585301498,23
austiongir,22,0,728.772727272727,158.665545759801,-0.418844928620715,22
fillivec,20,0,653.4,127.949578884974,-0.719096974459554,20
lémangarrie,22,0,811.863636363636,246.847416810764,0.054065208356418,22
lirévier,20,0.05,854.888888888889,269.222385418556,0.279631329160264,18
franti,24,0,789.791666666667,114.969553310456,-0.097550112236354,24
reléprès,24,0.041666666666667,798.90909090909,183.44505057397,-0.011491332458165,22
orplitres,21,0,765.428571428571,196.998368376129,-0.085998499560291,21
gine,25,0,750.68,197.939115218123,-0.192762158989554,25
lonze,22,0,644.045454545455,110.580062472628,-0.879188151894921,22
jeurées,24,0,841.833333333333,237.075600979329,0.1437251111295,24
horloines,25,0.08,837.130434782609,281.824139934468,0.069825759510145,23
démarisfois,24,0.083333333333333,899.90909090909,284.034858539935,0.60268323377076,22
séluble,22,0,711,194.578176234301,-0.543341285063186,22
trammaprouvis,22,0,789.772727272727,197.835172331048,-0.189874494637383,22
saucare,22,0,754.636363636364,196.549895629231,-0.317606692364225,22
bontrilucend,21,0,798,231.155791621149,-0.208374209303494,21
étroulier,23,0.043478260869565,831.380952380952,192.241118439962,0.295144667436505,21
parnir,20,0.05,779.894736842105,200.533149029404,-0.107222577406995,19
fatayer,21,0.047619047619048,852.9,273.372485428716,0.076363223389228,20
crogue,22,0,838.136363636364,270.767391905821,0.191130124214157,22
commensaure,21,0.095238095238095,1001.94117647059,277.891496493738,0.75726953548283,17
fourclensais,22,0,821.954545454545,239.398547410306,-0.124401509967255,22
brèveroutai,23,0,804.304347826087,235.297960966054,0.214288062630093,23
tantourtes,21,0,825.952380952381,266.961322327875,0.172641447060867,21
turmodaloir,22,0.045454545454545,784.15,156.627373758632,-0.066874561813814,20
sarvait,22,0.136363636363636,773.105263157895,149.348546374223,-0.124145726791813,19
citripoumais,19,0.052631578947369,795.055555555556,198.519956686008,-0.25301022717459,18
pasé,23,0.173913043478261,1018.26315789474,357.303923246375,0.739518188107853,19
sainconvisait,21,0,876.904761904762,283.782998920285,0.146544169033302,21
prinfine,22,0,731.454545454545,207.373995539397,-0.54296147540023,22
mopoules,22,0,721.818181818182,167.276399827931,-0.4055052751281,22
éperlu,23,0.086956521739131,894.571428571429,206.575064184565,0.589058282347004,21
insprose,23,0,772.826086956522,237.043082423641,-0.251013105075872,23
cuisabrons,23,0.043478260869565,806.818181818182,194.4123345988,-0.201102645239051,22
lancritre,23,0,704.260869565217,184.69168839676,-0.546334872354464,23
feuilmangea,23,0,932.739130434783,299.344164556042,0.342345324037654,23
vetonte,22,0,728.5,158.588641279434,-0.462355126705661,22
rangriote,23,0.043478260869565,804.272727272727,211.696364279953,-0.138140917941135,22
puispecria,20,0,799.78947368421,251.301850138516,-0.050537368406096,19
prenlitre,23,0,811.347826086957,268.082688854094,-0.028344135066844,23
novemele,22,0.045454545454545,695.904761904762,116.635288297284,-0.392274517762738,21
souquenaient,21,0.19047619047619,922.058823529412,335.014266597005,0.403511764828503,17
relailment,25,0.08,847.782608695652,268.356438092349,0.323712585964842,23
titant,24,0.333333333333333,844.666666666667,194.525307448916,0.493592333196589,15
moustibes,23,0,837.565217391304,237.020103882073,0.297625453065105,23
mitenlice,24,0,769.583333333333,259.48308425501,-0.220675861211162,24
