item,ntrials,err,rt,sd,rtz,nused
terverrêt,24,0.041666666666667,807.739130434783,244.737376383767,-0.262261458104477,23
gouleténe,21,0,790.428571428571,301.157528783288,-0.115262499185994,21
critenque,23,0,776.217391304348,217.779696132194,-0.140815662210257,23
peinvéné,22,0,804.59090909091,245.648347011761,-0.14769525781619,22
voirite,25,0.08,719.826086956522,189.445519195052,-0.348575926262179,23
baidait,24,0.083333333333333,834.863636363636,176.590539425867,0.339079365153048,22
salaponvait,24,0.041666666666667,844.04347826087,267.572161593988,0.227913938174302,23
entop,20,0,673.25,108.323528571152,-0.759901168713636,20
enché,24,0,732.083333333333,118.34948858899,-0.398952997167825,24
frannilez,23,0,788.130434782609,267.697642253316,0.120574943594572,23
émanve,19,0,760.368421052632,247.813148814074,-0.329187860487424,19
harteur,20,0.1,788.277777777778,149.890079550691,0.100199393211533,18
nuasez,21,0.047619047619048,942.578947368421,389.566898518153,0.646433433046294,19
néforreur,23,0.043478260869565,748.045454545455,179.689806074041,-0.522632598235582,22
ensorcueil,21,0.095238095238095,931.888888888889,208.521656059393,0.915652122523225,18
envanne,22,0,721.954545454545,149.344114387426,-0.310532159275993,22
pardiapui,23,0,663.782608695652,176.264768954841,-0.595989675372169,23
érisaient,18,0.333333333333333,841.777777777778,189.508428425874,0.697647491627765,9
retogot,23,0,764.478260869565,162.373550680135,-0.287175163623766,23
recelquait,22,0.045454545454545,829.333333333333,262.658206293528,-0.070264540992919,21
mannépése,23,0,816.95652173913,200.491323380809,0.049909281369281,23
incalotte,23,0.086956521739131,816.809523809524,228.423426786225,0.123915411149768,21
soumordin,24,0.041666666666667,796.608695652174,226.251818502071,0.073288528657732,23
prosmosent,22,0.045454545454545,819.35,209.3881500191,0.192365307089377,20
pentitare,23,0,772.695652173913,169.167865738204,-0.256853655570126,23
salpigue,21,0.047619047619048,777.05,220.754084423083,-0.177101259478481,20
épiduifites,22,0.045454545454545,890.714285714286,240.640425294077,0.329939233099446,21
deplirants,19,0.157894736842105,1012.13333333333,245.93375027395,1.0221216997113,15
homplete,23,0,735.130434782609,206.050149312299,-0.280597895702043,23
scoche,25,0.04,803.375,206.888504419336,-0.19069758861335,24
toumasévese,22,0,767.318181818182,130.33195214113,-0.121358282550364,22
autoiefenge,23,0,846.04347826087,212.436188977659,-0.088851606077873,23
conflétait,23,0.173913043478261,1003.52941176471,272.514705485562,1.12035387287,17
lusibre,21,0.047619047619048,800.45,199.002109219184,-0.111457600709825,20
calence,22,0.090909090909091,947.1,243.679448629158,0.344388662009554,20
cample,22,0.045454545454545,785.285714285714,140.564982430598,-0.159830387811196,21
jarivece,22,0.045454545454545,694.761904761905,152.352848598871,-0.52875332172354,21
réconridio,21,0,814.952380952381,200.561829915484,-0.182280324247584,21
vivilaiges,23,0,869.695652173913,294.856272349553,0.282772803971125,23
faitutoition,23,0.043478260869565,755,203.842341038362,-0.216773121834198,21
sitraorci,22,0,739.590909090909,197.567266204006,-0.161750892542873,22
poutain,20,0.25,809.333333333333,120.785327081129,0.168706160449099,15
pourret,22,0,764.454545454545,166.303144680839,-0.207383400475122,22
détresé,23,0.260869565217391,1086.3125,224.202503331252,1.13961561675175,16
amada,22,0.090909090909091,784.9,214.940848656212,0.169730620311786,20
frejoucir,24,0.083333333333333,741.818181818182,218.099286338353,-0.187168058391364,22
miltitruaient,23,0.043478260869565,974.181818181818,263.361897732928,1.24823228793614,22
poustruiser,22,0,841.636363636364,275.25028358699,0.391822262387248,22
resprelanlese,24,0,874.636363636364,339.118401215991,0.135148529823691,22
maidatre,25,0,839.041666666667,252.21444967168,0.104226807232377,24
lupire,24,0.041666666666667,716.217391304348,236.066045558468,-0.382242949461488,23
pernonche,23,0,813.652173913043,248.706948525889,-0.144131485426308,23
brolaient,25,0.08,900.08695652174,259.697186081209,0.365147233086767,23
chacepte,25,0.08,761.652173913043,129.985526710285,-0.281153644012881,23
arbante,21,0.047619047619048,777.65,164.361051539463,-0.091813697102677,20
firise,21,0,797.047619047619,203.864287257596,-0.050522785077691,21
pourbouvages,23,0.173913043478261,872.277777777778,278.253968959708,0.548369011687939,18
coutorte,24,0.083333333333333,784.190476190476,204.461883745509,-0.273893952280456,21
ésume,23,0,724.478260869565,163.725898869038,-0.120860490549832,23
maduinua,24,0,711.291666666667,155.309362848496,-0.499968290869529,24
vuille,23,0.043478260869565,690.045454545455,126.448738822432,-0.743473985416879,22
restoir,21,0.095238095238095,780.78947368421,234.356466128789,-0.169421816829493,19
méfletements,25,0.04,959.666666666667,263.232660081027,0.600042855803739,21
cablietait,19,0.052631578947369,877.411764705882,258.477044150813,0.570709992117428,17
ferfémain,25,0,761.84,190.249765659076,-0.297913113930209,25
conssulsi,25,0,784.96,224.646292350145,0.080259370279327,25
égarcé,20,0.3,959.833333333333,207.728771296232,0.709582285832834,12
écondais,23,0.043478260869565,839.272727272727,309.77060357598,0.289216506819527,22
concoucrisait,24,0.041666666666667,909.315789473684,247.709519090311,0.594380885404131,19
anfédain,23,0,702.608695652174,181.540814126399,-0.557584958628602,23
sasaque,24,0,741.541666666667,217.602545374872,-0.528069766916469,24
jamanda,22,0,710.904761904762,164.317651140072,-0.271119778143176,21
vennait,25,0.64,855.888888888889,215.363903918719,0.680037385514547,9
soche,21,0.047619047619048,773.4,158.255090547541,-0.006158833430543,20
ébi,21,0,839.238095238095,278.067420738551,-0.029865496225528,21
iège,23,0,785.695652173913,251.455659344945,-0.048239179246394,23
prétéles,20,0.05,720.842105263158,149.163692021698,-0.166076781332509,19
garlimer,24,0.041666666666667,863.454545454545,294.554664224572,0.208560236336609,22
peuge,22,0.090909090909091,727.3,179.804894260418,-0.247727727491596,20
bâlà,22,0.045454545454545,795.333333333333,143.591550354933,-0.012625615922296,21
oudénait,22,0.090909090909091,748.85,288.828172375713,-0.489036563933259,20
hatavec,21,0,688.142857142857,125.613409202316,-0.588016580710049,21
irmancer,22,0,855.954545454545,231.171236732948,0.394089376373104,22
toivorant,23,0.043478260869565,708.545454545455,143.529232885293,-0.520207179780359,22
tordiment,18,0.166666666666667,880.571428571429,240.57358199031,0.455674816265952,14
falsitait,22,0.136363636363636,940.705882352941,306.849059943542,0.317411435075071,17
penir,20,0.15,917.333333333333,210.548150810032,0.593631377116081,15
maintivais,22,0,830.318181818182,218.196369915166,0.226064771597344,22
oterprès,23,0,663.347826086957,119.384256878844,-0.497965901191757,23
parpivec,24,0,797,268.91246353317,-0.140548936188699,24
saltancles,23,0,776.304347826087,290.854764566693,-0.288738270601849,23
bronfouit,25,0.04,841.625,253.70212120585,0.252783483792728,24
ferner,23,0.086956521739131,829.095238095238,151.105891599866,0.143090680933205,21
ichecer,23,0,687.260869565217,107.469749397554,-0.534097669718397,23
logne,24,0.083333333333333,765.954545454545,217.905500984503,-0.318094021293098,22
hombarsait,21,0,803.95238095238,212.985087785619,0.20900918690861,21
vivamais,25,0,852.4,206.042269126184,0.198640090409671,25
soile,23,0.130434782608696,808.65,230.603162209569,-0.024527916534701,20
forcienrain,22,0,835.636363636364,287.839496521196,0.091601935260141,22
raisant,22,0.181818181818182,979.388888888889,322.573500769503,0.918115558300255,18
viteme,24,0,705.125,104.840380745124,-0.567121809420056,24
inducte,23,0.304347826086957,810.5,185.826801081007,-0.000988218665505,16
denare,20,0,675.5,125.91789304731,-0.688552516381253,20
citiries,21,0,816.619047619048,190.609411150257,-0.015301688998706,21
matarere,22,0,810.2,232.676554356833,-0.204573800597599,20
matice,24,0.333333333333333,905.3125,271.6789082109,0.797062506578038,16
piètrepreprisée,22,0,768.55,161.433536918774,0.357228797910224,20
naise,23,0.260869565217391,929.882352941176,254.509302961832,0.270743615535651,17
ascinvait,22,0,740.272727272727,171.933315372748,-0.344085199448173,22
coprester,24,0.041666666666667,779.217391304348,238.400342533643,-0.266059351756836,23
écé,24,0,644.125,102.937005852672,-0.670678663698314,24
froncritiel,21,0,819.095238095238,215.293730694116,0.08316104528979,21
alessuité,25,0,835.791666666667,230.188576599929,0.042787289015806,24
teliver,23,0,706.478260869565,124.713442289703,-0.552918892779763,23
rovis,24,0.041666666666667,785.434782608696,209.865720291237,-0.381509906099779,23
restrer,22,0.318181818181818,873.357142857143,199.985232971321,0.31203960446316,14
rentecienterre,24,0,713.545454545455,182.200237120939,-0.136612528824162,22
tratames,24,0,790.333333333333,190.389912654478,-0.080386527809871,24
scousait,22,0,824.272727272727,335.384524420521,0.222837248114729,22
ouconche,24,0,697.458333333333,151.21277239781,-0.580212390772013,24
plou,25,0.04,892.583333333333,216.97964574279,0.100894705471883,24
acriflicienson,22,0,925.772727272727,353.091642201012,0.47706725190262,22
coltiense,20,0,731.75,116.580613627156,-0.487352624925907,20
drot,22,0,730.954545454545,138.343766883434,-0.259507087874092,22
aterçut,20,0,784.65,204.230848486912,-0.032472946672055,20
rouporne,21,0,717.666666666667,168.494015719649,-0.415197128296894,21
repopaune,23,0,790.521739130435,200.746531627509,-0.136029571891036,23
semplinuaient,22,0,965.09090909091,210.634395303446,0.72088842779844,22
siètrener,21,0,752.095238095238,178.922023452091,-0.227818095183064,21
léprise,22,0.090909090909091,781.7,112.190674159758,-0.120217123976201,20
phoueux,23,0,714.565217391304,116.275857764259,-0.410742361328805,23
cailmarlé,25,0,846.12,242.977763042903,0.163975590436713,25
paverpier,23,0,823.565217391304,235.341111442897,0.131790809330487,23
sortenfenche,20,0,731.5,123.038932648851,-0.357186391408965,20
chrouage,21,0,736.714285714286,111.326161730809,-0.291907169300618,21
podinra,20,0,686.1,140.366775196082,-0.508018820504996,20
cutentout,22,0,700.090909090909,260.510836826217,-0.556087350099648,22
tagne,23,0.130434782608696,776.947368421053,190.765555266205,-0.113634330051136,19
froueur,22,0.136363636363636,779.368421052632,141.706743557216,0.235117398850628,19
engarchit,24,0.041666666666667,950.636363636364,287.933118135932,0.679880026436613,22
rituos,21,0.047619047619048,684.7,192.336081953056,-0.654071918103252,20
marnoucullente,21,0,959.5,316.532612438027,0.533106196599951,20
veudilesonteur,24,0,823.916666666667,292.996500449002,0.055498683062209,24
hince,24,0.041666666666667,704.521739130435,168.352678938973,-0.445051873976567,23
gide,22,0,931.954545454545,280.506765434535,0.480133085339409,22
fatitait,21,0.095238095238095,905.78947368421,286.270380923616,0.809786328256972,19
rétetersait,24,0.125,937.105263157895,214.137259910253,0.519563185760891,19
suicontrataient,24,0.083333333333333,902.6,231.053741754916,0.648902051421147,20
conjuse,20,0,790.75,202.841103225886,0.026330967360164,20
leccores,22,0,725.681818181818,215.723011635101,-0.525312882312206,22
témiète,22,0,737.285714285714,292.272500050406,-0.481710323349882,21
souptidans,22,0,814.045454545455,189.168978951102,0.048101863146541,22
revenne,23,0.173913043478261,826.705882352941,239.884546372282,0.041988657388745,17
temnée,22,0.090909090909091,716.65,93.0089271323769,-0.237032140916829,20
tiplige,25,0.04,694.608695652174,118.287684416363,-0.624362531998561,23
deprenroter,22,0,842.40909090909,233.072778147556,0.194058552787519,22
cirtroujet,23,0,805.217391304348,223.24262311374,-0.044663310326388,23
soutuse,23,0,731.391304347826,168.134886091342,-0.228211306509972,23
plaisondeta,19,0,882.473684210526,239.991057338267,0.424866012108949,19
rapemetres,23,0.043478260869565,843.181818181818,208.463685626797,0.029686868105141,22
pourgarcoles,23,0,828.782608695652,198.945619916083,0.022223095515421,23
albus,18,0.055555555555556,887.705882352941,229.213264424717,0.400165515690771,17
fosait,22,0.136363636363636,814.578947368421,233.80459927742,0.211113204801286,19
sonoce,25,0.04,757.708333333333,182.768201774023,-0.439888910224862,24
soulaque,21,0.19047619047619,879.375,269.489115426455,0.374930766624353,16
chatentin,23,0,788.260869565217,160.408347490597,0.095667893383828,23
tracrure,22,0.090909090909091,746.65,171.881928568483,-0.346767623314185,20
garbougé,22,0.090909090909091,821.75,152.27394807766,0.106027051800856,20
nifitubli,23,0,760.260869565217,290.954888317026,-0.420979338206271,23
iritinct,23,0.043478260869565,837.272727272727,259.148088169162,0.235270644199445,22
adée,23,0.086956521739131,820.047619047619,288.038100985004,-0.049183827249191,21
guernaté,21,0,756.571428571429,209.535097639649,-0.293490717895893,21
rethotié,24,0,807.958333333333,211.403278154556,0.043730381581325,24
garmireuil,25,0.04,719.125,198.258573475453,-0.338898327889014,24
heupépale,21,0,714.47619047619,205.354722138942,-0.442769694735378,21
premionta,23,0,740.173913043478,170.870406016296,-0.231401153232475,23
efincotions,23,0.043478260869565,797.045454545455,232.338725893432,0.031413391004273,22
pavete,22,0.136363636363636,753.631578947368,169.944177281285,-0.251871848809214,19
nobiles,24,0.083333333333333,883.428571428571,187.730810318544,0.611178088158344,21
voumait,25,0.04,819.958333333333,169.828168700183,0.062226736810897,24
déglitant,24,0.083333333333333,918.545454545455,286.485057745929,0.657245875215488,22
beauconte,23,0.043478260869565,847.15,243.47533647925,0.234384341834051,20
orprotament,19,0,880.842105263158,246.124237633918,0.416352913353579,19
jeuvéte,24,0.041666666666667,684.782608695652,111.725701658424,-0.667786472918135,23
listroutame,22,0,770.090909090909,218.615537523647,-0.200789572704758,22
veilsi,23,0,674.826086956522,169.784262086254,-0.743739694179312,23
acepticlure,22,0.090909090909091,1073.94444444444,306.391804571364,1.40150861597718,18
reporvez,19,0,749.166666666667,125.201602132204,-0.014571429928891,18
bersait,24,0.333333333333333,828.933333333333,240.559902449819,0.352867109996312,15
sousiston,22,0,783.363636363636,171.437214789318,-0.323337822148173,22
impelé,22,0.136363636363636,852.421052631579,183.311003424803,0.22284679961041,19
octenquevoir,20,0,838.421052631579,228.095817047104,0.028553301938607,19
aseaux,24,0.041666666666667,756.391304347826,241.975156337557,-0.189690682783808,23
patoigner,21,0.047619047619048,890.95,250.136904619513,0.516793788136663,20
limére,23,0.086956521739131,815.238095238095,246.822183922334,-0.018050978871875,21
exismete,21,0,804.238095238095,221.770806185554,0.055157769590187,21
sitourlit,23,0,750.086956521739,178.077335866772,-0.401826237542248,23
atripavait,24,0.041666666666667,816.086956521739,236.320066674507,0.153859066067149,23
soivetes,21,0,700.095238095238,94.1137103518423,-0.590078817509967,21
parrislors,24,0,739.875,171.837970319363,-0.310593887662073,24
ditriracicoches,24,0,904.521739130435,280.622987065503,0.450770163439009,23
infites,23,0.086956521739131,872.47619047619,243.150081029725,0.625932692799767,21
carcavie,24,0,864.625,260.965567027363,0.196494037924735,24
caporte,23,0.043478260869565,821.954545454545,223.119544569343,0.350583814564458,22
reculment,22,0.272727272727273,1051,316.051758871414,1.37753644528704,15
choplentons,23,0,792.869565217391,260.52923485367,0.051559135422924,23
réunonce,20,0.1,903.611111111111,368.879565694453,0.330700221147225,18
atemansion,21,0.047619047619048,933,339.107342111144,0.21714446842998,20
ritacoumit,25,0,786.64,210.929861960479,-0.211202072907133,25
intigare,22,0.045454545454545,781.809523809524,276.915261234844,-0.180187588962314,21
légarvait,22,0.090909090909091,892.105263157895,329.710461320374,0.42440250219321,19
comra,22,0,731.272727272727,151.666985395222,-0.456893917460225,22
dreintre,23,0,775.347826086957,222.547565640094,-0.101991078470611,23
chancordes,20,0,857.157894736842,326.198178201516,0.115441547282168,19
cherclaprit,23,0,785.217391304348,235.82851175488,-0.333062632542423,23
quindasment,23,0,812.260869565217,321.384535662259,0.102521507837034,23
gondio,21,0,698.666666666667,172.240626256796,-0.576378098314841,21
placrévec,22,0,699.227272727273,254.620152536915,-0.649425373325782,22
debice,21,0.095238095238095,748.473684210526,193.400094341311,-0.280049079393916,19
respos,24,0.291666666666667,895.176470588235,310.417105539892,0.348005875417875,17
phrience,21,0,733.9,167.844508243101,-0.498495078430341,20
déterte,20,0.1,860.722222222222,179.468432602097,0.559287009917594,18
guerroudidoxe,20,0,901.78947368421,307.641490293016,0.228000979392455,19
cherlop,19,0,676.315789473684,221.048776073311,-0.547793579537216,19
aure,23,0.304347826086957,830.9375,220.452101751529,0.285751618323006,16
salse,24,0.291666666666667,937.470588235294,274.19544070951,0.284442414464817,17
paietion,23,0,831.347826086957,316.430174502952,0.152534604192887,23
hivirait,23,0.043478260869565,932.045454545455,227.399894725596,0.183452068688869,22
guertonche,23,0.043478260869565,744.727272727273,213.039048917414,-0.315420600742964,22
gaune,23,0,811.217391304348,288.285993813867,-0.18779474540618,23
forbra,25,0.08,791.782608695652,171.333262843272,-0.287013692449864,23
bitanlèceau,21,0,780.761904761905,173.201011764338,-0.173853188468482,21
pretirisiers,24,0.041666666666667,920.363636363636,327.017917880227,0.338929360851647,22
técatait,24,0,759.25,147.192346800103,-0.15667727382103,24
gigarlon,21,0,789.380952380952,258.557822583359,-0.200821040015832,21
nans,25,0.04,765.458333333333,178.335292214624,-0.420146348850751,24
aredez,22,0,766.363636363636,138.955472640063,-0.202073466771514,22
telenne,24,0,722.708333333333,260.988002250756,-0.584291473522836,24
princoras,22,0,805.454545454545,161.54513663008,-0.115239996251511,22
faibranques,23,0,791.173913043478,205.572515888038,-0.025215725897228,23
chainudat,24,0,748.166666666667,193.0890010302,-0.30151811940868,24
batreau,19,0.052631578947369,818.388888888889,181.674932353783,0.110703951919322,18
ativiasi,22,0,752.809523809524,243.272402678072,-0.484452171553424,21
afaigue,21,0,754.238095238095,228.843812405296,-0.238829611497374,21
insurtene,22,0,728.181818181818,239.506961100475,-0.209152116160222,22
rénorbier,24,0,761.75,184.546977641255,-0.127841538074512,24
égusclats,23,0,760.130434782609,178.509308223772,-0.174537670134355,23
surtésait,23,0,824.636363636364,236.516896699247,0.217653654366177,22
mentrouthéon,21,0,889.380952380952,335.559305665999,0.328951290778302,21
liparpadial,21,0,772.095238095238,269.29740153999,-0.14553769172032,21
jorde,23,0.086956521739131,745.809523809524,211.702059283234,-0.108997780312725,21
anasonre,23,0,747,231.896920674212,-0.324811375496963,23
tetions,22,0.318181818181818,883,235.430001729358,0.216245266536709,15
juve,23,0.217391304347826,873.611111111111,181.568052025514,-0.054473509442683,18
comtefatails,23,0,845.142857142857,191.195001428982,0.17670188171126,21
uleil,23,0,646.521739130435,162.237443712272,-0.74257781181658,23
fleugne,21,0.047619047619048,730.95,161.831450654848,-0.466864852771283,20
asanuler,23,0,743.347826086957,175.74894508817,-0.008955327593734,23
jamaient,24,0.375,1042.26666666667,227.055835381856,1.19462413947372,15
aritenles,25,0.04,723.416666666667,209.274713706892,-0.313480442967432,24
adicéente,21,0,863.047619047619,234.569920533404,0.234424382998437,21
proxitentrément,24,0,1138.80952380952,374.802430494737,1.43630044082939,21
tranciguemier,21,0,813.666666666667,267.552860820686,0.158041041788991,21
envaitir,22,0.045454545454545,878.714285714286,268.808694587274,0.402704760305538,21
fourtancelard,24,0,891.333333333333,283.046265486399,0.13194243260693,24
dichiletait,24,0.041666666666667,932.304347826087,324.675843206813,0.59156302699822,23
sorgnoge,22,0,798.181818181818,242.327923506191,-0.069662764844795,22
sogarsain,23,0.043478260869565,855.59090909091,265.589848323439,0.128874287315315,22
soudennouge,24,0,753.478260869565,189.984896424861,-0.383725047943691,23
imarvait,20,0,812.15,192.629799028303,-0.040682426939817,20
hertir,23,0.086956521739131,830.142857142857,203.15272228407,0.090211215867036,21
faimairée,23,0,813.173913043478,222.236698584254,0.127233012827273,23
augnons,22,0,788.636363636364,199.519791464775,-0.247668054686361,22
planonvent,19,0,742.105263157895,186.319884647894,-0.321421393452573,19
jasotaient,22,0,776.55,160.560359202913,-0.160920199876303,20
acument,21,0.142857142857143,755.058823529412,187.348095329335,-0.40592784429628,17
culteur,23,0.434782608695652,1094.75,230.869158143348,1.54125944355833,12
éthoumais,22,0.045454545454545,831.428571428571,149.606340583737,0.179318971147139,21
tenvertin,22,0.181818181818182,726.64705882353,164.434615112083,-0.279690206647726,17
estoituser,22,0,801.809523809524,185.910090916986,-0.031543634663115,21
paschamenles,24,0,772.375,177.516395446094,-0.270661625536815,24
rouiltes,25,0,775.04,177.772204426526,-0.119719660406988,25
inciviers,23,0.043478260869565,874.545454545455,297.648038761143,0.19487550774554,22
cherduinant,23,0.043478260869565,788.545454545455,265.161536978199,-0.232110885651919,22
misi,24,0.041666666666667,709.130434782609,237.043782750595,-0.506854113192701,23
carvertion,22,0,814,186.783041954843,0.322379379261447,22
quingetrément,20,0,876.45,316.747861705074,0.227814048664386,20
frone,24,0.083333333333333,758.636363636364,197.275863282273,-0.153080041906968,22
ovaient,24,0,807.304347826087,158.898033279953,0.031738126396085,23
coutissent,23,0.260869565217391,1034.82352941176,285.105514523597,1.04077629405505,17
teintre,23,0.391304347826087,1057,252.173881809094,1.21240628033553,13
loce,22,0.045454545454545,752.1,178.937772188517,-0.273286058740224,20
visonnoieles,24,0,912.916666666667,265.469709508762,0.652254015580235,24
couvoter,24,0.125,886.095238095238,212.63181905865,0.356722679306129,21
fastenve,22,0,741.5,212.419116259298,-0.361282075952788,22
badain,24,0.25,928.777777777778,263.538936861007,0.622863669699905,18
trafaineurs,20,0,921.2,190.712955980834,0.440806887601122,20
cinveau,23,0.043478260869565,821.227272727273,132.281421442599,-0.094488326927942,22
ortrare,22,0,660.818181818182,128.494074854552,-0.578244354418078,22
regiracte,24,0,751.375,202.439644789771,-0.352785502566471,24
guergame,23,0.043478260869565,699.818181818182,121.728674230315,-0.488708097954319,22
attodant,22,0,761.727272727273,180.647824132029,-0.20449519912962,22
nousagueil,21,0,676.52380952381,137.054594613832,-0.566167839618967,21
cimat,23,0.086956521739131,784.619047619048,138.419462573179,0.036480416053635,21
aibiviente,22,0.045454545454545,799.666666666667,190.042188298634,0.05672409107868,21
beaudait,24,0.166666666666667,903.65,240.810096614695,0.314735978891611,20
ressapurait,22,0.045454545454545,911.52380952381,217.775944274757,0.604616517618206,21
pavangouts,25,0.08,706.347826086957,165.204173592352,-0.207816462925361,23
détrousins,23,0.043478260869565,891.863636363636,235.117862126443,0.364515039222661,22
trimmellui,22,0,677.714285714286,154.831244539706,-0.655398690487503,21
créré,22,0.090909090909091,923.1,307.151754023968,0.409058304559824,20
plaprede,22,0,773.272727272727,180.734791711682,-0.512554596807264,22
préliphies,23,0.043478260869565,917.761904761905,256.168285461316,0.42673195001962,21
heugarce,25,0,737.12,212.474374925542,-0.406680205959712,25
elsislors,18,0,619.055555555556,127.132386868373,-0.774027205827242,18
laiscémule,22,0,798.40909090909,193.435521210043,-0.295446288713789,22
mutités,23,0.347826086956522,1020.2,173.035999557483,1.46047796301689,15
diberpo,24,0,707.041666666667,155.172969174141,-0.704499960926037,24
cameté,23,0,751.521739130435,173.69876473241,0.041752154827697,23
blourd,22,0.045454545454545,749.714285714286,132.043607515526,-0.031393162478011,21
schétait,22,0,823.136363636364,187.670251709277,0.009990314168062,22
âneux,19,0.210526315789474,972,254.011507916169,0.969291390283716,14
lugacoser,21,0,799.190476190476,244.057701998445,-0.088646246930285,21
exgea,21,0.047619047619048,794.1,180.232861072908,0.23423872541983,20
alsennait,24,0.041666666666667,801.95652173913,217.969029964615,-0.222916899335823,23
somité,24,0.25,777.117647058824,152.65806658712,-0.207668655955296,17
avermacrit,23,0,810,206.710381495903,-0.01106298455907,23
ritue,19,0.052631578947369,812.882352941176,255.577503497702,-0.073010544274863,17
caupait,24,0.125,842.5,182.891828829589,0.172328176697247,20
aincre,25,0,832.8,211.249654832065,-0.033068383945219,25
prosimain,22,0.045454545454545,726.857142857143,182.535554266638,-0.479028637998506,21
doctinvement,23,0.043478260869565,832.761904761905,234.735575650966,0.023167893272192,21
éfentré,23,0.086956521739131,825.285714285714,205.235022073998,0.196008744325558,21
lencigne,21,0,702.52380952381,204.886461008925,-0.66109796752169,21
garsisme,22,0.045454545454545,839,218.320864783923,0.178225150519781,21
fatait,23,0.173913043478261,869.105263157895,249.955528208262,0.318772575035522,19
patualip,21,0,664.285714285714,149.548367713306,-0.698851839051975,21
donsion,21,0,707.619047619048,171.982695696537,-0.565340938734377,21
gaveume,20,0.05,778.368421052632,217.511228452519,-0.185643606273513,19
déversi,23,0.130434782608696,896.25,263.114318760576,0.438308650556013,20
jampoments,20,0,769.25,162.383521007326,-0.261725000490176,20
exactastion,23,0.304347826086957,1034.73333333333,308.201572876923,0.873124195515018,15
caisser,23,0.782608695652174,1540.75,259.160664453539,2.09247540846174,4
coutésuireur,24,0,940.833333333333,314.366674119731,0.537384940763518,24
orplaumet,20,0.05,704.157894736842,141.592240511616,-0.533551543798072,19
mamanter,22,0,889.090909090909,292.835059879059,0.518117912178796,22
preuchondamier,24,0.041666666666667,861.809523809524,222.200274312976,0.181288252050352,21
versastoités,19,0,854.388888888889,287.970615104039,0.151656203704612,18
hatiment,24,0.083333333333333,990.272727272727,272.784439895956,0.839511374955551,22
manamance,25,0.04,959,242.466133896997,0.59944029253879,24
aussisme,23,0,810.434782608696,227.145493239056,0.120783506259592,23
aplivec,22,0,690.727272727273,174.653720481191,-0.49692451777043,22
gueureser,23,0,889.130434782609,282.88470255691,0.358140929076375,23
aptrounait,24,0.041666666666667,843.869565217391,294.04719849152,0.005847084173462,23
contionvec,21,0,757.904761904762,222.721104694168,-0.086141059200487,21
brarais,23,0.086956521739131,735.095238095238,177.462081798311,-0.319404817067132,21
ambétre,23,0.043478260869565,762.545454545455,193.547269302735,-0.074106679265855,22
refeccich,22,0,686.272727272727,173.7809737567,-0.501804523701253,22
clars,24,0.041666666666667,715.782608695652,106.330084907902,-0.316025335203825,23
mailtende,21,0,839.761904761905,282.423778170661,0.088481539884598,21
letent,24,0.083333333333333,772.47619047619,124.391164898323,-0.141779540990007,21
nofitait,23,0.130434782608696,781.894736842105,162.630766098765,0.197644946090515,19
ganoeulemant,23,0,748.173913043478,121.794033356585,-0.121132123266889,23
soutuseau,19,0,729.421052631579,176.087199291675,-0.136191490318819,19
insprès,23,0.043478260869565,845.045454545455,238.095314502152,0.169501689622459,22
éproqua,20,0.05,847.388888888889,219.920611047257,0.458307150755987,18
dri,24,0,720.833333333333,125.788873036172,-0.582211000436472,24
rétires,23,0.434782608695652,894.454545454545,304.560786588281,0.73438253741889,11
herrécime,20,0,807.95,250.810365562678,0.131195575827163,20
calitions,22,0.045454545454545,871.142857142857,145.42911871915,0.335523979072116,21
luif,21,0.095238095238095,838.947368421053,246.744688940751,0.052736248522059,19
naguenes,25,0.04,793.416666666667,276.566827629287,-0.187181030460946,24
dontrese,22,0.045454545454545,732.52380952381,176.522695154934,-0.467452844566764,21
igre,24,0.041666666666667,796.869565217391,212.912765821597,-0.112320624831206,23
pugistions,23,0,829.217391304348,238.068736545054,0.039241934874167,23
surplasait,22,0.227272727272727,938.928571428571,182.362472643281,0.847914413400295,14
sacotire,23,0,816.565217391304,193.117916424833,-0.068087170506584,23
hurée,21,0.095238095238095,859.5,211.530070174988,0.232469208875005,18
aucestat,23,0,743.521739130435,161.741901459538,-0.24425283461238,23
dinirs,23,0,731.95652173913,152.09640431494,-0.393099545176586,23
milénercapas,19,0,765.894736842105,241.30430183043,-0.228392628358948,19
poperpriéraient,22,0.181818181818182,1011.52941176471,346.099537280653,0.851323956611686,17
lilete,21,0,757.52380952381,215.522764237938,-0.416237697211851,21
ouriplimains,19,0,830.052631578947,243.676350396771,0.044607950495546,19
instre,20,0.05,704.684210526316,118.429563047023,-0.448377938873596,19
immencher,24,0.041666666666667,839.136363636364,222.698877507926,0.410988722462886,22
douperession,23,0.043478260869565,902.714285714286,157.672173466704,0.658219160248396,21
rébliton,21,0.095238095238095,896.421052631579,208.152005298872,0.538633049171563,19
matcharme,20,0,776.4,209.847664045286,-0.138185707077398,20
asmetennes,22,0.045454545454545,690.190476190476,106.179385498137,-0.358766606420593,21
foetroulévoir,20,0,818.15,253.453468167859,0.143135407862049,20
milicuer,23,0.043478260869565,775.136363636364,173.326637816071,-0.13034005528528,22
frèmu,23,0,744.695652173913,187.567547780092,-0.280641807362614,23
trote,23,0.391304347826087,797.5,271.631750155072,0.189700109552456,14
