,word,len,freq,nb,cat
1833,armageddon,10,6817,0,NN
1834,armament,8,462,0,NN
1835,armaments,9,358,0,NN
1836,armature,8,237,0,NN
1837,armband,7,111,0,NN
1838,armchair,8,611,0,NN
1839,armchairs,9,39,0,NN
1842,armful,6,22,1,NN
1843,armhole,7,27,0,NN
1844,armies,6,3352,0,NN
1845,armistice,9,192,0,NN
1846,armload,7,28,0,NN
1847,armoire,7,47,0,NN
1848,armor,5,13211,2,NN
1850,armory,6,117,0,NN
1852,armpit,6,526,0,NN
1853,armpits,7,443,0,NN
1856,armstrong,9,3507,0,NN
1857,army,4,34024,2,NN
1859,arnold,6,578,0,NN
1861,aroma,5,801,0,NN
1862,aromas,6,60,0,NN
1875,arraignment,11,189,0,NN
1878,arrangement,11,6832,0,NN
1879,arrangements,12,7502,0,NN
1884,arrears,7,204,0,NN
1889,arrival,7,6175,0,NN
1890,arrivals,8,545,0,NN
1895,arrogance,9,2453,0,NN
1898,arrow,5,7324,0,NN
1900,arrowhead,9,279,0,NN
1901,arrowheads,10,89,0,NN
1902,arrowroot,9,57,0,NN
1904,arroyo,6,167,0,NN
1906,arsenic,7,453,0,NN
1907,arson,5,752,2,NN
1908,art,3,62513,11,NN
1909,artemis,7,730,0,NN
1911,arteries,8,454,0,NN
1913,arteriosclerosis,16,39,0,NN
1914,artery,6,448,0,NN
1918,artfulness,10,3,0,NN
1920,arthritis,9,1665,1,NN
1921,arthur,6,11953,0,NN
1923,artichoke,9,181,0,NN
1924,article,7,861595,0,NN
1925,articles,8,64285,1,NN
1928,articulation,12,421,0,NN
1929,articulations,13,20,0,NN
1930,artifact,8,43646,0,NN
1931,artifacts,9,8408,0,NN
1935,artillery,9,5024,0,NN
1936,artisan,7,211,0,NN
1937,artisans,8,1696,0,NN
1938,artist,6,17005,0,NN
1939,artiste,7,120,1,NN
1942,artistry,8,491,0,NN
1943,artists,7,16884,1,NN
1946,arts,4,22653,8,NN
1951,asbestos,8,865,0,NN
1953,ascendancy,10,224,0,NN
1957,ascension,9,802,0,NN
1958,ascent,6,943,3,NN
1962,ascetic,7,146,0,NN
1963,asceticism,10,55,0,NN
1967,ascription,10,18,0,NN
1970,ash,3,3594,6,NN
1973,ashcan,6,304,1,NN
1975,ashes,5,4878,4,NN
1976,ashley,6,2857,0,NN
1978,ashtray,7,254,0,NN
1979,ashtrays,8,106,0,NN
1981,asia,4,13885,2,NN
1983,asians,6,3736,0,NN
1997,asp,3,366,9,NN
1998,asparagus,9,285,0,NN
1999,aspect,6,15514,0,NN
2000,aspects,7,22609,0,NN
2001,aspen,5,880,1,NN
2002,asphalt,7,1271,0,NN
2004,asphyxiation,12,190,0,NN
2006,aspiration,10,358,0,NN
2007,aspirations,11,1198,0,NN
2011,aspirin,7,1239,0,NN
2015,assailant,9,351,0,NN
2016,assailants,10,230,0,NN
2019,assassin,8,7479,0,NN
2022,assassination,13,4132,0,NN
2023,assassins,9,1132,0,NN
2031,assemblage,10,195,0,NN
2032,assemblages,11,34,0,NN
2035,assemblies,10,943,0,NN
2037,assembly,8,17309,1,NN
2038,assemblyman,11,143,1,NN
2044,assertion,9,6547,0,NN
2045,assertions,10,3006,0,NN
2047,assertiveness,13,89,0,NN
2053,assessment,10,6198,0,NN
2054,assessments,11,878,0,NN
2055,assessor,8,74,0,NN
2056,assessors,9,56,0,NN
2058,asset,5,4255,2,NN
2059,assets,6,729,1,NN
2060,asshole,7,8181,0,NN
2063,assignation,11,19,0,NN
2065,assignee,8,389,1,NN
2067,assignment,10,8029,0,NN
2068,assignments,11,507,0,NN
2072,assimilation,12,649,0,NN
2074,assistance,10,20429,0,NN
2075,assistant,9,14971,0,NN
2076,assistants,10,1207,0,NN
2084,association,11,34963,0,NN
2085,associations,12,3666,0,NN
2088,assonance,9,10,0,NN
2091,assortment,10,1657,0,NN
2098,assumption,10,10821,0,NN
2099,assumptions,11,6767,0,NN
2100,assurance,9,4302,0,NN
2101,assurances,10,619,0,NN
2108,aster,5,205,8,NN
2109,asteria,7,8,0,NN
2110,asterisk,8,940,0,NN
2111,asterisks,9,463,0,NN
2114,asthma,6,1711,0,NN
2116,astigmatism,11,175,0,NN
2121,astonishment,12,511,0,NN
2130,astrodome,9,73,0,NN
2131,astrolabe,9,73,0,NN
2132,astrology,9,3214,0,NN
2133,astronaut,9,1002,0,NN
2134,astronomer,10,943,0,NN
2137,astronomy,9,599,0,NN
2138,astrophysics,12,1054,0,NN
2140,astuteness,10,11,0,NN
2142,asylum,6,1696,0,NN
2146,asymmetry,9,234,0,NN
2152,atheism,7,2435,1,NN
2155,atheists,8,2642,0,NN
2156,athena,6,1377,1,NN
2158,athenians,9,167,0,NN
2159,athens,6,517,1,NN
2160,athlete,7,1336,0,NN
2161,athletes,8,2587,0,NN
2164,athleticism,11,140,0,NN
2165,athletics,9,838,0,NN
2166,atlanta,7,21442,0,NN
2169,atlantis,8,5455,2,NN
2170,atlas,5,5318,0,NN
2171,atmosphere,10,10109,0,NN
2172,atmospheres,11,282,0,NN
2174,atoll,5,137,1,NN
2175,atom,4,341,1,NN
2178,atoms,5,2332,0,NN
2182,atonement,9,483,0,NN
2186,atrocities,10,2076,0,NN
2187,atrocity,8,489,0,NN
2191,attache,7,341,0,NN
2195,attachment,10,369,0,NN
2196,attachments,11,2698,0,NN
2199,attacker,8,2693,1,NN
2200,attackers,9,1283,0,NN
2208,attainment,10,426,0,NN
2209,attainments,11,43,0,NN
2216,attendance,10,3207,0,NN
2217,attendant,9,126,0,NN
2218,attendants,10,682,0,NN
2222,attention,9,45081,0,NN
2223,attentions,10,474,0,NN
2230,attic,5,1401,2,NN
2231,attire,6,806,0,NN
2233,attitude,8,20636,2,NN
2234,attitudes,9,5409,2,NN
2235,attorney,8,1459,1,NN
2236,attorneys,9,3447,0,NN
2241,attraction,10,4117,0,NN
2242,attractions,11,1834,0,NN
2247,attribute,9,5582,0,NN
2249,attributes,10,6452,1,NN
2251,attribution,11,1843,0,NN
2252,attrition,9,470,0,NN
2257,auctioneer,10,518,0,NN
2260,audacity,8,500,0,NN
2263,audience,8,20905,0,NN
2264,audiences,9,2032,0,NN
2270,audition,8,778,1,NN
2272,auditions,9,263,1,NN
2273,auditor,7,215,0,NN
2274,auditorium,10,1583,0,NN
2275,auditors,8,147,1,NN
2278,audrey,6,107,0,NN
2279,audubon,7,322,0,NN
2280,auger,5,202,8,NN
2281,aught,5,114,1,NN
2283,augmentation,12,298,0,NN
2287,august,6,20056,0,NN
2288,augusta,7,856,1,NN
2291,augustine,9,860,0,NN
2293,augustus,8,453,0,NN
2294,aunt,4,2845,6,NN
2295,auntie,6,402,0,NN
2296,aunts,5,429,4,NN
2298,aura,4,4923,3,NN
2301,aureole,7,42,1,NN
2302,aurora,6,2404,0,NN
2303,auschwitz,9,2291,0,NN
2304,auspices,8,727,0,NN
2307,aussie,6,1432,0,NN
2310,austerity,9,319,0,NN
2311,austin,6,19579,2,NN
2313,australia,9,35703,0,NN
2315,austria,7,6349,0,NN
2317,autarchy,8,2,0,NN
2321,authentication,14,3059,0,NN
2322,authentications,15,11,0,NN
2323,authenticator,13,23,0,NN
2324,authenticity,12,1523,0,NN
2327,authoritarianism,16,202,0,NN
2330,authorities,11,12622,0,NN
2331,authority,9,23585,0,NN
2333,authorization,13,3124,0,NN
2334,authorizations,14,147,0,NN
2341,authorship,10,865,0,NN
2342,autism,6,1248,0,NN
2344,auto,4,15581,1,NN
2348,autobiography,13,1229,0,NN
2349,autocracies,11,4,0,NN
2350,autocracy,9,95,0,NN
2351,autocrat,8,547,0,NN
2353,autocrats,9,92,0,NN
2354,autoerotism,11,0,0,NN
2355,autograph,9,1657,0,NN
2356,autoloader,10,202,0,NN
2361,automation,10,6798,0,NN
2362,automaton,9,410,0,NN
2363,automobile,10,3053,0,NN
2364,automobiles,11,1463,0,NN
2368,autonomy,8,1863,0,NN
2370,autopsy,7,1357,0,NN
2371,autos,5,1036,1,NN
2372,autumn,6,3168,0,NN
2374,auxiliaries,11,43,0,NN
2377,availabilities,14,57,0,NN
2378,availability,12,14245,0,NN
2382,avalanche,9,1654,0,NN
2383,avarice,7,388,0,NN
2387,avenue,6,20151,1,NN
2388,avenues,7,1162,1,NN
2394,aversion,8,636,0,NN
2399,aviary,6,810,1,NN
2400,aviation,8,4453,0,NN
2401,aviator,7,561,0,NN
2402,aviators,8,157,0,NN
2404,avidity,7,10,2,NN
2406,avocado,7,300,0,NN
2407,avocados,8,137,0,NN
2408,avocation,9,96,1,NN
2411,avoidance,9,1075,0,NN
2431,awareness,9,7758,0,NN
2441,awfulness,9,35,0,NN
2445,awkwardness,11,141,0,NN
2446,awl,3,111,4,NN
2447,awning,6,75,2,NN
2448,awnings,7,15,0,NN
2457,axiom,5,1277,0,NN
2459,axioms,6,1286,0,NN
2460,axis,4,4865,4,NN
2461,axle,4,1741,1,NN
2462,axles,5,708,0,NN
2464,ayes,4,81,11,NN
2465,azalea,6,161,0,NN
2466,azaleas,7,84,0,NN
2467,azerbaijan,10,1894,0,NN
2468,azimuth,7,346,0,NN
2472,babe,4,3163,10,NN
2473,babes,5,1334,7,NN
2475,baboon,6,388,0,NN
2477,babyhood,8,43,0,NN
2478,babylon,7,6287,0,NN
2482,baccalaureate,13,122,0,NN
2483,baccarat,8,148,0,NN
2485,bacchus,7,337,0,NN
2486,bach,4,3284,9,NN
2487,bachelor,8,2202,0,NN
2488,bachelors,9,1086,0,NN
2490,backache,8,33,0,NN
2491,backbend,8,10,1,NN
2493,backboard,9,112,1,NN
2494,backbone,8,4126,0,NN
2497,backdrop,8,908,0,NN
2499,backer,6,169,7,NN
2500,backers,7,374,5,NN
2502,backgammon,10,163,0,NN
2503,background,10,43848,0,NN
2504,backgrounds,11,3632,0,NN
2508,backlash,8,1808,1,NN
2510,backlog,7,608,0,NN
2511,backpack,8,1933,0,NN
2514,backscratcher,13,4,0,NN
2516,backside,8,1231,0,NN
2523,backstroke,10,156,0,NN
2524,backtalk,8,19,0,NN
2530,backwater,9,372,0,NN
2531,backwoods,9,170,0,NN
2532,backwoodsman,12,2,1,NN
2533,backyard,8,2135,1,NN
2534,backyards,9,119,1,NN
2535,bacon,5,3147,3,NN
2536,bacteria,8,4641,0,NN
2539,bacteriology,12,88,0,NN
2540,bacterium,9,358,0,NN
2543,badge,5,2039,4,NN
2546,badges,6,963,5,NN
2547,badlands,8,2777,0,NN
2549,badmen,6,3,3,NN
2550,badminton,9,242,0,NN
2551,badness,7,138,2,NN
2557,bagatelle,9,21,0,NN
2558,bagful,6,20,0,NN
2559,baggage,7,1875,0,NN
2562,bagpipe,7,367,0,NN
2565,bahamas,7,1392,0,NN
2566,bahrain,7,585,0,NN
2568,bailiff,7,78,0,NN
2570,bailment,8,0,0,NN
2571,bairn,5,6,2,NN
2576,baker,5,12645,8,NN
2577,bakery,6,544,1,NN
2580,baklava,7,63,0,NN
2585,balconies,9,88,1,NN
2586,balcony,7,1083,0,NN
2590,baldness,8,329,1,NN
2592,bale,4,557,25,NN
2594,bales,5,477,18,NN
2595,bali,4,592,13,NN
2598,balkans,7,1737,0,NN
2600,balkiness,9,0,1,NN
2603,ball,4,38502,20,NN
2604,ballad,6,985,1,NN
2605,ballade,7,66,1,NN
2606,ballads,7,612,1,NN
2607,ballast,7,547,0,NN
2609,ballerina,9,140,0,NN
2610,ballerinas,10,54,0,NN
2611,ballet,6,1669,8,NN
2612,ballets,7,86,6,NN
2613,ballfields,10,1,0,NN
2614,ballgowns,9,4,0,NN
2616,ballistics,10,320,0,NN
2619,balloonist,10,6,0,NN
2623,ballplayer,10,99,0,NN
2626,ballroom,8,1587,0,NN
2627,balls,5,13293,17,NN
2629,ballyhoo,8,42,0,NN
2630,balm,4,1511,9,NN
2632,balsam,6,129,1,NN
2633,balsams,7,29,0,NN
2635,baltimore,9,7629,0,NN
2637,bambi,5,707,1,NN
2638,bambino,7,94,0,NN
2643,banality,8,105,0,NN
2644,banana,6,2879,0,NN
2645,bananas,7,1408,0,NN
2647,bandage,7,331,1,NN
2649,bandages,8,260,1,NN
2651,bandanna,8,63,0,NN
2654,bandit,6,1965,1,NN
2655,banditos,8,36,0,NN
2656,bandits,7,1998,2,NN
2657,bandmaster,10,17,0,NN
2658,bandoleers,10,2,0,NN
2660,bandstand,9,93,1,NN
2661,bandwagon,9,1184,0,NN
2662,bandwidth,9,14252,0,NN
2663,bane,4,957,23,NN
2667,bangkok,7,2553,0,NN
2668,bangladesh,10,2629,0,NN
2669,bangle,6,41,6,NN
2670,bangles,7,192,7,NN
2676,banishment,10,328,0,NN
2677,banister,8,119,1,NN
2678,banisters,9,6,1,NN
2679,banjo,5,1022,0,NN
2682,bankbook,8,3,0,NN
2684,banker,6,1088,12,NN
2685,bankers,7,1558,11,NN
2687,banknote,8,99,0,NN
2690,bankruptcy,10,2319,0,NN
2693,banner,6,3113,8,NN
2694,banners,7,738,5,NN
2696,banquet,7,1564,0,NN
2697,banquets,8,145,0,NN
2699,banshee,7,2548,0,NN
2700,banshees,8,365,0,NN
2701,bantam,6,1071,0,NN
2702,bantamweight,12,11,0,NN
2706,baobab,6,22,0,NN
2707,baptism,7,1698,1,NN
2709,baptisms,8,105,1,NN
2710,baptist,7,1687,1,NN
2711,baptistery,10,1,0,NN
2712,baptists,8,279,2,NN
2717,barb,4,1355,9,NN
2718,barbados,8,629,1,NN
2719,barbara,7,11262,0,NN
2720,barbarian,9,2056,1,NN
2721,barbarians,10,1011,1,NN
2723,barbarism,9,262,0,NN
2724,barbarity,9,105,0,NN
2730,barbel,6,33,3,NN
2731,barbell,7,628,2,NN
2732,barber,6,2119,4,NN
2734,barbital,8,1,0,NN
2735,barbiturate,11,21,0,NN
2736,barbs,5,469,5,NN
2737,bard,4,1202,19,NN
2738,bards,5,255,11,NN
2745,barflies,8,10,0,NN
2752,baritone,8,637,0,NN
2755,barkeep,7,108,0,NN
2756,barker,6,2077,8,NN
2758,barley,6,1197,6,NN
2759,barleycorn,10,34,0,NN
2760,barmaid,7,139,0,NN
2761,barn,4,2575,16,NN
2762,barnacle,8,86,0,NN
2763,barns,5,323,12,NN
2765,barnstormer,11,17,1,NN
2766,barnyard,8,207,0,NN
2767,barnyards,9,9,0,NN
2768,barometer,9,426,0,NN
2770,baron,5,2933,6,NN
2771,baronage,8,8,0,NN
2772,baroness,8,281,2,NN
2774,barons,6,495,2,NN
2775,barony,6,618,1,NN
2777,barrack,7,69,0,NN
2778,barracks,8,805,0,NN
2779,barracuda,9,972,0,NN
2780,barrage,7,918,0,NN
2783,barrels,7,1878,1,NN
2785,barrette,8,42,0,NN
2786,barricade,9,199,0,NN
2787,barricades,10,177,1,NN
2788,barrier,7,7209,4,NN
2789,barriers,8,2539,3,NN
2791,barrow,6,565,8,NN
2792,barry,5,20538,10,NN
2794,bartender,9,1125,0,NN
2796,bartlett,8,738,0,NN
2797,basalt,6,3232,0,NN
2799,baseball,8,18372,0,NN
2800,baseballs,9,146,0,NN
2802,baseboard,9,122,0,NN
2805,baseline,8,1532,1,NN
2806,baseman,7,277,0,NN
2807,basement,8,4682,2,NN
2808,basements,9,216,2,NN
2815,basics,6,5364,1,NN
2816,basil,5,1883,5,NN
2817,basilica,8,88,0,NN
2819,basin,5,214,5,NN
2821,basis,5,48314,8,NN
2824,basket,6,2815,4,NN
2825,basketball,10,9831,0,NN
2826,baskets,7,537,3,NN
2827,basketwork,10,13,0,NN
2829,bass,4,17075,18,NN
2830,basses,6,928,11,NN
2831,basset,6,520,4,NN
2832,bassinet,8,57,0,NN
2833,bassoon,7,182,0,NN
2834,bast,4,427,17,NN
2835,bastard,7,4683,1,NN
2837,bastards,8,2966,2,NN
2841,bastion,7,517,0,NN
2843,batch,5,10263,11,NN
2844,bate,4,182,23,NN
2845,bath,4,5621,13,NN
2848,bathers,7,57,5,NN
2850,bathrobe,8,187,0,NN
2851,bathroom,8,6414,0,NN
2852,bathrooms,9,669,0,NN
2853,baths,5,1084,7,NN
2854,bathtub,7,988,0,NN
2855,bathtubs,8,79,0,NN
2856,batman,6,11544,2,NN
2857,baton,5,1688,4,NN
2859,battalion,9,1054,0,NN
2860,battalions,10,339,0,NN
2862,batten,6,170,6,NN
2863,battens,7,37,3,NN
2866,batteries,9,7541,1,NN
2870,battery,7,27473,2,NN
2873,battlefield,11,1729,0,NN
2874,battlefields,12,258,0,NN
2875,battlefront,11,36,0,NN
2876,battleground,12,1503,0,NN
2877,battlements,11,53,0,NN
2879,battleship,10,906,0,NN
2881,bauble,6,387,1,NN
2882,baubles,7,51,1,NN
2883,bauhaus,7,329,0,NN
2884,bavaria,7,529,0,NN
2892,bayonet,7,604,1,NN
2893,bayonets,8,178,1,NN
2894,bayou,5,3442,0,NN
2896,bazaar,6,237,0,NN
2897,bazaars,7,48,0,NN
2898,bazooka,7,495,0,NN
2900,beach,5,26666,7,NN
2901,beachcomber,11,38,0,NN
2902,beaches,7,3102,8,NN
2903,beachhead,9,90,0,NN
2905,beachwear,9,3,0,NN
2906,beacon,6,1778,1,NN
2909,beadle,6,28,1,NN
2910,beadles,7,109,1,NN
2911,beads,5,221,12,NN
2912,beadsman,8,0,2,NN
2914,beagle,6,853,1,NN
2915,beak,4,582,12,NN
2916,beaker,6,406,4,NN
2917,beakers,7,36,3,NN
2918,beall,5,77,1,NN
2922,bean,4,3575,16,NN
2923,beanpole,8,14,0,NN
2924,beans,5,4851,11,NN
2925,beanstalk,9,98,0,NN
2928,beard,5,3173,4,NN
2932,beards,6,384,2,NN
2933,bearer,6,905,7,NN
2935,bearings,8,4094,3,NN
2939,bearskin,8,24,0,NN
2940,beast,5,16393,6,NN
2942,beasts,6,3388,5,NN
2945,beater,6,305,9,NN
2947,beatings,8,739,2,NN
2948,beatnik,7,121,0,NN
2949,beatniks,8,46,0,NN
2950,beatrice,8,679,0,NN
2952,beau,4,1014,6,NN
2953,beaujolais,10,71,0,NN
2956,beautician,10,25,0,NN
2957,beauties,8,537,1,NN
2962,beauty,6,12714,1,NN
2966,bebop,5,266,0,NN
2969,beck,4,2083,9,NN
2970,becket,6,119,1,NN
2980,bedazzlement,12,1,0,NN
2981,bedbug,6,2,0,NN
2982,bedbugs,7,25,0,NN
2983,bedclothes,10,61,0,NN
2988,bedfellow,9,13,0,NN
2990,bedlam,6,235,0,NN
2991,bedouin,7,226,0,NN
2992,bedpan,6,25,0,NN
2993,bedpost,7,52,0,NN
2996,bedrock,7,344,0,NN
2997,bedroom,7,6735,0,NN
2998,bedrooms,8,813,0,NN
3001,bedside,7,555,0,NN
3003,bedspread,9,136,0,NN
3004,bedsprings,10,22,0,NN
3005,bedstead,8,28,0,NN
3006,bedtime,7,1245,0,NN
3007,bee,3,3288,21,NN
3008,beech,5,509,4,NN
3010,beefcake,8,97,0,NN
3011,beefeater,9,11,0,NN
3014,beefsteak,9,44,0,NN
3017,beeline,7,94,0,NN
3021,beer,4,24708,15,NN
3022,beers,5,4093,13,NN
3023,bees,4,5073,20,NN
3025,beeswax,7,197,0,NN
3026,beet,4,420,13,NN
3027,beethoven,9,2264,0,NN
3032,beetroot,8,61,0,NN
3033,beets,5,157,9,NN
3056,beggarwoman,11,0,1,NN
3057,beggary,7,12,1,NN
3061,beginner,8,3841,0,NN
3062,beginners,9,4393,0,NN
3065,beginnings,10,1258,0,NN
3068,begonia,7,46,0,NN
3074,beguilement,11,1,0,NN
3077,behalf,6,8393,0,NN
3082,behavior,8,29913,0,NN
3085,behaviors,9,3042,0,NN
3089,behemoth,8,325,0,NN
3092,beholder,8,1128,1,NN
3098,beings,6,1094,2,NN
3099,beirut,6,592,0,NN
3107,belfry,6,70,0,NN
3109,belgians,8,182,0,NN
3110,belgium,7,6626,0,NN
3111,belief,6,19406,3,NN
3112,beliefs,7,14753,1,NN
3117,believer,8,309,2,NN
3118,believers,9,3024,0,NN
3123,bell,4,24815,15,NN
3124,bellboy,7,81,0,NN
3125,bellboys,8,9,0,NN
3127,belles,6,204,1,NN
3128,bellflower,10,83,0,NN
3129,bellhop,7,35,0,NN
3130,bellhops,8,10,0,NN
3132,bellies,7,366,4,NN
3133,belligerence,12,48,1,NN
3134,belligerency,12,13,1,NN
3137,bellman,7,64,1,NN
3143,bells,5,2899,16,NN
3148,belongings,10,615,0,NN
3153,belt,4,1082,13,NN
3156,belts,5,2336,11,NN
3157,beltway,7,394,0,NN
3161,ben,3,22159,25,NN
3162,bench,5,536,6,NN
3164,benches,7,555,8,NN
3165,benchmarks,10,3736,0,NN
3171,benedict,8,921,1,NN
3173,benediction,11,147,0,NN
3174,benefaction,11,9,0,NN
3175,benefactor,10,210,0,NN
3177,benefice,8,12,0,NN
3178,beneficence,11,23,0,NN
3179,beneficent,10,178,0,NN
3181,beneficiaries,13,686,0,NN
3182,beneficiary,11,557,0,NN
3187,benevolence,11,378,0,NN
3189,bengal,6,877,0,NN
3191,benjamin,8,8638,0,NN
3194,benzene,7,235,1,NN
3195,beowulf,7,211,0,NN
3198,bequest,7,96,1,NN
3199,bequests,8,22,1,NN
3203,bereavement,11,167,0,NN
3204,bereavements,12,6,0,NN
3206,beret,5,436,4,NN
3207,berg,4,1871,4,NN
3208,berkeley,8,11934,0,NN
3209,berlin,6,7284,0,NN
3210,berliners,9,21,0,NN
3212,bermuda,7,1016,0,NN
3213,bern,4,765,13,NN
3214,bernard,7,5716,1,NN
3215,berries,7,612,2,NN
3216,berry,5,2897,11,NN
3218,bert,4,2389,12,NN
3220,bertha,6,424,2,NN
3229,besiegers,9,7,0,NN
3238,bestiality,10,686,0,NN
3240,bestowal,8,15,0,NN
3242,bestseller,10,279,0,NN
3247,beth,4,5137,5,NN
3248,bethlehem,9,845,0,NN
3251,betrayal,8,1436,0,NN
3253,betrayer,8,292,1,NN
3257,betrothal,9,48,0,NN
3262,betterment,10,420,0,NN
3265,betty,5,3316,5,NN
3273,beverage,8,1425,1,NN
3274,beverages,9,101,0,NN
3281,bewilderment,12,219,0,NN
3287,bhutan,6,288,0,NN
3290,bib,3,781,14,NN
3291,bible,5,2455,0,NN
3292,bibles,6,626,0,NN
3295,bibliographer,13,43,0,NN
3297,bibliographies,14,1069,0,NN
3298,bibliography,12,5133,0,NN
3299,bibliophile,11,74,0,NN
3300,bibliophiles,12,29,0,NN
3302,bicarbonate,11,189,0,NN
3305,biceps,6,365,0,NN
3308,bicycle,7,5038,0,NN
3309,bicycles,8,1412,1,NN
3310,bicyclist,9,156,0,NN
3312,bidder,6,29383,3,NN
3313,bidders,7,7027,2,NN
3316,bidet,5,40,0,NN
3320,bifocals,8,102,0,NN
3323,bigamist,8,33,0,NN
3324,bigamy,6,122,0,NN
3327,bighead,7,14,0,NN
3328,bigness,7,55,0,NN
3329,bigot,5,2055,2,NN
3331,bigots,6,1549,1,NN
3332,bigwig,6,53,0,NN
3335,bikini,6,1391,2,NN
3336,bikinis,7,261,0,NN
3339,bile,4,1616,16,NN
3340,bilge,5,323,3,NN
3343,bilk,4,108,6,NN
3346,billboard,9,1112,1,NN
3347,billboards,10,416,0,NN
3349,billfold,8,46,0,NN
3350,billhook,8,5,0,NN
3352,billiards,9,316,1,NN
3355,billions,8,4131,2,NN
3356,billionth,9,86,1,NN
3362,billy,5,10729,11,NN
3369,binder,6,1864,8,NN
3370,binders,7,336,7,NN
3371,bindery,7,619,1,NN
3374,bing,4,657,16,NN
3376,bingo,5,1469,5,NN
3378,binoculars,10,958,0,NN
3380,bins,4,716,18,NN
3382,biochemistry,12,2236,0,NN
3384,biographer,10,216,0,NN
3385,biographers,11,85,0,NN
3387,biography,9,2988,0,NN
3391,biologist,9,1554,0,NN
3392,biologists,10,1095,0,NN
3393,biology,7,10686,0,NN
3396,biophysicist,12,89,0,NN
3397,biopsies,8,93,0,NN
3398,bioscope,8,3,0,NN
3399,biosphere,9,450,0,NN
3401,biotechnology,13,1384,0,NN
3404,biped,5,70,3,NN
3405,biplane,7,145,0,NN
3407,birch,5,1373,3,NN
3408,birches,7,80,2,NN
3409,bird,4,1907,5,NN
3410,birdbath,8,25,0,NN
3411,birdie,6,604,0,NN
3412,birdies,7,143,2,NN
3414,birds,5,14487,4,NN
3416,birdseed,8,107,0,NN
3417,birth,5,23367,6,NN
3419,birthday,8,8557,0,NN
3421,birthmark,9,88,0,NN
3422,birthplace,10,665,0,NN
3423,birthrate,9,120,0,NN
3424,birthright,10,502,0,NN
3425,births,6,105,3,NN
3426,biscuit,7,599,0,NN
3427,biscuits,8,690,0,NN
3430,bisexuality,11,477,0,NN
3431,bishop,6,5501,0,NN
3433,bishops,7,876,0,NN
3434,bismarck,8,409,0,NN
3435,bison,5,1083,0,NN
3436,bisque,6,110,1,NN
3437,bistro,6,195,0,NN
3441,biter,5,109,4,NN
3444,bits,4,23833,15,NN
3449,bitterness,10,121,0,NN
3450,bitters,7,130,10,NN
3452,bivalve,7,7,0,NN
3453,bivouac,7,42,0,NN
3455,biz,3,3985,9,NN
3459,blabbermouth,12,15,0,NN
3463,blackbird,9,562,0,NN
3464,blackbirds,10,100,0,NN
3465,blackboard,10,462,0,NN
3471,blackfeet,9,15,0,NN
3472,blackhead,9,9,1,NN
3474,blackjack,9,2854,0,NN
3478,blackmailer,11,21,1,NN
3479,blackness,9,487,2,NN
3483,blacksmith,10,4749,0,NN
3484,bladder,7,1649,2,NN
3485,blade,5,9592,6,NN
3486,blades,6,4321,4,NN
3496,blandness,9,55,2,NN
3498,blanket,7,3814,1,NN
3500,blankets,8,1033,0,NN
3501,blanks,6,2524,5,NN
3505,blarney,7,71,0,NN
3509,blasphemer,10,122,2,NN
3510,blasphemies,11,28,0,NN
3512,blasphemy,9,1496,1,NN
3522,blazer,6,901,4,NN
3524,blazonry,8,4,0,NN
3527,bleachers,9,245,0,NN
3538,bleedings,9,10,0,NN
3542,blemish,7,244,1,NN
3546,blender,7,972,7,NN
3553,blessings,9,2071,0,NN
3559,blimp,5,317,0,NN
3562,blinders,8,321,3,NN
3567,blindness,9,1337,1,NN
3571,blinkers,8,70,2,NN
3575,bliss,5,2218,2,NN
3585,blizzard,8,2102,0,NN
3586,blizzards,9,103,0,NN
3589,bloater,7,5,3,NN
3594,blockage,8,357,1,NN
3595,blockages,9,76,1,NN
3596,blockbuster,11,1395,0,NN
3598,blockhead,9,68,1,NN
3599,blockhouse,10,12,0,NN
3603,bloke,5,886,2,NN
3604,blokes,6,191,0,NN
3607,blondes,7,1089,1,NN
3609,blood,5,51801,4,NN
3610,bloodbath,9,198,0,NN
3613,bloodhound,10,271,0,NN
3614,bloodhounds,11,366,0,NN
3617,bloodlust,9,529,0,NN
3618,bloodroot,9,8,0,NN
3619,bloods,6,167,6,NN
3620,bloodshed,9,720,0,NN
3622,bloodstain,10,13,0,NN
3624,bloodstains,11,31,0,NN
3625,bloodstock,10,19,0,NN
3626,bloodstream,11,552,0,NN
3627,bloodsucker,11,40,0,NN
3632,bloomer,7,201,1,NN
3639,blotch,6,75,0,NN
3642,blotter,7,446,3,NN
3645,blouse,6,1685,0,NN
3646,blouses,7,214,0,NN
3648,blowback,8,60,0,NN
3649,blower,6,536,3,NN
3650,blowers,7,222,2,NN
3651,blowfish,8,397,0,NN
3652,blowfly,7,11,0,NN
3653,blowgun,7,21,0,NN
3655,blowhole,8,19,0,NN
3658,blowout,7,753,0,NN
3659,blowpipe,8,13,0,NN
3661,blowtorch,9,120,0,NN
3662,blowup,6,109,0,NN
3666,bluebeard,9,15,0,NN
3667,bluebell,8,39,0,NN
3668,blueberries,11,206,1,NN
3669,blueberry,9,318,1,NN
3670,bluebird,8,268,0,NN
3671,bluecoat,8,5,0,NN
3672,bluefish,8,49,0,NN
3673,bluejacket,10,0,0,NN
3674,bluejay,7,83,0,NN
3677,blues,5,12589,6,NN
3685,blunderings,11,5,0,NN
