0.619959,0.040001,0.040001,0.020001,0.000001,0.000001,0.040001,0.020001,0.020001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.040001,0.020001,0.020001,0.020001,0.020001,0.020001,0.020001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.040001,0.599959,0.040001,0.000001,0.020001,0.000001,0.020001,0.040001,0.020001,0.000001,0.000001,0.020001,0.000001,0.000001,0.000001,0.020001,0.020001,0.040001,0.020001,0.040001,0.020001,0.020001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.040001,0.040001,0.619959,0.000001,0.000001,0.020001,0.020001,0.020001,0.040001,0.000001,0.000001,0.000001,0.000001,0.020001,0.000001,0.020001,0.020001,0.020001,0.020001,0.020001,0.020001,0.020001,0.040001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.020001,0.000001,0.000001,0.659959,0.040001,0.040001,0.040001,0.020001,0.020001,0.040001,0.020001,0.020001,0.020001,0.020001,0.020001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.000001,0.020001,0.000001,0.040001,0.639959,0.040001,0.020001,0.040001,0.020001,0.020001,0.020001,0.040001,0.020001,0.020001,0.020001,0.000001,0.000001,0.020001,0.000001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.000001,0.000001,0.020001,0.040001,0.040001,0.659959,0.020001,0.020001,0.040001,0.020001,0.020001,0.020001,0.020001,0.040001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.040001,0.020001,0.020001,0.040001,0.020001,0.020001,0.559959,0.040001,0.040001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.040001,0.020001,0.020001,0.020001,0.020001,0.020001,0.020001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.020001,0.040001,0.020001,0.020001,0.040001,0.020001,0.040001,0.539959,0.040001,0.000001,0.000001,0.020001,0.000001,0.000001,0.000001,0.020001,0.020001,0.040001,0.020001,0.040001,0.020001,0.020001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.020001,0.020001,0.040001,0.020001,0.020001,0.040001,0.040001,0.040001,0.559959,0.000001,0.000001,0.000001,0.000001,0.020001,0.000001,0.020001,0.020001,0.020001,0.020001,0.020001,0.020001,0.020001,0.040001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.020001,0.000001,0.000001,0.040001,0.020001,0.020001,0.020001,0.000001,0.000001,0.579959,0.040001,0.040001,0.040001,0.040001,0.040001,0.040001,0.020001,0.020001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.000001,0.000001,0.000001,0.020001,0.020001,0.020001,0.000001,0.000001,0.000001,0.040001,0.639959,0.040001,0.040001,0.040001,0.040001,0.020001,0.040001,0.020001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.000001,0.020001,0.000001,0.020001,0.040001,0.020001,0.000001,0.020001,0.000001,0.040001,0.040001,0.559959,0.040001,0.040001,0.040001,0.020001,0.020001,0.040001,0.020001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.000001,0.000001,0.000001,0.020001,0.020001,0.020001,0.000001,0.000001,0.000001,0.040001,0.040001,0.040001,0.619959,0.040001,0.040001,0.020001,0.020001,0.020001,0.040001,0.000001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.000001,0.000001,0.020001,0.020001,0.020001,0.040001,0.000001,0.000001,0.020001,0.040001,0.040001,0.040001,0.040001,0.579959,0.040001,0.020001,0.020001,0.020001,0.020001,0.000001,0.000001,0.000001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.000001,0.000001,0.000001,0.020001,0.020001,0.020001,0.000001,0.000001,0.000001,0.040001,0.040001,0.040001,0.040001,0.040001,0.659959,0.020001,0.020001,0.020001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.040001,0.020001,0.020001,0.020001,0.000001,0.000001,0.040001,0.020001,0.020001,0.040001,0.020001,0.020001,0.020001,0.020001,0.020001,0.479959,0.040001,0.040001,0.040001,0.020001,0.020001,0.020001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.020001,0.020001,0.020001,0.000001,0.000001,0.000001,0.020001,0.020001,0.020001,0.020001,0.040001,0.020001,0.020001,0.020001,0.020001,0.040001,0.539959,0.040001,0.040001,0.020001,0.020001,0.020001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.020001,0.040001,0.020001,0.000001,0.020001,0.000001,0.020001,0.040001,0.020001,0.020001,0.020001,0.040001,0.020001,0.020001,0.020001,0.040001,0.040001,0.459959,0.040001,0.040001,0.020001,0.020001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.020001,0.020001,0.020001,0.000001,0.000001,0.000001,0.020001,0.020001,0.020001,0.020001,0.020001,0.020001,0.040001,0.020001,0.020001,0.040001,0.040001,0.040001,0.519959,0.020001,0.040001,0.020001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.020001,0.040001,0.020001,0.000001,0.020001,0.000001,0.020001,0.040001,0.020001,0.000001,0.000001,0.020001,0.000001,0.000001,0.000001,0.020001,0.020001,0.040001,0.020001,0.579959,0.040001,0.040001,0.040001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.020001,0.020001,0.020001,0.000001,0.000001,0.000001,0.020001,0.020001,0.020001,0.000001,0.000001,0.000001,0.020001,0.000001,0.000001,0.020001,0.020001,0.020001,0.040001,0.040001,0.639959,0.040001,0.040001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.020001,0.020001,0.020001,0.000001,0.000001,0.000001,0.020001,0.020001,0.020001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.020001,0.020001,0.020001,0.020001,0.040001,0.040001,0.679959,0.040001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
0.020001,0.020001,0.040001,0.000001,0.000001,0.020001,0.020001,0.020001,0.040001,0.000001,0.000001,0.000001,0.000001,0.020001,0.000001,0.020001,0.020001,0.020001,0.020001,0.040001,0.040001,0.040001,0.599959,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0
