num,t,word,value,success,error_type,context_sem
0,0,rush,2000,,None,False
0,0,rush,2000,,None,False
0,0,khan,2000,,None,False
0,0,rush,2000,,None,False
0,0,khan,2000,,None,False
0,0,casa,2000,,None,False
0,0,rush,2000,,None,False
0,0,khan,2000,,None,False
0,0,casa,2000,,None,False
0,0,loco,2000,,None,False
